Area	area	va	weekly
	VARIABLES	BEGIN	END
	122	1	52

Area	weekly	OV. COST	OP. COST	OP. COST	OP. COST	OP. COST	MRG. PRICE	MRG. PRICE	MRG. PRICE	MRG. PRICE	CO2 EMIS.	BALANCE	BALANCE	BALANCE	BALANCE	ROW BAL.	PSP	MISC. NDG	LOAD	LOAD	LOAD	LOAD	H. ROR	H. ROR	H. ROR	H. ROR	WIND	WIND	WIND	WIND	SOLAR	SOLAR	SOLAR	SOLAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	LIGNITE	LIGNITE	LIGNITE	LIGNITE	COAL	COAL	COAL	COAL	GAS	GAS	GAS	GAS	OIL	OIL	OIL	OIL	MIX. FUEL	MIX. FUEL	MIX. FUEL	MIX. FUEL	MISC. DTG	MISC. DTG	MISC. DTG	MISC. DTG	H. STOR	H. STOR	H. STOR	H. STOR	H. PUMP	H. PUMP	H. PUMP	H. PUMP	H. LEV	H. LEV	H. LEV	H. LEV	H. INFL	H. INFL	H. INFL	H. INFL	H. OVFL	H. OVFL	H. OVFL	H. OVFL	H. VAL	H. VAL	H. VAL	H. VAL	H. COST	H. COST	H. COST	H. COST	UNSP. ENRG	UNSP. ENRG	UNSP. ENRG	UNSP. ENRG	SPIL. ENRG	SPIL. ENRG	SPIL. ENRG	SPIL. ENRG	LOLD	LOLD	LOLD	LOLD	LOLP	AVL DTG	AVL DTG	AVL DTG	AVL DTG	DTG MRG	DTG MRG	DTG MRG	DTG MRG	MAX MRG	MAX MRG	MAX MRG	MAX MRG	NP COST	NP COST	NP COST	NP COST	NODU	NODU	NODU	NODU
	39	67200	67200	0	67200	67200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	8400	0	8400	8400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13440	0	13440	13440	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	5040	0	5040	5040	0	0	0	0	0	16800	0	16800	16800	3360	0	3360	3360	8400	0	8400	8400	0	0	0	0	168	0	168	168
	40	67200	67200	0	67200	67200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	8400	0	8400	8400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13440	0	13440	13440	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	5040	0	5040	5040	0	0	0	0	0	16800	0	16800	16800	3360	0	3360	3360	8400	0	8400	8400	0	0	0	0	168	0	168	168
	41	67200	67200	0	67200	67200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	8400	0	8400	8400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13440	0	13440	13440	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	5040	0	5040	5040	0	0	0	0	0	16800	0	16800	16800	3360	0	3360	3360	8400	0	8400	8400	0	0	0	0	168	0	168	168
	42	67200	67200	0	67200	67200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	8400	0	8400	8400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13440	0	13440	13440	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	5040	0	5040	5040	0	0	0	0	0	16800	0	16800	16800	3360	0	3360	3360	8400	0	8400	8400	0	0	0	0	168	0	168	168
	43	67200	67200	0	67200	67200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	8400	0	8400	8400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13440	0	13440	13440	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	5040	0	5040	5040	0	0	0	0	0	16800	0	16800	16800	3360	0	3360	3360	8400	0	8400	8400	0	0	0	0	168	0	168	168
	44	67200	67200	0	67200	67200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	8400	0	8400	8400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13440	0	13440	13440	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	5040	0	5040	5040	0	0	0	0	0	16800	0	16800	16800	3360	0	3360	3360	8400	0	8400	8400	0	0	0	0	168	0	168	168
	45	67200	67200	0	67200	67200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	8400	0	8400	8400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13440	0	13440	13440	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	5040	0	5040	5040	0	0	0	0	0	16800	0	16800	16800	3360	0	3360	3360	8400	0	8400	8400	0	0	0	0	168	0	168	168
	46	67200	67200	0	67200	67200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	8400	0	8400	8400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13440	0	13440	13440	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	5040	0	5040	5040	0	0	0	0	0	16800	0	16800	16800	3360	0	3360	3360	8400	0	8400	8400	0	0	0	0	168	0	168	168
	47	67200	67200	0	67200	67200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	8400	0	8400	8400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13440	0	13440	13440	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	5040	0	5040	5040	0	0	0	0	0	16800	0	16800	16800	3360	0	3360	3360	8400	0	8400	8400	0	0	0	0	168	0	168	168
	48	67200	67200	0	67200	67200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	8400	0	8400	8400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13440	0	13440	13440	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	5040	0	5040	5040	0	0	0	0	0	16800	0	16800	16800	3360	0	3360	3360	8400	0	8400	8400	0	0	0	0	168	0	168	168
	49	67200	67200	0	67200	67200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	8400	0	8400	8400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13440	0	13440	13440	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	5040	0	5040	5040	0	0	0	0	0	16800	0	16800	16800	3360	0	3360	3360	8400	0	8400	8400	0	0	0	0	168	0	168	168
	50	67200	67200	0	67200	67200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	8400	0	8400	8400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13440	0	13440	13440	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	5040	0	5040	5040	0	0	0	0	0	16800	0	16800	16800	3360	0	3360	3360	8400	0	8400	8400	0	0	0	0	168	0	168	168
	51	67200	67200	0	67200	67200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	8400	0	8400	8400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13440	0	13440	13440	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	5040	0	5040	5040	0	0	0	0	0	16800	0	16800	16800	3360	0	3360	3360	8400	0	8400	8400	0	0	0	0	168	0	168	168
	52	44800	44800	31678	0	67200	0.00	0	-0.00	0.00	0	0	0	0	0	0	0	0	8400	0	8400	8400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8960	6336	0	13440	0	0	0	0	0	0	0	0	N/A	N/A	N/A	N/A	0	0	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	3360	2376	0	5040	0	0	0	0	0	16800	0	16800	16800	2240	1584	0	3360	5600	3960	0	8400	0	0	0	0	112	79	0	168
