C	area	va	hourly
	VARIABLES	BEGIN	END
	122	1	8736

C	hourly				OV. COST	OP. COST	OP. COST	OP. COST	OP. COST	MRG. PRICE	MRG. PRICE	MRG. PRICE	MRG. PRICE	CO2 EMIS.	BALANCE	BALANCE	BALANCE	BALANCE	ROW BAL.	PSP	MISC. NDG	LOAD	LOAD	LOAD	LOAD	H. ROR	H. ROR	H. ROR	H. ROR	WIND	WIND	WIND	WIND	SOLAR	SOLAR	SOLAR	SOLAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	LIGNITE	LIGNITE	LIGNITE	LIGNITE	COAL	COAL	COAL	COAL	GAS	GAS	GAS	GAS	OIL	OIL	OIL	OIL	MIX. FUEL	MIX. FUEL	MIX. FUEL	MIX. FUEL	MISC. DTG	MISC. DTG	MISC. DTG	MISC. DTG	H. STOR	H. STOR	H. STOR	H. STOR	H. PUMP	H. PUMP	H. PUMP	H. PUMP	H. LEV	H. LEV	H. LEV	H. LEV	H. INFL	H. INFL	H. INFL	H. INFL	H. OVFL	H. OVFL	H. OVFL	H. OVFL	H. VAL	H. VAL	H. VAL	H. VAL	H. COST	H. COST	H. COST	H. COST	UNSP. ENRG	UNSP. ENRG	UNSP. ENRG	UNSP. ENRG	SPIL. ENRG	SPIL. ENRG	SPIL. ENRG	SPIL. ENRG	LOLD	LOLD	LOLD	LOLD	LOLP	AVL DTG	AVL DTG	AVL DTG	AVL DTG	DTG MRG	DTG MRG	DTG MRG	DTG MRG	MAX MRG	MAX MRG	MAX MRG	MAX MRG	NP COST	NP COST	NP COST	NP COST	NODU	NODU	NODU	NODU
	2236	04	APR	03:00	2256065	2153435	191913	1874300	2466700	50.00	0	50.00	50.00	57041	0	0	0	0	0	0	0	62609	2573	57143	64818	4975	1113	3823	6992	0	0	0	0	0	0	0	0	0	0	0	0	40000	2108	37000	44000	0	0	0	0	0	0	0	0	0	0	0	0	15069	4941	6686	23434	0	0	0	0	2566	3637	0	8000	0	0	0	0	44.92	6.72	31.24	54.25	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	102630	145477	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79889	3281	75000	86000	24820	5974	17437	35314	26170	4742	18042	32388	0	0	0	0	63	3	58	67
	2237	04	APR	04:00	2177611	1999833	227934	1720550	2411450	50.00	0	50.00	50.00	55198	0	0	0	0	0	0	0	61416	2497	55764	63360	4975	1113	3823	6992	0	0	0	0	0	0	0	0	0	0	0	0	40000	2108	37000	44000	0	0	0	0	0	0	0	0	0	0	0	0	11997	5663	5152	22329	0	0	0	0	4444	3975	0	8000	0	0	0	0	44.90	6.72	31.18	54.18	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	177778	159009	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79889	3281	75000	86000	27892	6535	15689	36848	26170	4742	18042	32388	0	0	0	0	63	3	58	67
	2238	04	APR	05:00	2152821	2029929	224733	1691357	2309350	50.00	0	50.00	50.00	55559	0	0	0	0	0	0	0	60646	2518	54700	63297	4975	1113	3823	6992	0	0	0	0	0	0	0	0	0	0	0	0	40000	2108	37000	44000	0	0	0	0	0	0	0	0	0	0	0	0	12599	4363	5153	18887	0	0	0	0	3072	3534	0	8000	0	0	0	0	44.89	6.70	31.20	54.12	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	122892	141356	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79889	3281	75000	86000	27290	5552	17113	35847	26286	4778	18042	32388	0	0	0	0	63	3	58	67
	2239	04	APR	06:00	2113369	1925470	275130	1559300	2330050	50.00	0	50.00	50.00	54306	0	0	0	0	0	0	0	60182	2634	54035	62868	4975	1113	3823	6992	0	0	0	0	0	0	0	0	0	0	0	0	40000	2108	37000	44000	0	0	0	0	0	0	0	0	0	0	0	0	10509	5865	4337	20701	0	0	0	0	4697	3500	0	8000	0	0	0	0	44.86	6.70	31.14	54.08	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	187900	140016	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79889	3281	75000	86000	29379	6829	17207	38414	26360	4812	18042	32388	0	0	0	0	63	3	58	67
	2240	04	APR	07:00	2109491	1942543	254557	1552800	2322500	50.00	0	50.00	50.00	54511	0	0	0	0	0	0	0	60000	2471	54091	62527	4975	1113	3823	6992	0	0	0	0	0	0	0	0	0	0	0	0	40000	2108	37000	44000	0	0	0	0	0	0	0	0	0	0	0	0	10851	5720	4414	20550	0	0	0	0	4174	3803	0	8000	0	0	0	0	44.83	6.69	31.08	54.02	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	166948	152124	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79889	3281	75000	86000	29038	7251	17850	38544	26354	4809	18042	32388	0	0	0	0	63	3	58	67
	2241	04	APR	08:00	2102494	1924717	184979	1705350	2311050	50.00	0	50.00	50.00	54297	0	0	0	0	0	0	0	59914	2594	54149	62647	4975	1113	3823	6992	0	0	0	0	0	0	0	0	0	0	0	0	40000	2108	37000	44000	0	0	0	0	0	0	0	0	0	0	0	0	10494	4477	4534	20321	0	0	0	0	4444	3975	0	8000	0	0	0	0	44.81	6.68	31.10	53.95	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	177778	159009	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79889	3281	75000	86000	29395	4614	21679	37466	26347	4806	18042	32388	0	0	0	0	63	3	58	67
	2242	04	APR	09:00	2137405	1974135	226653	1721757	2345650	50.00	0	50.00	50.00	54890	0	0	0	0	0	0	0	60539	2483	55308	62662	4975	1113	3823	6992	0	0	0	0	0	0	0	0	0	0	0	0	40000	2108	37000	44000	0	0	0	0	0	0	0	0	0	0	0	0	11483	4865	4281	19613	0	0	0	0	4082	3758	0	8000	0	0	0	0	44.78	6.66	31.12	53.89	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	163270	150309	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79889	3281	75000	86000	28406	6347	16387	37719	26219	4754	18042	32388	0	0	0	0	63	3	58	67
	2243	04	APR	10:00	2216378	2145267	270663	1579000	2412600	50.00	0	50.00	50.00	56943	0	0	0	0	0	0	0	61658	2608	56201	64001	4975	1113	3823	6992	0	0	0	0	0	0	0	0	0	0	0	0	40000	2108	37000	44000	0	0	0	0	0	0	0	0	0	0	0	0	14905	5860	4980	21820	0	0	0	0	1778	3326	0	8000	0	0	0	0	44.79	6.65	31.14	53.91	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	71111	133037	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79889	3281	75000	86000	24984	7430	15048	38020	26170	4742	18042	32388	0	0	0	0	63	3	58	67
	2244	04	APR	11:00	2266583	2178406	170027	1914350	2472150	50.00	0	50.00	50.00	57341	0	0	0	0	0	0	0	62748	2595	57519	65192	4975	1113	3823	6992	0	0	0	0	0	0	0	0	0	0	0	0	40000	2108	37000	44000	0	0	0	0	0	0	0	0	0	0	0	0	15568	3551	9587	22143	0	0	0	0	2204	3286	0	8000	0	0	0	0	44.78	6.65	31.16	53.92	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	88177	131454	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79889	3281	75000	86000	24321	5207	13857	31413	26116	4679	18042	32388	0	0	0	0	63	3	58	67
	2245	04	APR	12:00	2319616	2227457	203146	1872557	2530950	50.00	0	50.00	50.00	57929	0	0	0	0	0	0	0	63828	2716	58324	66368	4975	1113	3823	6992	0	0	0	0	0	0	0	0	0	0	0	0	40000	2108	37000	44000	0	0	0	0	0	0	0	0	0	0	0	0	16549	4284	9451	23319	0	0	0	0	2304	3354	0	8000	0	0	0	0	44.78	6.67	31.10	53.94	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	92159	134168	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79889	3281	75000	86000	23340	5885	12681	30097	26005	4563	18042	32388	0	0	0	0	63	3	58	67
	2246	04	APR	13:00	2377381	2305906	238328	1715100	2565000	50.00	0	50.00	50.00	58871	0	0	0	0	0	0	0	64880	2619	59825	67361	4975	1113	3823	6992	0	0	0	0	0	0	0	0	0	0	0	0	40000	2108	37000	44000	0	0	0	0	0	0	0	0	0	0	0	0	18118	4452	7702	24000	0	0	0	0	1787	3261	0	8000	0	0	0	0	44.78	6.67	31.12	53.96	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	71475	130457	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79889	3281	75000	86000	21771	6382	12000	35298	25972	4531	18042	32388	0	0	0	0	63	3	58	67
	2247	04	APR	14:00	2445716	2367333	204136	2072400	2656000	50.00	0	50.00	50.00	59608	0	0	0	0	0	0	0	66281	2726	60548	68685	4975	1113	3823	6992	0	0	0	0	0	0	0	0	0	0	0	0	40000	2108	37000	44000	0	0	0	0	0	0	0	0	0	0	0	0	19347	4703	12748	27220	0	0	0	0	1960	3268	0	8000	0	0	0	0	44.78	6.67	31.14	53.97	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	78382	130720	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79889	3281	75000	86000	20542	5365	12000	28252	25725	4357	18042	32388	0	0	0	0	63	3	58	67
	2248	04	APR	15:00	2475656	2297878	272751	1840750	2713700	50.00	0	50.00	50.00	58775	0	0	0	0	0	0	0	67377	2940	61182	70041	4975	1113	3823	6992	0	0	0	0	0	0	0	0	0	0	0	0	40000	2108	37000	44000	0	0	0	0	0	0	0	0	0	0	0	0	17958	5722	10215	28374	0	0	0	0	4444	3975	0	8000	0	0	0	0	44.75	6.64	31.16	53.91	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	177778	159009	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79889	3281	75000	86000	21931	6757	13626	32785	25055	4668	17008	32388	0	0	0	0	63	3	58	67
	2249	04	APR	16:00	2517850	2334896	199327	2066257	2632450	50.00	0	50.00	50.00	59219	0	0	0	0	0	0	0	68247	2786	62198	70714	4975	1113	3823	6992	0	0	0	0	0	0	0	0	0	0	0	0	40000	2108	37000	44000	0	0	0	0	0	0	0	0	0	0	0	0	18698	4672	11536	25000	0	0	0	0	4574	3379	0	8000	0	0	0	0	44.72	6.64	31.18	53.92	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	182955	135164	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79889	3281	75000	86000	21191	5774	12000	30464	24441	4754	16335	31548	0	0	0	0	63	3	58	67
	2250	04	APR	17:00	2552572	2360106	224315	2084607	2787650	50.00	0	50.00	50.00	59521	0	0	0	0	0	0	0	68989	2780	62565	71459	4975	1113	3823	6992	0	0	0	0	0	0	0	0	0	0	0	0	40000	2108	37000	44000	0	0	0	0	0	0	0	0	0	0	0	0	19202	5724	11451	29853	0	0	0	0	4812	3257	0	8000	0	0	0	0	44.69	6.65	31.12	53.91	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	192466	130272	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79889	3281	75000	86000	20687	6447	12000	30549	23730	4935	15590	30430	0	0	0	0	63	3	59	67
	2251	04	APR	18:00	2617358	2553788	145143	2340650	2795000	50.00	0	50.00	50.00	61845	0	0	0	0	0	0	0	69640	2839	62720	71766	4975	1113	3823	6992	0	0	0	0	0	0	0	0	0	0	0	0	40000	2108	37000	44000	0	0	0	0	0	0	0	0	0	0	0	0	23076	3529	18115	30000	0	0	0	0	1589	2265	0	6186	0	0	0	0	44.70	6.66	31.08	53.90	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	63569	90585	0	247444	0	0	0	0	0	0	0	0	0	0	0	0	0	79889	3281	75000	86000	16813	4514	11198	22885	23110	4917	15283	29573	0	0	0	0	64	3	59	67
	2252	04	APR	19:00	2617776	2492411	224615	2035800	2795000	50.00	0	50.00	50.00	61109	0	0	0	0	0	0	0	69957	2952	62616	72024	4975	1113	3823	6992	0	0	0	0	0	0	0	0	0	0	0	0	40000	2108	37000	44000	0	0	0	0	0	0	0	0	0	0	0	0	21848	4483	14116	30000	0	0	0	0	3134	3612	0	8000	0	0	0	0	44.68	6.67	31.10	53.88	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	125364	144494	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79889	3281	75000	86000	18041	4819	12000	28884	22781	4841	15025	28884	0	0	0	0	64	3	59	67
	2253	04	APR	20:00	2602872	2536961	175896	2251600	2786950	50.00	0	50.00	50.00	61644	0	0	0	0	0	0	0	69362	3160	61385	71527	4975	1113	3823	6992	0	0	0	0	0	0	0	0	0	0	0	0	40000	2108	37000	44000	0	0	0	0	0	0	0	0	0	0	0	0	22739	4052	15632	29839	0	0	0	0	1648	2660	0	8000	0	0	0	0	44.68	6.68	31.04	53.87	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	65911	106407	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79889	3281	75000	86000	17150	4889	11742	25368	23239	4577	15952	29437	0	0	0	0	64	3	58	67
	2254	04	APR	21:00	2540135	2325785	218350	1991150	2626250	50.00	0	50.00	50.00	59109	0	0	0	0	0	0	0	68849	3052	61075	70812	4975	1113	3823	6992	0	0	0	0	0	0	0	0	0	0	0	0	40000	2108	37000	44000	0	0	0	0	0	0	0	0	0	0	0	0	18516	4137	12202	24000	0	0	0	0	5359	3245	0	8000	0	0	0	0	44.65	6.70	30.98	53.80	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	214350	129811	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79889	3281	75000	86000	21373	5122	12000	29777	23717	4609	16507	29777	0	0	0	0	64	3	58	67
	2255	04	APR	22:00	2533562	2435967	209862	2114150	2740400	50.00	0	50.00	50.00	60432	0	0	0	0	0	0	0	68134	3256	59967	70351	4975	1113	3823	6992	0	0	0	0	0	0	0	0	0	0	0	0	40000	2108	37000	44000	0	0	0	0	0	0	0	0	0	0	0	0	20719	5115	11483	28908	0	0	0	0	2440	3155	0	8000	0	0	0	0	44.64	6.70	31.00	53.80	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	97595	126207	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79889	3281	75000	86000	19170	5720	12000	30517	24300	4755	16698	30918	0	0	0	0	64	3	58	67
	2256	04	APR	23:00	2467101	2290706	275188	1881400	2683350	50.00	0	50.00	50.00	58688	0	0	0	0	0	0	0	67199	2980	59881	69259	4975	1113	3823	6992	0	0	0	0	0	0	0	0	0	0	0	0	40000	2108	37000	44000	0	0	0	0	0	0	0	0	0	0	0	0	17814	5982	11008	27767	0	0	0	0	4410	3491	0	8000	0	0	0	0	44.62	6.71	30.94	53.81	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	176395	139628	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79889	3281	75000	86000	22075	7006	12000	31972	25064	4651	18042	31972	0	0	0	0	64	3	58	67
	2257	05	APR	00:00	2388408	2191727	260359	1801200	2607850	50.00	0	50.00	50.00	57241	0	0	0	0	0	0	0	65627	3189	57761	68227	4975	1113	3823	6992	0	0	0	0	0	0	0	0	0	0	0	0	39667	2160	36000	44000	0	0	0	0	0	0	0	0	0	0	0	0	16068	5233	9424	24157	0	0	0	0	4917	3471	0	8000	0	0	0	0	44.59	6.71	30.88	53.74	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	196681	138841	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79667	3367	74000	85000	23932	7084	12000	34576	25713	4627	18042	32388	0	0	0	0	63	3	58	66
	2258	05	APR	01:00	2331295	2192765	265129	1726950	2517600	50.00	0	50.00	50.00	57253	0	0	0	0	0	0	0	64194	3342	55880	66498	4975	1113	3823	6992	0	0	0	0	0	0	0	0	0	0	0	0	39667	2160	36000	44000	0	0	0	0	0	0	0	0	0	0	0	0	16089	5530	7939	23752	0	0	0	0	3463	3879	0	8000	0	0	0	0	44.57	6.71	30.82	53.76	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	138530	155178	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79667	3367	74000	85000	23911	7644	12813	36061	26013	4571	18042	32388	0	0	0	0	63	3	58	66
	2259	05	APR	02:00	2272980	2203166	226342	1843950	2499550	50.00	0	50.00	50.00	57378	0	0	0	0	0	0	0	62684	3014	55127	64877	4975	1113	3823	6992	0	0	0	0	0	0	0	0	0	0	0	0	39667	2160	36000	44000	0	0	0	0	0	0	0	0	0	0	0	0	16297	5523	6079	24791	0	0	0	0	1745	3266	0	8000	0	0	0	0	44.57	6.71	30.84	53.78	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	69814	130639	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79667	3367	74000	85000	23703	5910	15491	34921	26239	4761	18042	32388	0	0	0	0	63	3	58	66
	2260	05	APR	03:00	2191732	2017371	204093	1792050	2407250	50.00	0	50.00	50.00	55148	0	0	0	0	0	0	0	61581	3097	53592	63926	4975	1113	3823	6992	0	0	0	0	0	0	0	0	0	0	0	0	39667	2160	36000	44000	0	0	0	0	0	0	0	0	0	0	0	0	12581	5376	5041	22945	0	0	0	0	4359	3906	0	8000	0	0	0	0	44.55	6.71	30.78	53.72	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	174361	156222	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79667	3367	74000	85000	27419	6361	15843	35959	26409	4840	18042	32388	0	0	0	0	63	3	58	66
	2261	05	APR	04:00	2154145	2051171	172951	1817050	2370850	50.00	0	50.00	50.00	55554	0	0	0	0	0	0	0	60473	3014	53491	63487	4975	1113	3823	6992	0	0	0	0	0	0	0	0	0	0	0	0	39667	2160	36000	44000	0	0	0	0	0	0	0	0	0	0	0	0	13257	3477	7641	19417	0	0	0	0	2574	3648	0	8000	0	0	0	0	44.54	6.70	30.80	53.66	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	102974	145908	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79667	3367	74000	85000	26743	5259	17484	34359	26420	4846	18042	32388	0	0	0	0	63	3	58	66
	2262	05	APR	05:00	2102357	1946321	272305	1500950	2326200	50.00	0	50.00	50.00	54296	0	0	0	0	0	0	0	59702	2943	52786	62594	4975	1113	3823	6992	0	0	0	0	0	0	0	0	0	0	0	0	39667	2160	36000	44000	0	0	0	0	0	0	0	0	0	0	0	0	11160	5313	3419	18524	0	0	0	0	3901	3648	0	8000	0	0	0	0	44.52	6.72	30.74	53.67	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	156037	145913	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79667	3367	74000	85000	28840	6627	19476	40581	26520	4926	18042	32581	0	0	0	0	63	3	58	66
	2263	05	APR	06:00	2073645	1907472	232022	1491050	2308744	50.00	0	50.00	50.00	53830	0	0	0	0	0	0	0	59179	3127	51551	62471	4975	1113	3823	6992	0	0	0	0	0	0	0	0	0	0	0	0	39667	2160	36000	44000	0	0	0	0	0	0	0	0	0	0	0	0	10383	4546	3221	18175	0	0	0	0	4154	3698	0	8000	0	0	0	0	44.50	6.70	30.76	53.61	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	166174	147901	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79667	3367	74000	85000	29617	5750	19825	40779	26679	5066	18042	32779	0	0	0	0	63	3	58	66
	2264	05	APR	07:00	2080560	1955089	302476	1467500	2258550	50.00	0	50.00	50.00	54401	0	0	0	0	0	0	0	59114	3582	50230	62217	4975	1113	3823	6992	0	0	0	0	0	0	0	0	0	0	0	0	39667	2160	36000	44000	0	0	0	0	0	0	0	0	0	0	0	0	11335	6645	2092	19971	0	0	0	0	3137	3672	0	8000	0	0	0	0	44.48	6.70	30.78	53.62	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	125471	146877	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79667	3367	74000	85000	28665	7874	17285	41250	26879	5278	18042	33250	0	0	0	0	63	3	58	66
	2265	05	APR	08:00	2083389	1941167	237087	1718800	2309450	50.00	0	50.00	50.00	54234	0	0	0	0	0	0	0	59254	3471	50395	61787	4975	1113	3823	6992	0	0	0	0	0	0	0	0	0	0	0	0	39667	2160	36000	44000	0	0	0	0	0	0	0	0	0	0	0	0	11057	5991	3674	20989	0	0	0	0	3556	3975	0	8000	0	0	0	0	44.47	6.71	30.72	53.64	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	142222	159009	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79667	3367	74000	85000	28943	7190	17446	37326	26796	5182	18042	32668	0	0	0	0	63	3	58	66
	2266	05	APR	09:00	2084761	1906983	249228	1513850	2301800	50.00	0	50.00	50.00	53824	0	0	0	0	0	0	0	59459	3324	50954	61884	4975	1113	3823	6992	0	0	0	0	0	0	0	0	0	0	0	0	39667	2160	36000	44000	0	0	0	0	0	0	0	0	0	0	0	0	10373	5352	3677	20836	0	0	0	0	4444	3975	0	8000	0	0	0	0	44.44	6.71	30.67	53.58	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	177778	159009	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79667	3367	74000	85000	29627	6797	17272	40323	26702	5081	18042	32388	0	0	0	0	63	3	58	66
	2267	05	APR	10:00	2136029	2033054	222263	1750200	2317600	50.00	0	50.00	50.00	55337	0	0	0	0	0	0	0	60110	3480	51057	62422	4975	1113	3823	6992	0	0	0	0	0	0	0	0	0	0	0	0	39667	2160	36000	44000	0	0	0	0	0	0	0	0	0	0	0	0	12894	4862	6304	19041	0	0	0	0	2574	3648	0	8000	0	0	0	0	44.43	6.73	30.61	53.59	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	102974	145908	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79667	3367	74000	85000	27106	6696	16117	35696	26691	5069	18042	32388	0	0	0	0	63	3	58	66
	2268	05	APR	11:00	2191403	2075081	202007	1772000	2384750	50.00	0	50.00	50.00	55841	0	0	0	0	0	0	0	61285	3307	52536	63765	4975	1113	3823	6992	0	0	0	0	0	0	0	0	0	0	0	0	39667	2160	36000	44000	0	0	0	0	0	0	0	0	0	0	0	0	13735	4768	4640	20368	0	0	0	0	2908	3489	0	8000	0	0	0	0	44.42	6.73	30.63	53.61	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	116322	139561	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79667	3367	74000	85000	26265	5722	17632	36360	26527	4921	18042	32388	0	0	0	0	63	3	58	66
	2269	05	APR	12:00	2249880	2170110	282997	1681572	2445900	50.00	0	50.00	50.00	56981	0	0	0	0	0	0	0	62271	3012	54459	64378	4975	1113	3823	6992	0	0	0	0	0	0	0	0	0	0	0	0	39667	2160	36000	44000	0	0	0	0	0	0	0	0	0	0	0	0	15636	6057	6321	23718	0	0	0	0	1994	2957	0	7976	0	0	0	0	44.42	6.73	30.59	53.63	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	79770	118273	0	319023	0	0	0	0	0	0	0	0	0	0	0	0	0	79667	3367	74000	85000	24364	7544	14234	36969	26313	4789	18042	32388	0	0	0	0	63	3	58	66
	2270	05	APR	13:00	2308793	2166389	282332	1770200	2515000	50.00	0	50.00	50.00	56937	0	0	0	0	0	0	0	63763	3097	55759	66090	4975	1113	3823	6992	0	0	0	0	0	0	0	0	0	0	0	0	39667	2160	36000	44000	0	0	0	0	0	0	0	0	0	0	0	0	15561	6272	7330	24357	0	0	0	0	3560	3971	0	8000	0	0	0	0	44.40	6.70	30.61	53.56	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	142404	158847	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79667	3367	74000	85000	24439	7845	12000	35196	26170	4742	18042	32388	0	0	0	0	63	3	58	66
	2271	05	APR	14:00	2397180	2331965	210970	1852554	2563900	50.00	0	50.00	50.00	58924	0	0	0	0	0	0	0	65145	3119	57189	67445	4975	1113	3823	6993	0	0	0	0	0	0	0	0	0	0	0	0	39667	2160	36000	44000	0	0	0	0	0	0	0	0	0	0	0	0	18873	4732	9051	26078	0	0	0	0	1630	2665	0	8000	0	0	0	0	44.40	6.71	30.63	53.58	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	65215	106619	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79667	3367	74000	85000	21127	5321	13486	29949	26064	4724	18042	32388	0	0	0	0	63	3	58	66
	2272	05	APR	15:00	2453206	2333539	208527	2058150	2629150	50.00	0	50.00	50.00	58942	0	0	0	0	0	0	0	66537	2853	59112	68476	4975	1113	3823	6992	0	0	0	0	0	0	0	0	0	0	0	0	39667	2160	36000	44000	0	0	0	0	0	0	0	0	0	0	0	0	18904	5357	10363	27383	0	0	0	0	2992	3603	0	8000	0	0	0	0	44.39	6.71	30.65	53.59	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	119667	144137	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79667	3367	74000	85000	21096	6312	12000	30637	25505	4665	17784	32355	0	0	0	0	63	3	58	66
	2273	05	APR	16:00	2509733	2422065	127928	2220900	2563600	50.00	0	50.00	50.00	60005	0	0	0	0	0	0	0	67508	2853	60325	70014	4975	1113	3823	6993	0	0	0	0	0	0	0	0	0	0	0	0	39667	2160	36000	44000	0	0	0	0	0	0	0	0	0	0	0	0	20675	2356	16418	24000	0	0	0	0	2192	3047	0	8000	0	0	0	0	44.39	6.72	30.67	53.59	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	87668	121877	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79667	3367	74000	85000	19325	3681	12000	23673	24739	4618	17012	31673	0	0	0	0	63	3	58	66
	2274	05	APR	17:00	2515413	2311311	248839	1997950	2659250	50.00	0	50.00	50.00	58676	0	0	0	0	0	0	0	68204	3044	60478	71054	4975	1113	3823	6992	0	0	0	0	0	0	0	0	0	0	0	0	39667	2160	36000	44000	0	0	0	0	0	0	0	0	0	0	0	0	18460	5524	12340	27985	0	0	0	0	5103	3382	0	8000	0	0	0	0	44.36	6.69	30.69	53.52	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	204102	135271	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79667	3367	74000	85000	21540	6461	13000	30641	24074	4705	16256	30641	0	0	0	0	63	3	58	66
	2275	05	APR	18:00	2576249	2499511	158135	2207550	2713500	50.00	0	50.00	50.00	60934	0	0	0	0	0	0	0	68784	2839	61663	71467	4975	1113	3823	6993	0	0	0	0	0	0	0	0	0	0	0	0	39667	2160	36000	44000	0	0	0	0	0	0	0	0	0	0	0	0	22224	3736	15451	29070	0	0	0	0	1918	2610	0	8000	0	0	0	0	44.36	6.71	30.63	53.51	1840	412	1414	2586	0	0	0	0	40.00	0	40.00	40.00	76738	104416	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79667	3367	74000	85000	17776	4635	12000	25549	23626	4728	16133	30407	0	0	0	0	63	3	58	66
