C	area	va	daily
	VARIABLES	BEGIN	END
	122	1	364

C	daily			OV. COST	OP. COST	OP. COST	OP. COST	OP. COST	MRG. PRICE	MRG. PRICE	MRG. PRICE	MRG. PRICE	CO2 EMIS.	BALANCE	BALANCE	BALANCE	BALANCE	ROW BAL.	PSP	MISC. NDG	LOAD	LOAD	LOAD	LOAD	H. ROR	H. ROR	H. ROR	H. ROR	WIND	WIND	WIND	WIND	SOLAR	SOLAR	SOLAR	SOLAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	LIGNITE	LIGNITE	LIGNITE	LIGNITE	COAL	COAL	COAL	COAL	GAS	GAS	GAS	GAS	OIL	OIL	OIL	OIL	MIX. FUEL	MIX. FUEL	MIX. FUEL	MIX. FUEL	MISC. DTG	MISC. DTG	MISC. DTG	MISC. DTG	H. STOR	H. STOR	H. STOR	H. STOR	H. PUMP	H. PUMP	H. PUMP	H. PUMP	H. LEV	H. LEV	H. LEV	H. LEV	H. INFL	H. INFL	H. INFL	H. INFL	H. OVFL	H. OVFL	H. OVFL	H. OVFL	H. VAL	H. VAL	H. VAL	H. VAL	H. COST	H. COST	H. COST	H. COST	UNSP. ENRG	UNSP. ENRG	UNSP. ENRG	UNSP. ENRG	SPIL. ENRG	SPIL. ENRG	SPIL. ENRG	SPIL. ENRG	LOLD	LOLD	LOLD	LOLD	LOLP	AVL DTG	AVL DTG	AVL DTG	AVL DTG	DTG MRG	DTG MRG	DTG MRG	DTG MRG	MAX MRG	MAX MRG	MAX MRG	MAX MRG	NP COST	NP COST	NP COST	NP COST	NODU	NODU	NODU	NODU
	88	29	MAR	59235018	56623646	3540435	51021369	63437235	50.00	0	50.00	50.00	1413724	0	0	0	0	0	0	0	1583547	62931	1487938	1703347	103389	21466	72276	135288	0	0	0	0	0	0	0	0	0	0	0	0	941333	38827	864000	1008000	0	0	0	0	0	0	0	0	0	0	0	0	473540	60655	365227	563145	0	0	0	0	65284	16976	34322	95931	0	0	0	0	45.65	6.57	32.47	55.05	40207	8347	28110	52612	0	0	0	0	40.00	0	40.00	40.00	2611372	679048	1372878	3837224	0	0	0	0	0	0	0	0	0	0	0	0	0	1901333	56317	1824000	1992000	486460	75812	378036	594773	530710	78952	427877	643629	0	0	0	0	1562	53	1504	1680
	89	30	MAR	54825531	52682875	3802567	45308976	59102244	50.00	0	50.00	50.00	1364354	0	0	0	0	0	0	0	1492214	68767	1383515	1606604	103390	21467	72276	135295	0	0	0	0	0	0	0	0	0	0	0	0	938667	39911	864000	1008000	0	0	0	0	0	0	0	0	0	0	0	0	396591	72254	250980	489943	0	0	0	0	53566	11990	27151	69827	0	0	0	0	45.45	6.63	32.13	55.01	40208	8347	28111	52613	0	0	0	0	40.00	0	40.00	40.00	2142656	479594	1086040	2793100	0	0	0	0	0	0	0	0	0	0	0	0	0	1890667	64773	1776000	1992000	555409	94841	422057	709020	564311	81246	450570	689740	0	0	0	0	1505	83	1372	1680
	90	31	MAR	50111696	48358326	4279448	41748672	55914373	50.00	0	50.00	50.00	1320780	0	0	0	0	0	0	0	1399191	74620	1262003	1520512	103391	21468	72276	135300	0	0	0	0	0	0	0	0	0	0	0	0	949333	35975	888000	1008000	0	0	0	0	0	0	0	0	0	0	0	0	302633	97314	146173	446287	0	0	0	0	43834	10612	18996	59177	0	0	0	0	45.37	6.63	32.04	54.92	40207	8347	28110	52612	0	0	0	0	40.00	0	40.00	40.00	1753370	424466	759822	2367062	0	0	0	0	0	0	0	0	0	0	0	0	0	1909333	53200	1824000	1992000	657367	103002	502709	813827	634086	94604	494088	765662	0	0	0	0	1441	130	1164	1632
	91	01	APR	46808703	44825032	4547029	36684139	51727856	49.38	1.77	44.38	50.00	1276886	0	0	0	0	0	0	0	1349718	87381	1144746	1453480	119400	26704	91752	167808	0	0	0	0	0	0	0	0	0	0	0	0	947418	29032	912000	990761	0	0	0	0	0	0	0	0	0	0	0	0	233308	106451	40150	379357	0	0	0	0	49592	11881	20067	63585	0	0	0	0	45.31	6.69	31.86	54.87	44162	9877	33936	62070	0	0	0	0	40.00	0	40.00	40.00	1983671	475229	802677	2543419	0	0	0	0	0	0	0	0	0	0	0	0	0	1912000	53066	1824000	1992000	731274	111718	542281	889089	686571	109716	514770	869022	0	0	0	0	1355	194	1065	1608
	92	02	APR	48268986	46140662	3492427	40651670	51707519	50.00	0	50.00	50.00	1296248	0	0	0	0	0	0	0	1381021	65267	1231747	1453027	119400	26704	91752	167808	0	0	0	0	0	0	0	0	0	0	0	0	952000	22627	912000	984000	0	0	0	0	0	0	0	0	0	0	0	0	256413	79699	124233	378950	0	0	0	0	53208	11961	25474	64263	0	0	0	0	45.25	6.69	31.75	54.63	44162	9877	33936	62070	0	0	0	0	40.00	0	40.00	40.00	2128324	478423	1018973	2570524	0	0	0	0	0	0	0	0	0	0	0	0	0	1914667	57442	1800000	1968000	706253	92677	539506	835767	682754	98730	502039	801346	0	0	0	0	1394	172	1138	1608
	93	03	APR	53501702	50784399	3090948	45481745	55332970	50.00	0	50.00	50.00	1358213	0	0	0	0	0	0	0	1491020	49190	1409101	1573209	119399	26703	91752	167808	0	0	0	0	0	0	0	0	0	0	0	0	960000	29933	912000	1008000	0	0	0	0	0	0	0	0	0	0	0	0	343688	71357	220835	468259	0	0	0	0	67933	14045	39338	84549	0	0	0	0	45.07	6.68	31.56	54.41	44162	9877	33936	62070	0	0	0	0	40.00	0	40.00	40.00	2717303	561796	1573502	3381969	0	0	0	0	0	0	0	0	0	0	0	0	0	1928000	61968	1824000	2040000	624312	95287	470444	758923	637643	101963	469297	776244	0	0	0	0	1466	104	1268	1584
	94	04	APR	56755897	53590060	3439611	47864255	58644442	50.00	0	50.00	50.00	1391881	0	0	0	0	0	0	0	1558347	63069	1413427	1606006	119400	26703	91752	167808	0	0	0	0	0	0	0	0	0	0	0	0	960000	50596	888000	1056000	0	0	0	0	0	0	0	0	0	0	0	0	399801	84848	309237	551289	0	0	0	0	79146	19135	39727	109563	0	0	0	0	44.78	6.68	31.14	53.99	44162	9877	33936	62070	0	0	0	0	40.00	0	40.00	40.00	3165836	765385	1589078	4382529	0	0	0	0	0	0	0	0	0	0	0	0	0	1917333	78746	1800000	2064000	557532	119452	358763	713115	607356	111682	417063	760267	0	0	0	0	1514	69	1405	1604
	95	05	APR	55632062	52604819	3594490	46460181	57258147	50.00	0	50.00	50.00	1373818	0	0	0	0	0	0	0	1532778	73201	1344819	1588719	119401	26704	91752	167813	0	0	0	0	0	0	0	0	0	0	0	0	952000	51846	864000	1056000	0	0	0	0	0	0	0	0	0	0	0	0	385696	90549	257204	540363	0	0	0	0	75681	20193	33847	107295	0	0	0	0	44.43	6.71	30.69	53.58	44162	9877	33936	62070	0	0	0	0	40.00	0	40.00	40.00	3027243	807723	1353895	4291804	0	0	0	0	0	0	0	0	0	0	0	0	0	1912000	80796	1776000	2040000	574304	126655	374298	740415	616916	114195	425644	767491	0	0	0	0	1509	62	1384	1580
	96	06	APR	50483391	48094466	3541823	41409424	51849600	50.00	0	50.00	50.00	1317614	0	0	0	0	0	0	0	1425814	71076	1243423	1484955	119401	26706	91752	167820	0	0	0	0	0	0	0	0	0	0	0	0	949333	51983	864000	1056000	0	0	0	0	0	0	0	0	0	0	0	0	297356	90108	139388	428296	0	0	0	0	59723	15449	26267	77222	0	0	0	0	44.22	6.71	30.49	53.21	44162	9877	33936	62070	0	0	0	0	40.00	0	40.00	40.00	2388925	617964	1050661	3088887	0	0	0	0	0	0	0	0	0	0	0	0	0	1917333	72835	1776000	2040000	670644	122599	465408	844612	664353	121363	459493	818345	0	0	0	0	1392	137	1150	1560
	97	07	APR	44834927	43030669	3346063	36940287	47248263	49.72	0.52	48.75	50.00	1260879	0	0	0	0	0	0	0	1311472	66705	1186797	1395756	119401	26706	91752	167820	0	0	0	0	0	0	0	0	0	0	0	0	954502	50248	864000	1056000	0	0	0	0	0	0	0	0	0	0	0	0	192462	82625	50671	298910	0	0	0	0	45106	11342	22573	57959	0	0	0	0	44.12	6.73	30.28	52.90	44162	9877	33936	62070	0	0	0	0	40.00	0	40.00	40.00	1804258	453662	902932	2318350	0	0	0	0	0	0	0	0	0	0	0	0	0	1928000	70654	1776000	2040000	781036	114317	570537	934280	744361	115394	538263	886981	0	0	0	0	1269	182	1061	1560
	98	08	APR	42930499	41299953	2687402	35666758	45524640	49.86	0.39	48.75	50.00	1244341	0	0	0	0	0	0	0	1274142	53729	1179205	1347870	119401	26706	91752	167820	0	0	0	0	0	0	0	0	0	0	0	0	959925	46687	888000	1056000	0	0	0	0	0	0	0	0	0	0	0	0	154052	68776	58608	255293	0	0	0	0	40764	9775	24372	53494	0	0	0	0	44.19	6.73	30.38	52.90	44162	9877	33936	62070	0	0	0	0	40.00	0	40.00	40.00	1630547	391017	974895	2139765	0	0	0	0	0	0	0	0	0	0	0	0	0	1944000	58788	1848000	2040000	830023	88041	656707	926067	790722	87331	609878	884783	0	0	0	0	1268	188	1022	1584
	99	09	APR	45471390	43651232	3680664	36185828	49818876	49.79	0.59	48.13	50.00	1257985	0	0	0	0	0	0	0	1320303	61070	1190981	1387259	119401	26706	91752	167820	0	0	0	0	0	0	0	0	0	0	0	0	941244	50325	864000	1032000	0	0	0	0	0	0	0	0	0	0	0	0	214154	94553	69082	391578	0	0	0	0	45504	9659	26135	58422	0	0	0	0	44.19	6.73	30.34	52.67	44162	9877	33936	62070	0	0	0	0	40.00	0	40.00	40.00	1820158	386368	1045398	2336877	0	0	0	0	0	0	0	0	0	0	0	0	0	1925333	56317	1848000	2040000	769936	96783	648351	915726	739176	101961	617669	911510	0	0	0	0	1294	160	1037	1560
	100	10	APR	50810200	48463067	4646800	39879420	55634775	50.00	0	50.00	50.00	1313717	0	0	0	0	0	0	0	1428942	76178	1276517	1533029	119403	26705	91752	167820	0	0	0	0	0	0	0	0	0	0	0	0	938667	48589	888000	1032000	0	0	0	0	0	0	0	0	0	0	0	0	312195	109588	142388	474295	0	0	0	0	58678	11297	33089	69998	0	0	0	0	44.11	6.75	30.24	52.36	44162	9877	33936	62070	0	0	0	0	40.00	0	40.00	40.00	2347133	451881	1323561	2799936	0	0	0	0	0	0	0	0	0	0	0	0	0	1917333	66399	1824000	2040000	666472	130963	504683	865612	674455	123870	522175	886447	0	0	0	0	1366	141	1114	1608
	101	11	APR	54761294	51946468	5448104	40478121	59248396	52.36	6.68	50.00	71.25	1346931	0	0	0	0	0	0	0	1505880	95723	1290537	1602984	119401	26706	91752	167820	0	0	0	0	0	0	0	0	0	0	0	0	928000	39192	864000	1008000	0	0	0	0	0	0	0	0	1025	2900	0	9228	387689	121672	154362	565403	0	0	0	0	69764	15088	39939	93608	0	0	0	0	43.92	6.81	30.00	52.05	44162	9877	33936	62070	0	0	0	0	40.16	0.46	40.00	41.46	2814826	644393	1597572	3962703	0	0	0	0	0	0	0	0	0	0	0	0	0	1901333	73127	1800000	2016000	584619	161444	361369	901638	637555	138265	449453	901686	0	0	0	0	1440	129	1125	1608
	102	12	APR	53302042	50561415	3903511	42226541	57264186	50.00	0	50.00	50.00	1330577	0	0	0	0	0	0	0	1474182	62615	1340396	1569952	119401	26705	91752	167820	0	0	0	0	0	0	0	0	0	0	0	0	928000	43818	864000	1008000	0	0	0	0	0	0	0	0	0	0	0	0	361628	95899	172531	506884	0	0	0	0	65153	13233	40295	89507	0	0	0	0	43.64	6.90	29.53	51.74	44162	9877	33936	62070	0	0	0	0	42.06	5.84	40.00	58.58	2740626	699708	1611789	4057174	0	0	0	0	0	0	0	0	0	0	0	0	0	1909333	71653	1824000	2016000	619705	127274	496424	883469	655712	125435	503031	899280	0	0	0	0	1440	108	1177	1603
	103	13	APR	47303725	45215680	3302130	40349157	52537198	50.00	0	50.00	50.00	1258108	0	0	0	0	0	0	0	1347985	64667	1267934	1471536	119400	26704	91752	167820	0	0	0	0	0	0	0	0	0	0	0	0	917333	51571	816000	984000	0	0	0	0	0	0	0	0	0	0	0	0	262180	83593	151783	395544	0	0	0	0	49072	12147	27982	74573	0	0	0	0	43.53	6.90	29.42	51.48	44162	9877	33936	62070	0	0	0	0	42.58	7.30	40.00	63.21	2088045	612761	1119271	3145542	0	0	0	0	0	0	0	0	0	0	0	0	0	1893333	69231	1776000	1992000	713820	101270	580840	904217	699131	110040	550820	898543	0	0	0	0	1334	116	1120	1512
	104	14	APR	43170500	41473844	2872997	37657312	46421889	50.00	0	50.00	50.00	1204886	0	0	0	0	0	0	0	1260369	55242	1162662	1349975	119400	26704	91752	167820	0	0	0	0	0	0	0	0	0	0	0	0	906667	57442	792000	960000	0	0	0	0	0	0	0	0	0	0	0	0	194810	88775	95758	374038	0	0	0	0	39492	10389	22850	59101	0	0	0	0	43.52	6.91	29.42	51.44	44162	9877	33936	62070	0	0	0	0	42.59	7.33	40.00	63.33	1696657	590090	913985	2914717	0	0	0	0	0	0	0	0	0	0	0	0	0	1893333	71951	1776000	1992000	791856	97081	609962	936242	768488	97534	593965	914780	0	0	0	0	1223	153	1051	1512
	105	15	APR	40848740	39362633	2385499	35950918	42980761	48.68	1.87	45.00	50.00	1181248	0	0	0	0	0	0	0	1214522	55699	1126108	1334444	119400	26704	91752	167820	0	0	0	0	0	0	0	0	0	0	0	0	908842	61928	792000	984000	0	0	0	0	0	0	0	0	0	0	0	0	151063	77024	55817	288415	0	0	0	0	35217	10427	19017	56802	0	0	0	0	43.62	6.90	29.54	51.42	44162	9877	33936	62069	0	0	0	0	42.08	5.89	40.00	58.75	1486107	495172	760700	2272083	0	0	0	0	0	0	0	0	0	0	0	0	0	1888000	101193	1728000	1992000	828095	112715	647585	988753	799986	111355	619746	956403	0	0	0	0	1205	168	1041	1536
	106	16	APR	42995472	41343360	1204635	38813794	43059937	50.00	0	50.00	50.00	1203320	0	0	0	0	0	0	0	1257926	48646	1188066	1352643	119400	26704	91752	167820	0	0	0	0	0	0	0	0	0	0	0	0	906667	47703	816000	960000	0	0	0	0	0	0	0	0	0	0	0	0	192201	46311	121076	259500	0	0	0	0	39659	11862	23167	59502	0	0	0	0	43.65	6.88	29.62	51.40	44162	9877	33936	62070	0	0	0	0	41.70	4.82	40.00	55.33	1652112	515721	926666	2380082	0	0	0	0	0	0	0	0	0	0	0	0	0	1874667	93600	1704000	1992000	775799	85887	624644	889965	757820	83675	603974	858353	0	0	0	0	1250	135	1085	1512
	107	17	APR	46727776	44744033	1734206	40870402	47503237	50.00	0	50.00	50.00	1239968	0	0	0	0	0	0	0	1332108	39410	1286735	1403770	119400	26704	91752	167820	0	0	0	0	0	0	0	0	0	0	0	0	901333	46800	816000	960000	0	0	0	0	0	0	0	0	0	0	0	0	263947	52462	145408	313103	0	0	0	0	47427	12382	29348	72079	0	0	0	0	43.67	6.88	29.57	51.37	44162	9877	33936	62069	0	0	0	0	41.89	5.36	40.00	57.05	1983743	555373	1173903	2883155	0	0	0	0	0	0	0	0	0	0	0	0	0	1877333	85250	1728000	1992000	712053	84540	564393	862592	717838	85537	550279	847769	0	0	0	0	1313	96	1160	1512
	108	18	APR	50357430	48003406	2449720	42962025	52241108	50.00	0	50.00	50.00	1287401	0	0	0	0	0	0	0	1409704	37248	1370019	1469220	119400	26704	91752	167820	0	0	0	0	0	0	0	0	0	0	0	0	912000	39192	840000	984000	0	0	0	0	0	0	0	0	0	0	0	0	321668	57125	204040	391621	0	0	0	0	56636	13387	39696	87198	0	0	0	0	43.58	6.84	29.62	51.22	44162	9877	33936	62070	0	0	0	0	41.66	4.69	40.00	54.92	2354023	590435	1587843	3487922	0	0	0	0	0	0	0	0	0	0	0	0	0	1888000	87636	1680000	2016000	654332	111732	400379	803960	690101	101583	468996	831455	0	0	0	0	1381	79	1191	1507
	109	19	APR	51211450	48722995	2251443	45536317	51647657	50.00	0	50.00	50.00	1304356	0	0	0	0	0	0	0	1429878	21371	1403843	1460323	119400	26704	91752	167820	0	0	0	0	0	0	0	0	0	0	0	0	922667	19956	888000	960000	0	0	0	0	0	0	0	0	0	0	0	0	328593	47849	255526	376719	0	0	0	0	59218	12533	40349	79780	0	0	0	0	43.46	6.85	29.53	50.99	44162	9877	33936	62069	0	0	0	0	42.06	5.83	40.00	58.56	2488455	615216	1613970	3498380	0	0	0	0	0	0	0	0	0	0	0	0	0	1898667	62425	1752000	1968000	647407	93947	465835	760965	686996	94981	498122	814295	0	0	0	0	1427	38	1359	1486
	110	20	APR	46497126	44486998	3548096	38864457	49202279	50.00	0	50.00	50.00	1255604	0	0	0	0	0	0	0	1333461	50155	1274382	1416291	119400	26704	91752	167820	0	0	0	0	0	0	0	0	0	0	0	0	925333	22940	888000	960000	0	0	0	0	0	0	0	0	0	0	0	0	242007	74612	122089	332581	0	0	0	0	46721	8986	30745	60769	0	0	0	0	43.36	6.88	29.38	50.69	44162	9877	33936	62070	0	0	0	0	42.72	7.71	40.00	64.52	2010127	610072	1229797	3435201	0	0	0	0	0	0	0	0	0	0	0	0	0	1901333	63777	1776000	1992000	733993	103417	595149	885911	727604	96854	573393	869481	0	0	0	0	1296	134	1089	1460
	111	21	APR	42399545	40770376	3251641	35952363	45866721	49.51	1.01	46.88	50.00	1208707	0	0	0	0	0	0	0	1249325	53600	1197639	1355695	119400	26704	91752	167820	0	0	0	0	0	0	0	0	0	0	0	0	922388	32112	864000	984000	0	0	0	0	0	0	0	0	0	0	0	0	169736	64126	65291	262134	0	0	0	0	37801	7970	23251	52729	0	0	0	0	43.36	6.90	29.38	50.56	44162	9877	33936	62069	0	0	0	0	42.79	7.88	40.00	65.09	1629169	508949	930038	2769559	0	0	0	0	0	0	0	0	0	0	0	0	0	1909333	58909	1824000	2016000	817209	84003	697866	944772	791084	80221	675612	914730	0	0	0	0	1204	142	1035	1464
	112	22	APR	40077727	38667401	3095261	32788510	42613934	48.61	1.97	44.37	50.00	1181284	0	0	0	0	0	0	0	1201734	51323	1100288	1289857	119400	26704	91752	167820	0	0	0	0	0	0	0	0	0	0	0	0	919584	32967	864000	960000	0	0	0	0	0	0	0	0	0	0	0	0	129639	56932	30334	180279	0	0	0	0	33111	6495	21114	44833	0	0	0	0	43.48	6.93	29.48	50.55	44162	9877	33936	62070	0	0	0	0	42.35	6.65	40.00	61.16	1410326	391794	844549	2254553	0	0	0	0	0	0	0	0	0	0	0	0	0	1906667	46800	1824000	1992000	857444	69077	779808	972185	826794	69328	737493	939999	0	0	0	0	1122	136	947	1440
	113	23	APR	41429727	39944390	3187569	33166706	43848760	49.37	1.77	44.37	50.00	1197625	0	0	0	0	0	0	0	1230094	45508	1117619	1288178	119399	26705	91752	167820	0	0	0	0	0	0	0	0	0	0	0	0	920888	33825	864000	960000	0	0	0	0	0	0	0	0	0	0	0	0	154266	65091	19340	261563	0	0	0	0	35540	5525	25610	41822	0	0	0	0	43.57	6.95	29.62	50.48	44162	9877	33936	62069	0	0	0	0	41.72	4.87	40.00	55.50	1485337	312570	1024393	2123581	0	0	0	0	0	0	0	0	0	0	0	0	0	1901333	50315	1848000	2016000	826179	79835	731949	980668	810487	66443	738136	946081	0	0	0	0	1157	134	968	1440
	114	24	APR	45028891	43207140	2973308	37007414	46561323	50.00	0	50.00	50.00	1252726	0	0	0	0	0	0	0	1309736	47062	1210047	1369480	119399	26705	91752	167820	0	0	0	0	0	0	0	0	0	0	0	0	941333	41995	888000	1008000	0	0	0	0	0	0	0	0	0	0	0	0	205209	55523	84948	287328	0	0	0	0	43795	6885	32939	53253	0	0	0	0	43.60	6.98	29.64	50.39	44162	9877	33936	62070	0	0	0	0	41.62	4.58	40.00	54.58	1821751	349265	1317580	2431393	0	0	0	0	0	0	0	0	0	0	0	0	0	1917333	62425	1824000	2064000	770791	73988	656414	899052	778488	58282	696190	889959	0	0	0	0	1250	130	1062	1488
	115	25	APR	48894609	46658395	1931482	43279591	49272568	50.00	0	50.00	50.00	1298301	0	0	0	0	0	0	0	1390472	30895	1348344	1454851	119399	26705	91752	167820	0	0	0	0	0	0	0	0	0	0	0	0	946667	43980	888000	1008000	0	0	0	0	0	0	0	0	0	0	0	0	270501	37999	227192	359872	0	0	0	0	53905	10631	36514	65452	0	0	0	0	43.56	6.97	29.65	50.18	44162	9877	33936	62069	0	0	0	0	41.55	4.39	40.00	53.97	2236214	490019	1460556	2926816	0	0	0	0	0	0	0	0	0	0	0	0	0	1938667	59628	1848000	2064000	721499	37859	669162	776149	753022	39843	703739	817213	0	0	0	0	1342	90	1184	1488
	116	26	APR	49241075	46921137	2607262	43232250	50542841	50.00	0	50.00	50.00	1307694	0	0	0	0	0	0	0	1399489	52028	1316828	1512579	119399	26705	91752	167820	0	0	0	0	0	0	0	0	0	0	0	0	954667	38827	888000	1008000	0	0	0	0	0	0	0	0	0	0	0	0	270156	58627	180031	355657	0	0	0	0	55267	12245	35144	74222	0	0	0	0	43.47	6.98	29.58	50.16	44162	9877	33935	62070	0	0	0	0	41.86	5.26	40.00	56.73	2319938	626788	1405753	3457024	0	0	0	0	0	0	0	0	0	0	0	0	0	1952000	45255	1896000	2064000	727177	44342	652343	779969	756345	39157	714022	829413	0	0	0	0	1371	97	1198	1488
	117	27	APR	45523801	43605166	2957418	38805089	47497299	50.00	0	50.00	50.00	1259582	0	0	0	0	0	0	0	1320029	49167	1234799	1401740	119399	26705	91752	167820	0	0	0	0	0	0	0	0	0	0	0	0	944000	35777	864000	984000	0	0	0	0	0	0	0	0	0	0	0	0	211303	69762	107097	345146	0	0	0	0	45327	8940	30635	57580	0	0	0	0	43.40	6.99	29.51	50.05	44162	9877	33936	62069	0	0	0	0	42.16	6.12	40.00	59.48	1918635	513227	1225412	2982768	0	0	0	0	0	0	0	0	0	0	0	0	0	1936000	33941	1896000	2016000	780697	48712	710854	863098	779673	45790	729952	862859	0	0	0	0	1281	127	1092	1437
	118	28	APR	40281457	38856233	3303851	34411317	44263004	48.96	1.95	45.00	50.00	1191910	0	0	0	0	0	0	0	1209584	63336	1110396	1308987	119399	26705	91752	167820	0	0	0	0	0	0	0	0	0	0	0	0	930302	35059	864000	984000	0	0	0	0	0	0	0	0	0	0	0	0	125914	67199	39520	262666	0	0	0	0	33970	7325	22362	45734	0	0	0	0	43.46	7.04	29.56	50.18	44162	9877	33935	62070	0	0	0	0	42.00	5.65	40.00	57.98	1425224	352668	894471	1980911	0	0	0	0	0	0	0	0	0	0	0	0	0	1928000	46648	1872000	2016000	871785	46089	817334	977756	846386	44283	784715	942686	0	0	0	0	1111	119	985	1336
	119	29	APR	38337311	37077158	2393461	33389603	40813968	47.08	2.22	42.50	50.00	1172163	0	0	0	0	0	0	0	1171135	38578	1133186	1253621	119399	26705	91759	167820	0	0	0	0	0	0	0	0	0	0	0	0	932355	40556	840000	981502	0	0	0	0	0	0	0	0	0	0	0	0	88895	58765	1809	228279	0	0	0	0	30486	6042	20740	39505	0	0	0	0	43.59	7.09	29.70	50.26	44162	9877	33936	62069	0	0	0	0	41.38	3.89	40.00	52.39	1260153	268311	829597	1589877	0	0	0	0	0	0	0	0	0	0	0	0	0	1925333	56317	1824000	2016000	904084	60953	828584	1038786	877810	57910	810304	1002514	0	0	0	0	1067	83	983	1265
	120	30	APR	39135509	37844651	2850194	32698491	41738878	47.22	4.52	35.00	50.00	1179189	0	0	0	0	0	0	0	1187117	55390	1111927	1324235	119399	26705	91764	167820	0	0	0	0	0	0	0	0	0	0	0	0	929555	37318	840000	984000	0	0	0	0	0	0	0	0	0	0	0	0	106205	61621	0	223199	0	0	0	0	31959	7193	21435	47557	0	0	0	0	43.72	7.09	29.90	50.32	44162	9877	33935	62070	0	0	0	0	40.49	1.39	40.00	44.41	1290858	292098	857416	1902298	0	0	0	0	0	0	0	0	0	0	0	0	0	1925333	41995	1848000	1992000	889574	67161	766022	1033757	887349	65172	767183	1025051	0	0	0	0	1089	84	984	1214
	121	01	MAY	41993870	40018120	3041162	36289154	44445463	49.51	1.37	45.62	50.00	1221743	0	0	0	0	0	0	0	1278061	58930	1212508	1423161	143147	37997	77904	193824	0	0	0	0	0	0	0	0	0	0	0	0	950674	33846	888000	1008000	0	0	0	0	0	0	0	0	0	0	0	0	134891	61978	30072	231015	0	0	0	0	49350	9608	32990	65940	0	0	0	0	43.85	7.08	30.18	50.46	64312	17072	35000	87079	0	0	0	0	40.04	0.12	40.00	40.37	1975750	386316	1319602	2637590	0	0	0	0	0	0	0	0	0	0	0	0	0	1938667	55168	1824000	2040000	853102	78887	728691	1013865	853291	78412	744457	1009211	0	0	0	0	1136	81	1044	1287
	122	02	MAY	44602563	42308706	2770948	39273763	46942536	50.00	0	50.00	50.00	1252344	0	0	0	0	0	0	0	1333067	59862	1212665	1452826	143147	37997	77904	193824	0	0	0	0	0	0	0	0	0	0	0	0	954667	31552	912000	1008000	0	0	0	0	0	0	0	0	0	0	0	0	177907	64226	93090	300451	0	0	0	0	57346	12378	33004	74154	0	0	0	0	43.98	7.11	30.31	50.68	64312	17072	35000	87079	0	0	0	0	40.00	0	40.00	40.00	2293857	495107	1320150	2966152	0	0	0	0	0	0	0	0	0	0	0	0	0	1928000	51846	1848000	2040000	795426	86639	679804	938910	827090	82524	692866	971185	0	0	0	0	1206	104	1109	1363
	123	03	MAY	44359358	42065281	2444170	38733688	47052078	50.00	0	50.00	50.00	1259823	0	0	0	0	0	0	0	1332204	55578	1195127	1395521	143147	37997	77904	193824	0	0	0	0	0	0	0	0	0	0	0	0	968000	33941	912000	1008000	0	0	0	0	0	0	0	0	0	0	0	0	163706	59757	102674	302642	0	0	0	0	57352	12712	31497	80468	0	0	0	0	44.02	7.05	30.59	50.78	64312	17072	35000	87079	0	0	0	0	40.00	0	40.00	40.00	2294078	508482	1259881	3218715	0	0	0	0	0	0	0	0	0	0	0	0	0	1946667	47253	1872000	2016000	814961	63265	681358	899968	835236	77934	682730	958473	0	0	0	0	1216	97	1098	1416
	124	04	MAY	40960977	39066788	3318046	35231384	45949013	48.68	1.85	44.37	50.00	1218876	0	0	0	0	0	0	0	1260327	65757	1125085	1352756	143147	37997	77904	193824	0	0	0	0	0	0	0	0	0	0	0	0	961634	34316	888000	1004544	0	0	0	0	0	0	0	0	0	0	0	0	108192	79880	3738	297380	0	0	0	0	47355	9893	25937	63132	0	0	0	0	44.15	7.07	30.79	50.91	64312	17072	35000	87079	0	0	0	0	40.00	0	40.00	40.00	1894189	395711	1037469	2525261	0	0	0	0	0	0	0	0	0	0	0	0	0	1936000	64000	1824000	2040000	866174	109707	638620	1031718	861059	93249	676248	1016461	0	0	0	0	1115	107	1013	1384
	125	05	MAY	35402340	34086078	4124575	28811593	42980939	41.60	5.26	35.00	50.00	1119059	0	0	0	0	0	0	0	1130862	94021	986941	1274533	143147	37997	77904	193824	0	0	0	0	0	0	0	0	0	0	0	0	910290	45980	823188	978998	0	0	0	0	0	0	0	0	0	0	0	0	44519	73002	0	238019	0	0	0	0	32907	8673	16967	44692	0	0	0	0	44.41	7.04	31.20	51.15	64312	17072	35000	87079	0	0	0	0	40.00	0	40.00	40.00	1316262	346924	678664	1787674	0	0	0	0	0	0	0	0	0	0	0	0	0	1936000	71554	1800000	2064000	981192	147114	673981	1168812	959390	135851	693631	1139718	0	0	0	0	1031	104	941	1294
