C	area	va	weekly
	VARIABLES	BEGIN	END
	122	1	52

C	weekly	OV. COST	OP. COST	OP. COST	OP. COST	OP. COST	MRG. PRICE	MRG. PRICE	MRG. PRICE	MRG. PRICE	CO2 EMIS.	BALANCE	BALANCE	BALANCE	BALANCE	ROW BAL.	PSP	MISC. NDG	LOAD	LOAD	LOAD	LOAD	H. ROR	H. ROR	H. ROR	H. ROR	WIND	WIND	WIND	WIND	SOLAR	SOLAR	SOLAR	SOLAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	LIGNITE	LIGNITE	LIGNITE	LIGNITE	COAL	COAL	COAL	COAL	GAS	GAS	GAS	GAS	OIL	OIL	OIL	OIL	MIX. FUEL	MIX. FUEL	MIX. FUEL	MIX. FUEL	MISC. DTG	MISC. DTG	MISC. DTG	MISC. DTG	H. STOR	H. STOR	H. STOR	H. STOR	H. PUMP	H. PUMP	H. PUMP	H. PUMP	H. LEV	H. LEV	H. LEV	H. LEV	H. INFL	H. INFL	H. INFL	H. INFL	H. OVFL	H. OVFL	H. OVFL	H. OVFL	H. VAL	H. VAL	H. VAL	H. VAL	H. COST	H. COST	H. COST	H. COST	UNSP. ENRG	UNSP. ENRG	UNSP. ENRG	UNSP. ENRG	SPIL. ENRG	SPIL. ENRG	SPIL. ENRG	SPIL. ENRG	LOLD	LOLD	LOLD	LOLD	LOLP	AVL DTG	AVL DTG	AVL DTG	AVL DTG	DTG MRG	DTG MRG	DTG MRG	DTG MRG	MAX MRG	MAX MRG	MAX MRG	MAX MRG	NP COST	NP COST	NP COST	NP COST	NODU	NODU	NODU	NODU
	34	237123803	228657640	12313241	206288270	242272251	42.77	2.44	38.57	46.34	7520049	0	0	0	0	0	0	0	7273812	295514	6573945	7668885	616266	168324	394044	971964	0	0	0	0	0	0	0	0	0	0	0	0	6123278	235718	5645856	6438257	0	0	0	0	0	0	0	0	0	0	0	0	286858	128441	80820	477893	0	0	0	0	247409	46917	175958	314428	0	0	0	0	74.50	8.25	65.81	88.01	251716	68751	160927	396988	0	0	0	0	34.44	4.97	30.00	40.00	8466163	1802183	6017272	12226044	0	0	0	0	0	0	0	0	0	0	0	0	0	13338667	318351	12864000	13848000	6928530	437883	6356350	7893177	6928530	437883	6356350	7893177	0	0	0	0	6832	203	6380	7065
	35	253000057	243205229	14658623	224809812	269865509	44.77	2.82	41.43	48.75	7853823	0	0	0	0	0	0	0	7647988	350491	7081046	8147120	599290	148137	390276	867348	0	0	0	0	0	0	0	0	0	0	0	0	6327384	196812	6045244	6725466	0	0	0	0	0	0	0	0	0	0	0	0	434935	301315	109132	1061029	0	0	0	0	286378	50628	216346	387646	0	0	0	0	74.28	8.43	65.22	88.57	247981	61111	161573	357734	0	0	0	0	34.44	4.97	30.00	40.00	9794829	1907576	7344776	12840459	0	0	0	0	0	0	0	0	0	0	0	0	0	13317333	291412	13032000	13848000	6555013	486501	5776284	7343085	6555013	486501	5776284	7343085	0	0	0	0	7112	311	6643	7604
	36	242415565	234205776	13457738	219279667	263763907	42.47	2.52	39.29	48.30	7725307	0	0	0	0	0	0	0	7371548	279716	7060748	7868861	556839	132389	380787	767760	0	0	0	0	0	0	0	0	0	0	0	0	6301074	235989	6016707	6810665	0	0	0	0	0	0	0	0	0	0	0	0	273363	267886	76285	993961	0	0	0	0	240271	41939	167144	305982	0	0	0	0	74.10	8.55	64.79	88.74	238644	56742	163191	329042	0	0	0	0	34.44	4.97	30.00	40.00	8209789	1521015	5921769	10311628	0	0	0	0	0	0	0	0	0	0	0	0	0	13296000	355798	12552000	14016000	6721562	494477	5441871	7177384	6721562	494477	5441871	7177384	0	0	0	0	6999	309	6552	7666
	37	259508593	249648906	18717937	214858941	275697005	44.08	4.37	35.00	48.48	8043536	0	0	0	0	0	0	0	7777378	381859	7053808	8201814	556836	132391	380772	767760	0	0	0	0	0	0	0	0	0	0	0	0	6471473	246081	5989714	6970654	0	0	0	0	0	0	0	0	0	0	0	0	462947	279192	0	917702	0	0	0	0	286123	48635	236965	400196	0	0	0	0	73.89	8.80	63.91	89.05	238643	56741	163191	329040	0	0	0	0	34.44	4.97	30.00	40.00	9859687	2360960	7108940	16007822	0	0	0	0	0	0	0	0	0	0	0	0	0	13616000	384333	12864000	14064000	6681580	641933	5710807	7760485	6681580	641933	5710806	7760485	0	0	0	0	7385	362	6660	8113
	38	270650423	259773914	13556134	232872551	275035384	46.12	2.86	40.18	49.37	8228019	0	0	0	0	0	0	0	8038978	328501	7197551	8333722	556828	132403	380772	767760	0	0	0	0	0	0	0	0	0	0	0	0	6552220	201146	6208646	6848591	0	0	0	0	0	0	0	0	0	0	0	0	608924	262400	188797	1036239	0	0	0	0	321006	64721	219662	416063	0	0	0	0	73.22	8.98	63.34	88.62	238643	56741	163192	329039	0	0	0	0	34.50	4.92	30.00	40.00	10876509	1982000	8786494	15653913	0	0	0	0	0	0	0	0	0	0	0	0	0	13592000	503301	12768000	14256000	6430856	650794	5523115	7683411	6430856	650795	5523115	7683411	0	0	0	0	7484	213	7158	7828
	39	294147659	280676148	10885887	267251311	303172988	48.42	0.99	45.98	49.64	8411280	0	0	0	0	0	0	0	8494165	196631	8058986	8827825	556827	132406	380772	767760	0	0	0	0	0	0	0	0	0	0	0	0	6465597	298653	6117436	6959205	0	0	0	0	0	0	0	0	0	0	0	0	1087605	317474	605994	1529786	0	0	0	0	384136	69774	237132	472261	0	0	0	0	72.03	8.79	62.02	86.81	238643	56740	163194	329038	0	0	0	0	35.37	4.83	30.00	40.00	13471511	2734308	9485270	18890450	0	0	0	0	0	0	0	0	0	0	0	0	0	13400000	383333	12576000	14040000	5846798	366134	5063917	6403892	5846798	366134	5063917	6403892	0	0	0	0	8107	361	7679	8762
	40	306176460	296028773	22373386	261875730	335045465	48.98	1.37	45.80	50.00	8540910	0	0	0	0	0	0	0	8759552	359383	8451575	9602373	633507	237454	342720	1012704	0	0	0	0	0	0	0	0	0	0	0	0	6395596	291795	5952000	6855328	0	0	0	0	0	0	0	0	0	0	0	0	1443658	535615	676914	2114509	0	0	0	0	286790	45387	195966	340109	0	0	0	0	71.33	8.93	60.30	86.01	284628	106681	154000	455000	0	0	0	0	35.56	4.97	30.00	40.00	10147687	2015093	7838638	13492188	0	0	0	0	0	0	0	0	0	0	0	0	0	13304000	326337	12696000	13704000	5464746	617855	4528739	6511942	5464746	617855	4528739	6511942	0	0	0	0	8584	749	7520	9568
	41	329123773	317044999	27163419	273337879	360275939	49.42	1.08	47.32	50.00	8842252	0	0	0	0	0	0	0	9257419	409140	8888025	9957623	633519	237440	342756	1012704	0	0	0	0	0	0	0	0	0	0	0	0	6458605	323956	5904000	6782610	0	0	0	0	0	0	0	0	0	0	0	0	1819876	725801	722970	2871119	0	0	0	0	345418	81661	235472	542014	0	0	0	0	71.03	8.89	59.89	84.58	284627	106682	154000	455000	0	0	0	0	35.56	4.97	30.00	40.00	12078774	2385455	9418882	16260413	0	0	0	0	0	0	0	0	0	0	0	0	0	13240000	525083	12216000	13920000	4961518	970139	3152881	6357313	4961518	970139	3152881	6357313	0	0	0	0	9146	822	7798	10239
	42	331296352	319109819	28090643	275264386	358424681	49.67	0.66	48.04	50.00	8938553	0	0	0	0	0	0	0	9327667	456573	8779867	10212043	633536	237447	342804	1012752	0	0	0	0	0	0	0	0	0	0	0	0	6550302	287355	6072000	6944430	0	0	0	0	0	0	0	0	0	0	0	0	1796985	641990	724388	2918094	0	0	0	0	346844	55586	278085	439484	0	0	0	0	70.39	8.74	59.88	84.04	284627	106682	154000	455000	0	0	0	0	35.56	4.97	30.00	40.00	12186533	1874085	9964244	16273563	0	0	0	0	0	0	0	0	0	0	0	0	0	13424000	352182	12840000	14112000	5076713	718638	3849906	6125026	5076713	718638	3849906	6125027	0	0	0	0	9404	998	7822	10584
	43	346430816	332710990	28014039	288446580	367663025	49.82	0.36	48.93	50.00	9191199	0	0	0	0	0	0	0	9677547	404949	9239542	10411376	633534	237464	342804	1012788	0	0	0	0	0	0	0	0	0	0	0	0	6664957	198962	6360000	7008000	0	0	0	0	0	0	0	0	0	0	0	0	1988750	628941	971459	2868127	0	0	0	0	390306	49810	317440	442575	0	0	0	0	69.52	8.83	59.00	83.11	284628	106682	154000	455000	0	0	0	0	35.56	4.97	30.00	40.00	13719827	1732316	12052884	17703004	0	0	0	0	0	0	0	0	0	0	0	0	0	13584000	379473	13056000	14040000	4930293	596334	3803873	6047009	4930293	596334	3803873	6047009	0	0	0	0	9751	929	8399	10989
	44	345870689	333437692	17645854	292705130	354056360	49.68	0.45	48.93	50.00	9282410	0	0	0	0	0	0	0	9741989	290303	9169549	10115761	687810	220391	365340	1032036	0	0	0	0	0	0	0	0	0	0	0	0	6770714	256793	6312000	7056000	0	0	0	0	0	0	0	0	0	0	0	0	1929254	435407	936053	2494727	0	0	0	0	354211	63190	226023	438379	0	0	0	0	68.68	8.98	58.21	82.45	309012	99016	164141	463668	0	0	0	0	35.56	4.97	30.00	40.00	12432997	2200091	9040902	17535173	0	0	0	0	0	0	0	0	0	0	0	0	0	13512000	384500	12912000	14160000	4812032	636784	3865273	5910162	4812032	636783	3865273	5910162	0	0	0	0	9987	800	8208	11040
	45	361022007	348488242	10795759	326737248	360744137	50.00	0	50.00	50.00	9506659	0	0	0	0	0	0	0	10102604	258160	9737789	10585420	728511	239806	370272	1046472	0	0	0	0	0	0	0	0	0	0	0	0	6826667	217362	6360000	7056000	0	0	0	0	0	0	0	0	0	0	0	0	2191098	290356	1595545	2611683	0	0	0	0	356328	58282	239032	421801	0	0	0	0	68.38	9.00	57.73	81.79	327302	107741	166369	470169	0	0	0	0	35.69	4.83	30.00	40.00	12533765	1872895	9561290	16599874	0	0	0	0	0	0	0	0	0	0	0	0	0	13549333	369061	12888000	14184000	4531568	426769	4102176	5532455	4531568	426769	4102177	5532455	0	0	0	0	10557	537	9329	11212
	46	377014791	362659934	14255388	336325201	382066461	50.00	0	50.00	50.00	9633039	0	0	0	0	0	0	0	10410094	384943	9926822	11247959	728492	239809	370272	1046472	0	0	0	0	0	0	0	0	0	0	0	0	6770667	154896	6576000	7104000	0	0	0	0	0	0	0	0	0	0	0	0	2513732	306819	1988904	2903729	0	0	0	0	397203	89417	284707	544742	0	0	0	0	67.91	8.98	56.50	80.95	327300	107740	166365	470165	0	0	0	0	36.48	4.61	30.00	40.00	14354857	3321684	11109660	21789661	0	0	0	0	0	0	0	0	0	0	0	0	0	13496000	132906	13320000	13704000	4211601	293394	3840271	4731096	4211601	293394	3840271	4731096	0	0	0	0	10841	369	10201	11256
	47	394289280	378426058	18224587	336460500	400720152	50.00	0	50.00	50.00	9830553	0	0	0	0	0	0	0	10771024	398588	9806657	11222036	728505	239812	370332	1046532	0	0	0	0	0	0	0	0	0	0	0	0	6781333	143604	6552000	7008000	0	0	0	0	0	0	0	0	0	0	0	0	2821588	360903	1941210	3259902	0	0	0	0	439597	81513	300097	555861	0	0	0	0	67.03	8.93	54.76	79.68	327299	107740	166366	470166	0	0	0	0	36.67	4.71	30.00	40.00	15863222	2412402	12003894	21573645	0	0	0	0	0	0	0	0	0	0	0	0	0	13616000	114263	13392000	13752000	4013079	451638	3364098	4970790	4013079	451638	3364098	4970790	0	0	0	0	11083	380	10231	11601
	48	406966071	390644141	23535248	348274438	429461441	51.43	3.20	50.00	60.18	9916608	0	0	0	0	0	0	0	11023307	288548	10444402	11361091	757441	212359	411660	1081716	0	0	0	0	0	0	0	0	0	0	0	0	6706667	236267	6408000	7104000	0	0	0	0	0	0	0	0	8931	23777	0	76074	3103926	524105	2295089	3900616	0	0	0	0	446341	52408	358467	532090	0	0	0	0	65.79	9.02	52.40	78.88	335385	94485	181880	479058	0	0	0	0	36.67	4.71	30.00	40.00	16321930	2668378	12243654	21283590	0	0	0	0	0	0	0	0	0	0	0	0	0	13514667	318485	12840000	13920000	3695143	604807	2527078	4472911	3695142	604807	2527078	4472911	0	0	0	0	10939	376	10068	11350
	49	409010854	394343429	24320260	345793283	420480755	51.09	2.16	50.00	56.43	10053248	0	0	0	0	0	0	0	11162148	396995	10556688	11890918	829752	200038	514920	1169624	0	0	0	0	0	0	0	0	0	0	0	0	6824000	167809	6552000	7032000	0	0	0	0	0	0	0	0	6129	11569	0	30848	3100262	520025	2127866	3663959	0	0	0	0	402004	63170	273120	473186	0	0	0	0	65.11	9.28	50.83	79.00	355601	85743	220668	501291	0	0	0	0	36.67	4.71	30.00	40.00	14667425	2751603	10924781	18927420	0	0	0	0	0	0	0	0	0	0	0	0	0	13653333	288986	13248000	14208000	3722942	614715	3001192	4784134	3722942	614715	3001192	4784135	0	0	0	0	11072	379	10340	11780
	50	433150276	416617508	27922928	371949290	470584094	53.59	5.47	50.00	65.89	10154594	0	0	0	0	0	0	0	11563898	404684	11048401	12153359	829746	200068	514920	1169700	0	0	0	0	0	0	0	0	0	0	0	0	6632000	209838	6240000	6960000	0	0	0	0	0	0	0	0	68371	132849	0	428300	3580556	404069	2566986	4004133	0	0	0	0	453225	78855	301276	569233	0	0	0	0	64.39	9.27	49.32	78.26	355601	85743	220668	501291	0	0	0	0	36.85	4.48	30.00	40.00	16532768	2821788	12051027	20881358	0	0	0	0	0	0	0	0	0	0	0	0	0	13490667	356417	12816000	13944000	3209739	501170	2288498	4273014	3209739	501170	2288499	4273014	0	0	0	0	11170	368	10554	11640
	51	435835809	418737934	25146735	382473802	450027436	54.37	4.45	50.00	61.96	10148791	0	0	0	0	0	0	0	11602289	252581	11245631	12058483	829728	200075	514885	1169700	0	0	0	0	0	0	0	0	0	0	0	0	6589333	235996	6216000	6936000	0	0	0	0	0	0	0	0	60556	64937	0	175450	3665336	518440	2847695	4433160	0	0	0	0	457335	73465	338237	555838	0	0	0	0	63.41	9.26	47.18	77.54	355602	85742	220668	501291	0	0	0	0	37.76	4.15	30.00	40.00	17097875	2477032	13529494	21700958	0	0	0	0	0	0	0	0	0	0	0	0	0	13573333	271083	13248000	14160000	3258108	517302	2631722	4160305	3258108	517303	2631722	4160305	0	0	0	0	11272	176	11113	11722
	52	279910473	269421103	191919761	0	439219117	35.40	25.31	0	61.61	6696939	0	0	0	0	0	0	0	11503047	433140	10742550	12410574	771316	216638	514836	1169700	0	0	0	0	0	0	0	0	0	0	0	0	4456000	3164038	0	6960000	0	0	0	0	0	0	0	0	45364	108422	0	347270	2196639	1613670	0	3961551	0	0	0	0	277292	207642	0	542090	0	0	0	0	39.93	29.35	0	76.52	240054	187565	0	501289	0	0	0	0	25.56	18.32	0	40.00	10489370	7689417	0	20148068	0	0	0	0	0	0	0	0	0	0	0	0	0	13669333	447301	12888000	14112000	2355330	1770369	0	4566029	2355330	1770369	0	4566029	0	0	0	0	7435	5262	0	11540
