C	area	id	daily
	VARIABLES	BEGIN	END
	58	1	364

C	daily			OP. COST	OP. COST	MRG. PRICE	MRG. PRICE	BALANCE	BALANCE	LOAD	LOAD	H. ROR	H. ROR	WIND	WIND	SOLAR	SOLAR	NUCLEAR	NUCLEAR	LIGNITE	LIGNITE	COAL	COAL	GAS	GAS	OIL	OIL	MIX. FUEL	MIX. FUEL	MISC. DTG	MISC. DTG	H. STOR	H. STOR	H. PUMP	H. PUMP	H. LEV	H. LEV	H. INFL	H. INFL	H. OVFL	H. OVFL	H. VAL	H. VAL	H. COST	H. COST	UNSP. ENRG	UNSP. ENRG	SPIL. ENRG	SPIL. ENRG	LOLD	LOLD	AVL DTG	AVL DTG	DTG MRG	DTG MRG	MAX MRG	MAX MRG	NP COST	NP COST	NODU	NODU
	103	13	APR	4	6	3	7	1	1	2	6	6	7	1	1	1	1	1	1	8	9	1	1	1	1	1	1	9	6	1	1	8	3	1	1	3	1	6	7	1	1	1	3	8	3	1	1	1	1	1	1	8	4	8	4	8	4	1	1	4	6
	104	14	APR	5	8	3	7	1	1	5	7	6	7	1	1	1	1	1	1	8	7	1	1	1	1	1	1	9	8	1	1	5	7	1	1	3	1	6	7	1	1	1	3	5	7	1	1	1	1	1	1	8	9	8	9	8	4	1	1	5	8
	105	15	APR	9	8	9	7	1	1	2	7	6	7	1	1	1	1	1	1	3	7	1	1	1	1	1	1	9	8	1	1	5	1	1	1	3	1	6	7	1	1	1	3	5	3	1	1	1	1	1	1	2	4	8	9	8	9	1	1	2	3
	106	16	APR	5	6	3	7	1	1	5	7	6	7	1	1	1	1	1	1	3	7	1	1	1	1	1	1	5	3	1	1	5	7	1	1	3	1	6	7	1	1	1	3	5	7	1	1	1	1	1	1	2	9	2	9	2	9	1	1	5	8
	107	17	APR	7	9	3	9	1	1	2	9	6	7	1	1	1	1	1	1	3	7	1	1	1	1	1	1	7	3	1	1	8	4	1	1	3	1	6	7	1	1	1	3	8	4	1	1	1	1	1	1	2	4	2	7	2	7	1	1	7	8
	108	18	APR	7	6	3	2	1	1	7	4	6	7	1	1	1	1	1	1	3	4	1	1	1	1	1	1	7	2	1	1	8	9	1	1	3	1	6	7	1	1	1	3	8	9	1	1	1	1	1	1	2	4	2	7	2	7	1	1	7	6
	109	19	APR	7	6	3	9	1	1	3	1	6	7	1	1	1	1	1	1	3	6	1	1	1	1	1	1	7	1	1	1	2	7	1	1	3	1	6	7	1	1	1	3	2	3	1	1	1	1	1	1	2	4	2	7	2	7	1	1	7	6
	110	20	APR	7	6	3	9	1	1	7	1	6	7	1	1	1	1	1	1	3	6	1	1	1	1	1	1	7	8	1	1	8	1	1	1	3	1	6	7	1	1	1	3	8	1	1	1	1	1	1	1	2	6	2	7	2	7	1	1	7	6
	111	21	APR	7	1	7	4	1	1	2	1	6	7	1	1	1	1	1	1	3	6	1	1	1	1	1	1	7	1	1	1	2	3	1	1	3	1	6	7	1	1	1	3	2	3	1	1	1	1	1	1	2	6	1	9	1	7	1	1	4	6
	112	22	APR	4	6	4	6	1	1	4	1	6	7	1	1	1	1	1	1	3	1	1	1	1	1	1	1	4	6	1	1	2	1	1	1	3	1	6	7	1	1	1	3	2	3	1	1	1	1	1	1	3	6	1	4	1	4	1	1	4	6
	113	23	APR	4	6	4	7	1	1	4	6	6	7	1	1	1	1	1	1	5	2	1	1	1	1	1	1	4	5	1	1	6	1	1	1	3	1	6	7	1	1	1	3	6	1	1	1	1	1	1	1	1	6	2	4	2	4	1	1	4	6
	114	24	APR	4	6	3	9	1	1	4	9	6	7	1	1	1	1	1	1	5	6	1	1	1	1	1	1	4	5	1	1	8	1	1	1	3	9	6	7	1	1	1	3	8	3	1	1	1	1	1	1	3	6	2	4	2	4	1	1	4	6
	115	25	APR	4	5	3	9	1	1	4	9	6	7	1	1	1	1	1	1	5	2	1	1	1	1	1	1	4	5	1	1	2	7	1	1	3	9	6	7	1	1	1	3	2	7	1	1	1	1	1	1	3	6	3	6	5	4	1	1	4	6
	116	26	APR	4	9	3	9	1	1	1	9	6	7	1	1	1	1	1	1	5	2	1	1	1	1	1	1	1	9	1	1	1	7	1	1	3	9	6	7	1	1	1	3	1	3	1	1	1	1	1	1	3	6	9	4	3	4	1	1	4	6
	117	27	APR	4	6	3	9	1	1	1	9	6	7	1	1	1	1	1	1	5	1	1	1	1	1	1	1	4	5	1	1	8	9	1	1	3	9	6	7	1	1	1	3	8	3	1	1	1	1	1	1	3	6	5	4	5	4	1	1	4	5
	118	28	APR	1	6	1	9	1	1	1	9	6	7	1	1	1	1	1	1	5	9	1	1	1	1	1	1	4	5	1	1	2	9	1	1	3	1	6	7	1	1	1	3	2	9	1	1	1	1	1	1	1	6	5	4	5	4	1	1	4	6
	119	29	APR	4	5	4	6	1	1	4	9	6	7	1	1	1	1	1	1	5	9	1	1	1	1	1	1	4	5	1	1	2	9	1	1	3	1	6	7	1	1	1	3	2	9	1	1	1	1	1	1	3	6	3	4	3	4	1	1	7	5
	120	30	APR	4	9	4	9	1	1	4	9	6	7	1	1	1	1	1	1	5	9	1	1	1	1	1	1	4	5	1	1	4	9	1	1	3	1	6	7	1	1	1	3	4	3	1	1	1	1	1	1	7	6	9	4	9	4	1	1	7	5
	121	01	MAY	3	6	4	9	1	1	2	9	2	3	1	1	1	1	1	1	5	9	1	1	1	1	1	1	4	6	1	1	6	3	1	1	3	1	2	3	1	1	1	3	6	3	1	1	1	1	1	1	7	4	9	4	9	4	1	1	7	6
	122	02	MAY	3	9	3	9	1	1	2	9	2	3	1	1	1	1	1	1	5	4	1	1	1	1	1	1	4	6	1	1	2	7	1	1	3	1	2	3	1	1	1	3	2	3	1	1	1	1	1	1	2	4	9	4	6	4	1	1	4	9
	123	03	MAY	3	6	3	9	1	1	2	9	2	3	1	1	1	1	1	1	6	4	1	1	1	1	1	1	4	6	1	1	2	4	1	1	3	1	2	3	1	1	1	3	2	4	1	1	1	1	1	1	2	1	6	4	6	4	1	1	3	6
	124	04	MAY	4	6	4	9	1	1	2	9	2	3	1	1	1	1	1	1	6	4	1	1	1	1	1	1	4	6	1	1	2	5	1	1	3	1	2	3	1	1	1	3	2	5	1	1	1	1	1	1	6	4	6	4	6	4	1	1	5	6
	125	05	MAY	3	6	3	6	1	1	2	6	2	3	1	1	1	1	1	1	3	9	1	1	1	1	1	1	3	6	1	1	3	1	1	1	3	1	2	3	1	1	1	1	3	1	1	1	1	1	1	1	6	4	6	3	6	3	1	1	2	6
	126	06	MAY	3	6	3	6	1	1	2	6	2	3	1	1	1	1	1	1	3	1	1	1	1	1	1	1	3	6	1	1	3	6	1	1	3	4	2	3	1	1	1	1	3	6	1	1	1	1	1	1	6	4	6	3	6	3	1	1	2	6
	127	07	MAY	3	6	3	6	1	1	2	6	2	3	1	1	1	1	1	1	3	1	1	1	1	1	1	1	3	6	1	1	8	6	1	1	3	4	2	3	1	1	1	1	8	6	1	1	1	1	1	1	6	4	6	3	6	3	1	1	3	6
	128	08	MAY	3	6	3	9	1	1	2	9	2	3	1	1	1	1	1	1	3	1	1	1	1	1	1	1	3	6	1	1	1	9	1	1	3	4	2	3	1	1	1	1	1	9	1	1	1	1	1	1	6	4	6	3	6	3	1	1	3	6
	129	09	MAY	3	6	3	9	1	1	2	6	2	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	6	1	1	2	7	1	1	3	4	2	3	1	1	1	1	2	7	1	1	1	1	1	1	6	3	6	3	6	3	1	1	3	6
	130	10	MAY	3	6	3	9	1	1	2	1	2	3	1	1	1	1	1	1	9	1	1	1	1	1	1	1	3	6	1	1	2	7	1	1	3	4	2	3	1	1	1	1	2	7	1	1	1	1	1	1	6	3	6	3	6	3	1	1	3	6
	131	11	MAY	7	6	3	9	1	1	7	1	2	3	1	1	1	1	1	1	7	1	1	1	1	1	1	1	3	6	1	1	2	1	1	1	3	4	2	3	1	1	1	1	2	1	1	1	1	1	1	1	6	3	6	3	6	3	1	1	7	1
	132	12	MAY	4	1	3	8	1	1	4	1	2	3	1	1	1	1	1	1	4	1	1	1	1	1	1	1	3	8	1	1	3	1	1	1	3	4	2	3	1	1	1	1	3	1	1	1	1	1	1	1	9	3	6	4	6	4	1	1	7	1
	133	13	MAY	4	9	3	9	1	1	4	9	2	3	1	1	1	1	1	1	4	1	1	1	1	1	1	1	3	9	1	1	3	9	1	1	3	4	2	3	1	1	1	1	3	9	1	1	1	1	1	1	9	3	9	4	9	4	1	1	7	1
	134	14	MAY	7	9	3	9	1	1	2	9	2	3	1	1	1	1	1	1	7	6	1	1	1	1	1	1	3	9	1	1	7	9	1	1	3	4	2	3	1	1	1	1	7	9	1	1	1	1	1	1	5	3	9	3	9	3	1	1	7	9
	135	15	MAY	7	9	3	9	1	1	7	9	2	3	1	1	1	1	1	1	7	3	1	1	1	1	1	1	3	9	1	1	2	5	1	1	3	4	2	3	1	1	1	1	2	5	1	1	1	1	1	1	5	3	9	4	5	4	1	1	7	9
	136	16	MAY	7	8	3	9	1	1	7	5	2	3	1	1	1	1	1	1	7	3	1	1	1	1	1	1	3	8	1	1	2	3	1	1	3	4	2	3	1	1	1	1	2	3	1	1	1	1	1	1	5	3	5	3	5	3	1	1	7	8
	137	17	MAY	7	1	3	6	1	1	7	1	2	3	1	1	1	1	1	1	7	6	1	1	1	1	1	1	3	1	1	1	9	3	1	1	3	4	2	3	1	1	1	1	9	3	1	1	1	1	1	1	5	3	5	4	5	4	1	1	7	1
	138	18	MAY	7	1	3	2	1	1	7	1	2	3	1	1	1	1	1	1	7	2	1	1	1	1	1	1	3	1	1	1	9	5	1	1	3	4	2	3	1	1	1	1	9	5	1	1	1	1	1	1	5	6	5	4	5	4	1	1	7	1
	139	19	MAY	7	1	3	1	1	1	7	1	2	3	1	1	1	1	1	1	7	6	1	1	1	1	1	1	3	1	1	1	7	1	1	1	3	4	2	3	1	1	1	1	7	1	1	1	1	1	1	1	5	6	5	7	5	7	1	1	7	1
	140	20	MAY	7	1	3	1	1	1	7	1	2	3	1	1	1	1	1	1	7	6	1	1	1	1	1	1	2	1	1	1	7	1	1	1	3	4	2	3	1	1	1	1	7	1	1	1	1	1	1	1	5	6	5	7	5	7	1	1	7	1
	141	21	MAY	7	1	3	1	1	1	7	1	2	3	1	1	1	1	1	1	7	4	1	1	1	1	1	1	3	1	1	1	7	1	1	1	3	4	2	3	1	1	1	1	7	1	1	1	1	1	1	1	5	4	5	7	5	7	1	1	7	1
	142	22	MAY	7	1	3	9	1	1	7	4	2	3	1	1	1	1	1	1	7	4	1	1	1	1	1	1	3	1	1	1	8	9	1	1	3	7	2	3	1	1	1	1	8	9	1	1	1	1	1	1	5	4	5	7	5	7	1	1	7	1
	143	23	MAY	7	6	3	9	1	1	7	9	2	3	1	1	1	1	1	1	5	4	1	1	1	1	1	1	3	5	1	1	9	4	1	1	3	7	2	3	1	1	1	1	9	4	1	1	1	1	1	1	5	4	5	7	5	7	1	1	7	5
	144	24	MAY	7	6	3	9	1	1	7	9	2	3	1	1	1	1	1	1	5	2	1	1	1	1	1	1	7	8	1	1	9	3	1	1	3	7	2	3	1	1	1	1	9	3	1	1	1	1	1	1	5	1	5	7	5	7	1	1	7	8
	145	25	MAY	3	6	3	9	1	1	7	9	2	3	1	1	1	1	1	1	5	2	1	1	1	1	1	1	3	9	1	1	1	9	1	1	3	7	2	3	1	1	1	1	1	9	1	1	1	1	1	1	9	7	9	7	9	7	1	1	7	6
	146	26	MAY	3	6	3	9	1	1	3	9	2	3	1	1	1	1	1	1	3	6	1	1	1	1	1	1	2	9	1	1	2	7	1	1	3	7	2	3	1	1	1	1	2	7	1	1	1	1	1	1	5	4	9	3	9	3	1	1	5	2
	147	27	MAY	3	2	3	9	1	1	5	4	2	3	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	9	1	1	1	7	1	1	3	7	2	3	1	1	1	1	1	7	1	1	1	1	1	1	9	1	9	3	9	3	1	1	5	2
	148	28	MAY	5	7	3	9	1	1	5	7	2	3	1	1	1	1	1	1	5	4	1	1	1	1	1	1	2	9	1	1	3	9	1	1	3	7	2	3	1	1	1	1	3	9	1	1	1	1	1	1	6	1	7	5	7	5	1	1	5	2
	149	29	MAY	3	6	3	6	1	1	3	7	2	3	1	1	1	1	1	1	5	4	1	1	1	1	1	1	3	6	1	1	3	7	1	1	3	7	2	3	1	1	1	1	3	7	1	1	1	1	1	1	6	4	6	3	6	5	1	1	9	4
	150	30	MAY	3	6	3	7	1	1	9	4	2	3	1	1	1	1	1	1	5	2	1	1	1	1	1	1	3	6	1	1	2	7	1	1	3	7	2	3	1	1	1	1	2	7	1	1	1	1	1	1	6	2	6	1	6	1	1	1	3	4
	151	31	MAY	3	4	3	6	1	1	2	4	2	3	1	1	1	1	1	1	3	2	1	1	1	1	1	1	9	4	1	1	2	7	1	1	6	7	2	3	1	1	1	1	2	7	1	1	1	1	1	1	6	1	6	1	6	1	1	1	3	4
	152	01	JUN	9	4	3	4	1	1	1	4	2	3	1	1	1	1	1	1	3	4	1	1	1	1	1	1	1	7	1	1	6	3	1	1	8	7	2	3	1	1	1	1	6	3	1	1	1	1	1	1	6	1	6	1	6	1	1	1	3	2
	153	02	JUN	3	2	5	2	1	1	9	7	2	3	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	2	1	1	5	3	1	1	8	7	2	3	1	1	1	1	5	3	1	1	1	1	1	1	3	8	6	5	6	5	1	1	3	4
	154	03	JUN	3	4	5	2	1	1	9	4	2	3	1	1	1	1	1	1	3	4	1	1	1	1	1	1	1	2	1	1	5	2	1	1	8	7	2	3	1	1	1	1	5	2	1	1	1	1	1	1	3	1	6	5	6	5	1	1	3	4
	155	04	JUN	5	2	5	2	1	1	5	4	2	3	1	1	1	1	1	1	5	4	1	1	1	1	1	1	1	2	1	1	6	9	1	1	8	7	2	3	1	1	1	1	6	9	1	1	1	1	1	1	3	8	6	5	6	5	1	1	3	8
	156	05	JUN	5	8	9	2	1	1	6	7	2	3	1	1	1	1	1	1	3	8	1	1	1	1	1	1	5	2	1	1	6	7	1	1	8	7	2	3	1	1	1	1	6	7	1	1	1	1	1	1	3	1	2	5	2	5	1	1	6	2
	157	06	JUN	5	8	9	2	1	1	5	7	2	3	1	1	1	1	1	1	3	4	1	1	1	1	1	1	5	2	1	1	6	7	1	1	8	7	2	3	1	1	1	1	6	7	1	1	1	1	1	1	3	7	6	9	2	9	1	1	9	8
	158	07	JUN	9	8	5	8	1	1	9	3	2	3	1	1	1	1	1	1	8	6	1	1	1	1	1	1	5	8	1	1	2	3	1	1	8	7	2	3	1	1	1	1	2	3	1	1	1	1	1	1	8	7	8	9	8	9	1	1	1	8
	159	08	JUN	9	8	5	2	1	1	9	6	2	3	1	1	1	1	1	1	9	3	1	1	1	1	1	1	5	8	1	1	7	8	1	1	8	7	2	3	1	1	1	1	7	8	1	1	1	1	1	1	8	7	8	9	8	9	1	1	4	8
	160	09	JUN	5	6	3	6	1	1	1	6	2	3	1	1	1	1	1	1	5	6	1	1	1	1	1	1	1	2	1	1	1	6	1	1	8	7	2	3	1	1	1	1	1	6	1	1	1	1	1	1	2	7	2	7	6	7	1	1	8	5
	161	10	JUN	5	6	3	6	1	1	5	6	2	3	1	1	1	1	1	1	5	6	1	1	1	1	1	1	1	2	1	1	1	6	1	1	8	7	2	3	1	1	1	1	1	6	1	1	1	1	1	1	2	7	6	7	6	7	1	1	8	5
	162	11	JUN	5	6	5	6	1	1	5	6	2	3	1	1	1	1	1	1	5	6	1	1	1	1	1	1	1	6	1	1	3	7	1	1	8	7	2	3	1	1	1	1	3	7	1	1	1	1	1	1	2	7	6	7	6	7	1	1	2	6
	163	12	JUN	5	6	5	6	1	1	5	6	2	3	1	1	1	1	1	1	5	6	1	1	1	1	1	1	1	6	1	1	8	6	1	1	8	7	2	3	1	1	1	1	8	6	1	1	1	1	1	1	2	9	6	9	6	9	1	1	2	6
	164	13	JUN	5	8	5	6	1	1	2	6	2	3	1	1	1	1	1	1	2	8	1	1	1	1	1	1	1	6	1	1	2	3	1	1	8	7	2	3	1	1	1	1	2	3	1	1	1	1	1	1	6	9	6	9	6	9	1	1	2	6
	165	14	JUN	5	8	5	8	1	1	2	3	2	3	1	1	1	1	1	1	5	8	1	1	1	1	1	1	1	8	1	1	5	3	1	1	8	7	2	3	1	1	1	1	5	3	1	1	1	1	1	1	6	9	6	9	6	9	1	1	2	8
	166	15	JUN	5	8	5	8	1	1	5	3	2	3	1	1	1	1	1	1	5	8	1	1	1	1	1	1	2	6	1	1	2	3	1	1	8	7	2	3	1	1	7	1	2	3	1	1	1	1	1	1	6	9	6	5	6	5	1	1	2	8
	167	16	JUN	5	8	5	8	1	1	2	3	2	3	1	1	1	1	1	1	5	8	1	1	1	1	1	1	1	8	1	1	6	5	1	1	8	7	2	3	1	1	7	1	6	5	1	1	1	1	1	1	3	5	6	5	6	5	1	1	1	9
	168	17	JUN	7	8	3	7	1	1	2	3	2	3	1	1	1	1	1	1	7	8	1	1	1	1	1	1	1	1	1	1	3	5	1	1	8	7	2	3	1	1	7	1	3	5	1	1	1	1	1	1	3	5	3	5	3	5	1	1	4	9
	169	18	JUN	5	8	5	4	1	1	5	3	2	3	1	1	1	1	1	1	5	8	1	1	1	1	1	1	1	4	1	1	1	9	1	1	8	7	2	3	1	1	7	1	1	9	1	1	1	1	1	1	3	5	3	5	3	5	1	1	3	9
	170	19	JUN	5	8	5	4	1	1	2	3	2	3	1	1	1	1	1	1	5	8	1	1	1	1	1	1	2	4	1	1	2	3	1	1	8	7	2	3	1	1	4	1	2	3	1	1	1	1	1	1	4	5	4	5	4	5	1	1	3	9
	171	20	JUN	5	8	5	4	1	1	2	7	2	3	1	1	1	1	1	1	4	8	1	1	1	1	1	1	5	4	1	1	6	3	1	1	8	7	2	3	1	1	4	1	6	3	1	1	1	1	1	1	4	5	4	5	4	5	1	1	4	9
	172	21	JUN	2	4	9	8	1	1	2	7	2	3	1	1	1	1	1	1	2	8	1	1	1	1	1	1	2	4	1	1	2	7	1	1	8	7	2	3	1	1	4	1	2	5	1	1	1	1	1	1	7	5	4	5	7	5	1	1	1	9
	173	22	JUN	6	4	5	4	1	1	2	7	2	3	1	1	1	1	1	1	6	7	1	1	1	1	1	1	1	4	1	1	1	7	1	1	8	7	2	3	1	1	4	1	1	8	1	1	1	1	1	1	7	5	7	2	4	2	1	1	1	5
	174	23	JUN	6	8	3	4	1	1	6	7	2	3	1	1	1	1	1	1	6	8	1	1	1	1	1	1	1	4	1	1	1	9	1	1	8	7	2	3	1	1	4	1	1	9	1	1	1	1	1	1	4	5	7	6	7	6	1	1	4	5
	175	24	JUN	6	9	3	4	1	1	2	9	2	3	1	1	1	1	1	1	6	9	1	1	1	1	1	1	1	4	1	1	8	9	1	1	8	7	2	3	1	1	4	1	8	5	1	1	1	1	1	1	4	2	4	2	4	2	1	1	4	5
	176	25	JUN	6	1	3	4	1	1	2	7	2	3	1	1	1	1	1	1	6	1	1	1	1	1	1	1	1	4	1	1	4	3	1	1	8	7	2	3	1	1	4	1	4	3	1	1	1	1	1	1	4	1	9	6	9	2	1	1	4	5
	177	26	JUN	2	5	3	4	1	1	2	5	2	3	1	1	1	1	1	1	2	5	1	1	1	1	1	1	2	4	1	1	2	5	1	1	8	7	2	3	1	1	4	1	2	5	1	1	1	1	1	1	9	1	9	3	9	3	1	1	4	5
	178	27	JUN	3	5	3	4	1	1	2	5	2	3	1	1	1	1	1	1	4	5	1	1	1	1	1	1	3	4	1	1	3	5	1	1	8	7	2	3	1	1	4	1	3	5	1	1	1	1	1	1	9	1	9	3	9	3	1	1	4	5
	179	28	JUN	3	5	3	9	1	1	3	5	2	3	1	1	1	1	1	1	3	5	1	1	1	1	1	1	1	9	1	1	8	5	1	1	8	7	2	3	1	1	4	1	8	5	1	1	1	1	1	1	9	1	9	3	9	3	1	1	4	7
	180	29	JUN	3	7	3	9	1	1	6	7	2	3	1	1	1	1	1	1	3	7	1	1	1	1	1	1	1	9	1	1	6	5	1	1	8	7	2	3	1	1	4	1	4	5	1	1	1	1	1	1	9	1	9	3	9	3	1	1	6	3
	181	30	JUN	3	7	3	9	1	1	6	7	2	3	1	1	1	1	1	1	3	7	1	1	1	1	1	1	1	9	1	1	4	3	1	1	8	7	2	3	1	1	4	1	4	3	1	1	1	1	1	1	9	5	9	3	9	6	1	1	6	7
	182	01	JUL	3	9	3	9	1	1	4	9	2	8	1	1	1	1	1	1	3	9	1	1	1	1	1	1	1	9	1	1	4	7	1	1	8	7	2	8	1	1	4	1	4	7	1	1	1	1	1	1	9	6	9	6	9	6	1	1	4	7
	183	02	JUL	3	9	3	9	1	1	3	9	2	8	1	1	1	1	1	1	3	9	1	1	1	1	1	1	2	9	1	1	2	9	1	1	8	7	2	8	1	1	4	1	2	9	1	1	1	1	1	1	4	6	9	3	9	3	1	1	4	7
	184	03	JUL	4	9	3	9	1	1	4	9	2	8	1	1	1	1	1	1	4	9	1	1	1	1	1	1	3	1	1	1	2	7	1	1	8	7	2	8	1	1	4	1	2	7	1	1	1	1	1	1	1	6	9	3	1	3	1	1	4	3
	185	04	JUL	4	1	3	1	1	1	4	9	2	8	1	1	1	1	1	1	4	9	1	1	1	1	1	1	3	1	1	1	2	9	1	1	8	7	2	8	1	1	4	1	2	6	1	1	1	1	1	1	1	6	1	3	1	3	1	1	4	1
	186	05	JUL	8	1	3	1	1	1	3	1	2	8	1	1	1	1	1	1	8	9	1	1	1	1	1	1	3	1	1	1	3	5	1	1	8	7	2	8	1	1	4	1	3	5	1	1	1	1	1	1	1	9	1	3	1	3	1	1	4	1
	187	06	JUL	3	1	3	1	1	1	3	1	2	8	1	1	1	1	1	1	3	9	1	1	1	1	1	1	3	1	1	1	8	5	1	1	8	7	2	8	1	1	4	1	8	5	1	1	1	1	1	1	1	9	1	3	1	3	1	1	5	1
	188	07	JUL	3	2	3	1	1	1	3	2	2	8	1	1	1	1	1	1	3	2	1	1	1	1	1	1	3	1	1	1	9	4	1	1	8	7	2	8	1	1	4	1	9	1	1	1	1	1	1	1	5	9	1	3	1	3	1	1	5	2
	189	08	JUL	8	2	3	2	1	1	3	2	2	8	1	1	1	1	1	1	8	2	1	1	1	1	1	1	1	2	1	1	1	4	1	1	8	7	2	8	1	1	4	1	1	4	1	1	1	1	1	1	5	3	1	3	1	3	1	1	6	2
	190	09	JUL	3	2	3	2	1	1	3	2	2	8	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	5	2	1	1	8	7	2	8	1	1	4	1	5	2	1	1	1	1	1	1	5	9	2	3	2	3	1	1	6	1
	191	10	JUL	7	2	3	2	1	1	3	2	2	8	1	1	1	1	1	1	7	9	1	1	1	1	1	1	3	2	1	1	8	7	1	1	8	7	2	8	1	1	4	1	8	5	1	1	1	1	1	1	5	3	2	3	2	3	1	1	6	2
	192	11	JUL	3	2	3	2	1	1	3	9	2	8	1	1	1	1	1	1	3	9	1	1	1	1	1	1	3	2	1	1	8	1	1	1	8	7	2	8	1	1	4	1	8	1	1	1	1	1	1	1	7	3	2	3	2	3	1	1	6	2
	193	12	JUL	3	2	3	2	1	1	3	9	2	8	1	1	1	1	1	1	3	1	1	1	1	1	1	1	3	2	1	1	8	9	1	1	8	7	2	8	1	1	4	1	7	1	1	1	1	1	1	1	5	3	1	3	2	3	1	1	6	2
	194	13	JUL	8	1	3	1	1	1	3	9	2	8	1	1	1	1	1	1	8	1	1	1	1	1	1	1	3	1	1	1	2	5	1	1	8	7	2	8	1	1	4	1	2	5	1	1	1	1	1	1	6	8	5	8	5	8	1	1	6	9
	195	14	JUL	3	1	3	1	1	1	7	5	2	8	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1	2	3	1	1	8	7	2	8	1	1	4	1	2	3	1	1	1	1	1	1	5	8	5	8	5	8	1	1	6	3
	196	15	JUL	4	5	3	1	1	1	7	5	2	8	1	1	1	1	1	1	4	5	1	1	1	1	1	1	1	1	1	1	2	4	1	1	8	7	2	8	1	1	4	1	2	8	1	1	1	1	1	1	1	8	1	8	1	8	1	1	1	3
	197	16	JUL	7	2	3	1	1	1	7	5	2	8	1	1	1	1	1	1	7	2	1	1	1	1	1	1	2	1	1	1	2	4	1	1	8	7	2	8	1	1	4	1	2	3	1	1	1	1	1	1	1	8	1	8	1	8	1	1	1	3
	198	17	JUL	7	2	3	1	1	1	7	5	2	8	1	1	1	1	1	1	7	2	1	1	1	1	1	1	3	1	1	1	2	4	1	1	8	7	2	8	1	1	4	2	2	5	1	1	1	1	1	1	1	8	1	8	1	7	1	1	1	8
	199	18	JUL	7	1	3	1	1	1	7	5	2	8	1	1	1	1	1	1	1	5	1	1	1	1	1	1	3	1	1	1	2	6	1	1	8	7	2	8	1	1	4	2	2	6	1	1	1	1	1	1	1	7	1	7	1	7	1	1	6	2
	200	19	JUL	7	2	3	1	1	1	7	5	2	8	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	7	5	1	1	8	7	2	8	1	1	4	2	7	5	1	1	1	1	1	1	1	7	1	7	1	7	1	1	1	2
	201	20	JUL	7	2	3	2	1	1	7	2	2	8	1	1	1	1	1	1	7	2	1	1	1	1	1	1	3	2	1	1	6	2	1	1	8	7	2	8	1	1	4	2	6	2	1	1	1	1	1	1	1	3	2	7	1	7	1	1	1	2
	202	21	JUL	7	2	4	2	1	1	7	2	2	8	1	1	1	1	1	1	7	2	1	1	1	1	1	1	3	2	1	1	1	2	1	1	8	7	2	8	1	1	4	2	1	2	1	1	1	1	1	1	1	7	2	7	2	7	1	1	1	2
	203	22	JUL	7	2	4	2	1	1	1	2	2	8	1	1	1	1	1	1	7	2	1	1	1	1	1	1	1	2	1	1	1	3	1	1	2	7	2	8	1	1	4	2	1	3	1	1	1	1	1	1	1	7	2	7	2	7	1	1	1	6
	204	23	JUL	4	2	4	2	1	1	1	2	2	8	1	1	1	1	1	1	4	2	1	1	1	1	1	1	1	2	1	1	6	7	1	1	2	7	2	8	1	1	4	2	6	7	1	1	1	1	1	1	1	5	2	4	2	4	1	1	1	6
	205	24	JUL	4	2	4	2	1	1	4	2	2	8	1	1	1	1	1	1	4	5	1	1	1	1	1	1	3	2	1	1	8	1	1	1	2	7	2	8	1	1	1	2	8	6	1	1	1	1	1	1	2	5	2	4	2	4	1	1	9	7
	206	25	JUL	9	2	4	2	1	1	9	5	2	8	1	1	1	1	1	1	9	5	1	1	1	1	1	1	4	2	1	1	6	7	1	1	2	7	2	8	1	1	3	2	9	8	1	1	1	1	1	1	9	5	2	4	2	4	1	1	9	7
	207	26	JUL	9	5	4	2	1	1	9	5	2	8	1	1	1	1	1	1	9	5	1	1	1	1	1	1	1	2	1	1	2	3	1	1	2	7	2	8	1	1	4	2	1	8	1	1	1	1	1	1	9	7	2	7	2	4	1	1	9	7
	208	27	JUL	9	5	9	2	1	1	9	5	2	8	1	1	1	1	1	1	9	5	1	1	1	1	1	1	1	2	1	1	2	3	1	1	2	7	2	8	1	1	4	2	2	5	1	1	1	1	1	1	9	1	2	1	2	1	1	1	9	7
	209	28	JUL	4	5	4	7	1	1	9	5	2	8	1	1	1	1	1	1	4	5	1	1	1	1	1	1	1	1	1	1	2	5	1	1	2	7	2	8	1	1	1	2	2	5	1	1	1	1	1	1	9	1	3	1	3	1	1	1	9	7
	210	29	JUL	4	1	4	7	1	1	9	1	2	8	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	2	7	1	1	2	7	2	8	1	1	1	2	2	7	1	1	1	1	1	1	9	8	3	7	3	7	1	1	9	7
