C	area	va	weekly
	VARIABLES	BEGIN	END
	122	1	52

C	weekly	OV. COST	OP. COST	OP. COST	OP. COST	OP. COST	MRG. PRICE	MRG. PRICE	MRG. PRICE	MRG. PRICE	CO2 EMIS.	BALANCE	BALANCE	BALANCE	BALANCE	ROW BAL.	PSP	MISC. NDG	LOAD	LOAD	LOAD	LOAD	H. ROR	H. ROR	H. ROR	H. ROR	WIND	WIND	WIND	WIND	SOLAR	SOLAR	SOLAR	SOLAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	LIGNITE	LIGNITE	LIGNITE	LIGNITE	COAL	COAL	COAL	COAL	GAS	GAS	GAS	GAS	OIL	OIL	OIL	OIL	MIX. FUEL	MIX. FUEL	MIX. FUEL	MIX. FUEL	MISC. DTG	MISC. DTG	MISC. DTG	MISC. DTG	H. STOR	H. STOR	H. STOR	H. STOR	H. PUMP	H. PUMP	H. PUMP	H. PUMP	H. LEV	H. LEV	H. LEV	H. LEV	H. INFL	H. INFL	H. INFL	H. INFL	H. OVFL	H. OVFL	H. OVFL	H. OVFL	H. VAL	H. VAL	H. VAL	H. VAL	H. COST	H. COST	H. COST	H. COST	UNSP. ENRG	UNSP. ENRG	UNSP. ENRG	UNSP. ENRG	SPIL. ENRG	SPIL. ENRG	SPIL. ENRG	SPIL. ENRG	LOLD	LOLD	LOLD	LOLD	LOLP	AVL DTG	AVL DTG	AVL DTG	AVL DTG	DTG MRG	DTG MRG	DTG MRG	DTG MRG	MAX MRG	MAX MRG	MAX MRG	MAX MRG	NP COST	NP COST	NP COST	NP COST	NODU	NODU	NODU	NODU
	34	236652200	228186037	12589544	205486943	241984029	43.05	3.55	36.43	46.88	7538913	0	0	0	0	0	0	0	7273812	295514	6573945	7668885	616266	168324	394044	971964	0	0	0	0	0	0	0	0	0	0	0	0	6154719	223023	5699278	6457472	0	0	0	0	0	0	0	0	0	0	0	0	255418	146952	23221	477046	0	0	0	0	247409	46917	175958	314428	0	0	0	0	74.48	8.24	65.84	87.95	251716	68751	160927	396988	0	0	0	0	34.44	4.97	30.00	40.00	8466163	1802183	6017272	12226044	0	0	0	0	0	0	0	0	0	0	0	0	0	13338667	318351	12864000	13848000	6928530	437883	6356350	7893177	6928530	437883	6356350	7893177	0	0	0	0	6792	228	6299	7035
	35	252686214	242891385	14848135	224494176	269865509	45.50	2.26	42.14	48.75	7866376	0	0	0	0	0	0	0	7647988	350491	7081046	8147120	599290	148137	390276	867348	0	0	0	0	0	0	0	0	0	0	0	0	6348307	205867	6045244	6759483	0	0	0	0	0	0	0	0	0	0	0	0	414013	317489	55714	1061029	0	0	0	0	286378	50628	216346	387646	0	0	0	0	74.18	8.38	65.12	88.25	247981	61111	161573	357734	0	0	0	0	34.44	4.97	30.00	40.00	9794829	1907576	7344776	12840459	0	0	0	0	0	0	0	0	0	0	0	0	0	13317333	291412	13032000	13848000	6555013	486501	5776284	7343085	6555013	486501	5776284	7343086	0	0	0	0	7095	317	6628	7606
	36	241887503	233677715	13674796	218692335	263763907	43.68	1.93	41.70	48.30	7746430	0	0	0	0	0	0	0	7371548	279716	7060748	7868861	556839	132389	380787	767760	0	0	0	0	0	0	0	0	0	0	0	0	6336278	236172	6055862	6834464	0	0	0	0	0	0	0	0	0	0	0	0	238159	282270	47015	993961	0	0	0	0	240271	41939	167144	305982	0	0	0	0	74.01	8.48	64.72	88.54	238644	56742	163191	329042	0	0	0	0	34.44	4.97	30.00	40.00	8209789	1521015	5921769	10311628	0	0	0	0	0	0	0	0	0	0	0	0	0	13296000	355798	12552000	14016000	6721562	494477	5441871	7177384	6721562	494477	5441872	7177384	0	0	0	0	6954	334	6499	7695
	37	259246402	249386715	18909906	213799106	275684637	44.22	4.74	35.00	48.48	8054023	0	0	0	0	0	0	0	7777378	381859	7053808	8201814	556836	132391	380772	767760	0	0	0	0	0	0	0	0	0	0	0	0	6488952	238327	6060369	6996653	0	0	0	0	0	0	0	0	0	0	0	0	445468	291462	0	916877	0	0	0	0	286123	48635	236965	400196	0	0	0	0	73.86	8.82	63.76	89.07	238643	56741	163191	329040	0	0	0	0	34.44	4.97	30.00	40.00	9859687	2360960	7108940	16007822	0	0	0	0	0	0	0	0	0	0	0	0	0	13616000	384333	12864000	14064000	6681580	641933	5710807	7760485	6681580	641933	5710807	7760485	0	0	0	0	7368	392	6541	8134
	38	270390804	259503291	13898221	231780613	275035384	46.60	2.34	41.70	49.37	8238844	0	0	0	0	0	0	0	8038978	328501	7197551	8333722	556828	132403	380772	767760	0	0	0	0	0	0	0	0	0	0	0	0	6570262	198355	6208646	6848591	0	0	0	0	0	0	0	0	0	0	0	0	590883	283893	116001	1036239	0	0	0	0	321006	64721	219662	416063	0	0	0	0	73.23	9.06	63.32	88.68	238643	56741	163192	329039	0	0	0	0	34.56	4.87	30.00	40.00	10887513	1979143	8786494	15653913	0	0	0	0	0	0	0	0	0	0	0	0	0	13592000	503301	12768000	14256000	6430856	650794	5523115	7683411	6430856	650794	5523115	7683411	0	0	0	0	7458	248	7046	7824
	39	294129331	280671785	10890951	267251311	303172988	48.56	0.67	47.23	49.64	8411454	0	0	0	0	0	0	0	8494165	196631	8058986	8827825	556827	132406	380772	767760	0	0	0	0	0	0	0	0	0	0	0	0	6465888	298973	6117436	6959205	0	0	0	0	0	0	0	0	0	0	0	0	1087314	317916	603377	1529786	0	0	0	0	384136	69774	237132	472261	0	0	0	0	71.94	8.71	62.02	86.59	238643	56740	163194	329038	0	0	0	0	35.30	4.79	30.00	40.00	13457546	2729611	9485270	18890450	0	0	0	0	0	0	0	0	0	0	0	0	0	13400000	383333	12576000	14040000	5846798	366134	5063917	6403892	5846798	366134	5063917	6403892	0	0	0	0	8117	368	7669	8787
	40	306149126	296001439	22415206	261629725	335045465	49.07	1.18	46.61	50.00	8542004	0	0	0	0	0	0	0	8759552	359383	8451575	9602373	633507	237454	342720	1012704	0	0	0	0	0	0	0	0	0	0	0	0	6397418	292586	5952000	6855328	0	0	0	0	0	0	0	0	0	0	0	0	1441836	538242	660514	2114509	0	0	0	0	286790	45387	195966	340109	0	0	0	0	71.36	8.94	60.45	86.19	284628	106681	154000	455000	0	0	0	0	35.56	4.97	30.00	40.00	10147687	2015093	7838638	13492188	0	0	0	0	0	0	0	0	0	0	0	0	0	13304000	326337	12696000	13704000	5464746	617855	4528739	6511942	5464746	617855	4528739	6511942	0	0	0	0	8591	752	7530	9594
	41	329111486	317032711	27181824	273337879	360275939	49.47	0.99	47.50	50.00	8842744	0	0	0	0	0	0	0	9257419	409140	8888025	9957623	633519	237440	342756	1012704	0	0	0	0	0	0	0	0	0	0	0	0	6459425	324782	5904000	6789983	0	0	0	0	0	0	0	0	0	0	0	0	1819057	726977	722970	2871119	0	0	0	0	345418	81661	235472	542014	0	0	0	0	71.05	8.92	59.87	84.64	284627	106682	154000	455000	0	0	0	0	35.56	4.97	30.00	40.00	12078774	2385455	9418882	16260413	0	0	0	0	0	0	0	0	0	0	0	0	0	13240000	525083	12216000	13920000	4961518	970139	3152881	6357313	4961518	970139	3152881	6357313	0	0	0	0	9130	828	7808	10239
	42	331296352	319109819	28090643	275264386	358424681	49.67	0.66	48.04	50.00	8938553	0	0	0	0	0	0	0	9327667	456573	8779867	10212043	633536	237447	342804	1012752	0	0	0	0	0	0	0	0	0	0	0	0	6550302	287355	6072000	6944430	0	0	0	0	0	0	0	0	0	0	0	0	1796985	641990	724388	2918094	0	0	0	0	346844	55586	278085	439484	0	0	0	0	70.36	8.68	59.84	83.94	284627	106682	154000	455000	0	0	0	0	35.56	4.97	30.00	40.00	12186533	1874085	9964244	16273563	0	0	0	0	0	0	0	0	0	0	0	0	0	13424000	352182	12840000	14112000	5076713	718638	3849906	6125026	5076713	718638	3849906	6125027	0	0	0	0	9401	996	7817	10584
	43	346430816	332710990	28014039	288446580	367663025	49.82	0.36	48.93	50.00	9191199	0	0	0	0	0	0	0	9677547	404949	9239542	10411376	633534	237464	342804	1012788	0	0	0	0	0	0	0	0	0	0	0	0	6664957	198962	6360000	7008000	0	0	0	0	0	0	0	0	0	0	0	0	1988750	628941	971459	2868127	0	0	0	0	390306	49810	317440	442575	0	0	0	0	69.51	8.89	58.89	83.19	284628	106682	154000	455000	0	0	0	0	35.56	4.97	30.00	40.00	13719827	1732316	12052884	17703004	0	0	0	0	0	0	0	0	0	0	0	0	0	13584000	379473	13056000	14040000	4930293	596334	3803873	6047009	4930293	596334	3803873	6047009	0	0	0	0	9733	946	8380	10989
	44	345870689	333437692	17645854	292705130	354056360	49.68	0.45	48.93	50.00	9282410	0	0	0	0	0	0	0	9741989	290303	9169549	10115761	687810	220391	365340	1032036	0	0	0	0	0	0	0	0	0	0	0	0	6770714	256793	6312000	7056000	0	0	0	0	0	0	0	0	0	0	0	0	1929254	435407	936053	2494727	0	0	0	0	354211	63190	226023	438379	0	0	0	0	68.66	8.99	58.25	82.37	309012	99016	164141	463668	0	0	0	0	35.56	4.97	30.00	40.00	12432997	2200091	9040902	17535173	0	0	0	0	0	0	0	0	0	0	0	0	0	13512000	384500	12912000	14160000	4812032	636784	3865273	5910162	4812032	636783	3865273	5910162	0	0	0	0	9985	800	8213	11040
	45	361022007	348488242	10795759	326737248	360744137	50.00	0	50.00	50.00	9506659	0	0	0	0	0	0	0	10102604	258160	9737789	10585420	728511	239806	370272	1046472	0	0	0	0	0	0	0	0	0	0	0	0	6826667	217362	6360000	7056000	0	0	0	0	0	0	0	0	0	0	0	0	2191098	290356	1595545	2611683	0	0	0	0	356328	58282	239032	421801	0	0	0	0	68.44	9.03	57.73	81.83	327302	107741	166369	470169	0	0	0	0	35.69	4.83	30.00	40.00	12533765	1872895	9561290	16599874	0	0	0	0	0	0	0	0	0	0	0	0	0	13549333	369061	12888000	14184000	4531568	426769	4102176	5532455	4531568	426769	4102177	5532455	0	0	0	0	10556	543	9308	11212
	46	377033519	362659934	14255388	336325201	382066461	50.00	0	50.00	50.00	9633039	0	0	0	0	0	0	0	10410094	384943	9926822	11247959	728492	239809	370272	1046472	0	0	0	0	0	0	0	0	0	0	0	0	6770667	154896	6576000	7104000	0	0	0	0	0	0	0	0	0	0	0	0	2513732	306819	1988904	2903729	0	0	0	0	397203	89417	284707	544742	0	0	0	0	67.88	9.03	56.48	80.94	327300	107740	166365	470165	0	0	0	0	36.54	4.64	30.00	40.00	14373585	3338250	11109660	21789661	0	0	0	0	0	0	0	0	0	0	0	0	0	13496000	132906	13320000	13704000	4211601	293394	3840271	4731096	4211601	293394	3840271	4731096	0	0	0	0	10839	370	10196	11256
	47	394289280	378426058	18224587	336460500	400720152	50.00	0	50.00	50.00	9830553	0	0	0	0	0	0	0	10771024	398588	9806657	11222036	728505	239812	370332	1046532	0	0	0	0	0	0	0	0	0	0	0	0	6781333	143604	6552000	7008000	0	0	0	0	0	0	0	0	0	0	0	0	2821588	360903	1941210	3259902	0	0	0	0	439597	81513	300097	555861	0	0	0	0	67.07	8.91	54.92	79.99	327299	107740	166366	470166	0	0	0	0	36.67	4.71	30.00	40.00	15863222	2412402	12003894	21573645	0	0	0	0	0	0	0	0	0	0	0	0	0	13616000	114263	13392000	13752000	4013079	451638	3364098	4970790	4013079	451638	3364098	4970790	0	0	0	0	11081	379	10234	11601
	48	406742612	390420682	23177288	348274438	427579478	50.22	0.62	50.00	51.97	9915863	0	0	0	0	0	0	0	11023307	288548	10444402	11361091	757441	212359	411660	1081716	0	0	0	0	0	0	0	0	0	0	0	0	6706667	236267	6408000	7104000	0	0	0	0	0	0	0	0	1482	4193	0	13342	3111375	535413	2295089	3943842	0	0	0	0	446341	52408	358467	532090	0	0	0	0	65.77	9.01	52.51	79.01	335385	94485	181880	479058	0	0	0	0	36.67	4.71	30.00	40.00	16321930	2668378	12243654	21283590	0	0	0	0	0	0	0	0	0	0	0	0	0	13514667	318485	12840000	13920000	3695143	604807	2527078	4472911	3695142	604807	2527078	4472911	0	0	0	0	10927	376	10052	11350
	49	408845528	394178103	24167288	345793283	419912165	50.16	0.34	50.00	51.07	10052697	0	0	0	0	0	0	0	11162148	396995	10556688	11890918	829752	200038	514920	1169624	0	0	0	0	0	0	0	0	0	0	0	0	6824000	167809	6552000	7032000	0	0	0	0	0	0	0	0	618	1677	0	5358	3105773	525276	2127866	3694604	0	0	0	0	402004	63170	273120	473186	0	0	0	0	65.04	9.37	50.71	79.09	355601	85743	220668	501291	0	0	0	0	36.67	4.71	30.00	40.00	14667425	2751603	10924781	18927420	0	0	0	0	0	0	0	0	0	0	0	0	0	13653333	288986	13248000	14208000	3722942	614715	3001192	4784134	3722942	614715	3001192	4784135	0	0	0	0	11065	380	10331	11780
	50	432589184	416045527	27302174	371949290	468672711	53.23	6.59	50.00	71.43	10152687	0	0	0	0	0	0	0	11563898	404684	11048401	12153359	829746	200068	514920	1169700	0	0	0	0	0	0	0	0	0	0	0	0	6632000	209838	6240000	6960000	0	0	0	0	0	0	0	0	49305	112727	0	364588	3599622	419555	2566986	4055635	0	0	0	0	453225	78855	301276	569233	0	0	0	0	64.41	9.33	49.25	78.22	355601	85743	220668	501291	0	0	0	0	36.89	4.43	30.00	40.00	16543657	2827179	12051027	20881358	0	0	0	0	0	0	0	0	0	0	0	0	0	13490667	356417	12816000	13944000	3209739	501170	2288498	4273014	3209739	501170	2288498	4273014	0	0	0	0	11145	358	10554	11548
	51	434691166	417602138	24071390	382473802	447275323	53.04	4.97	50.00	66.43	10145005	0	0	0	0	0	0	0	11602289	252581	11245631	12058483	829728	200075	514885	1169700	0	0	0	0	0	0	0	0	0	0	0	0	6589333	235996	6216000	6936000	0	0	0	0	0	0	0	0	22696	27847	0	85387	3703196	552746	2847695	4524897	0	0	0	0	457335	73465	338237	555838	0	0	0	0	63.35	9.36	46.87	77.49	355602	85742	220668	501291	0	0	0	0	37.73	4.13	30.00	40.00	17089028	2464160	13529494	21700958	0	0	0	0	0	0	0	0	0	0	0	0	0	13573333	271083	13248000	14160000	3258108	517302	2631722	4160305	3258108	517303	2631722	4160305	0	0	0	0	11214	175	11070	11629
	52	279441025	268951655	191521909	0	436373754	35.28	25.40	0	65.89	6695374	0	0	0	0	0	0	0	11503047	433140	10742550	12410574	771316	216638	514836	1169700	0	0	0	0	0	0	0	0	0	0	0	0	4456000	3164038	0	6960000	0	0	0	0	0	0	0	0	29716	78878	0	252424	2212287	1629316	0	4056396	0	0	0	0	277292	207642	0	542090	0	0	0	0	39.90	29.34	0	76.63	240054	187565	0	501289	0	0	0	0	25.56	18.32	0	40.00	10489370	7689417	0	20148068	0	0	0	0	0	0	0	0	0	0	0	0	0	13669333	447301	12888000	14112000	2355330	1770369	0	4566029	2355330	1770369	0	4566028	0	0	0	0	7418	5250	0	11540
