C	area	va	hourly
	VARIABLES	BEGIN	END
	122	1	8736

C	hourly				OV. COST	OP. COST	OP. COST	OP. COST	OP. COST	MRG. PRICE	MRG. PRICE	MRG. PRICE	MRG. PRICE	CO2 EMIS.	BALANCE	BALANCE	BALANCE	BALANCE	ROW BAL.	PSP	MISC. NDG	LOAD	LOAD	LOAD	LOAD	H. ROR	H. ROR	H. ROR	H. ROR	WIND	WIND	WIND	WIND	SOLAR	SOLAR	SOLAR	SOLAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	LIGNITE	LIGNITE	LIGNITE	LIGNITE	COAL	COAL	COAL	COAL	GAS	GAS	GAS	GAS	OIL	OIL	OIL	OIL	MIX. FUEL	MIX. FUEL	MIX. FUEL	MIX. FUEL	MISC. DTG	MISC. DTG	MISC. DTG	MISC. DTG	H. STOR	H. STOR	H. STOR	H. STOR	H. PUMP	H. PUMP	H. PUMP	H. PUMP	H. LEV	H. LEV	H. LEV	H. LEV	H. INFL	H. INFL	H. INFL	H. INFL	H. OVFL	H. OVFL	H. OVFL	H. OVFL	H. VAL	H. VAL	H. VAL	H. VAL	H. COST	H. COST	H. COST	H. COST	UNSP. ENRG	UNSP. ENRG	UNSP. ENRG	UNSP. ENRG	SPIL. ENRG	SPIL. ENRG	SPIL. ENRG	SPIL. ENRG	LOLD	LOLD	LOLD	LOLD	LOLP	AVL DTG	AVL DTG	AVL DTG	AVL DTG	DTG MRG	DTG MRG	DTG MRG	DTG MRG	MAX MRG	MAX MRG	MAX MRG	MAX MRG	NP COST	NP COST	NP COST	NP COST	NODU	NODU	NODU	NODU
	1696	12	MAR	15:00	2383339	2237251	211727	1898436	2566500	50.00	0	50.00	50.00	57527	0	0	0	0	0	0	0	64076	2151	60168	67019	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39333	2211	36000	43000	0	0	0	0	0	0	0	0	0	0	0	0	17212	4541	10669	23612	0	0	0	0	3071	3089	0	6971	0	0	0	0	47.08	8.04	26.85	56.66	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	146088	168673	0	557651	0	0	0	0	0	0	0	0	0	0	0	0	0	80167	2034	77000	84000	23622	5083	16360	31331	22645	2343	19313	27197	0	0	0	0	66	2	63	71
	1697	12	MAR	16:00	2421548	2377125	161729	2098600	2611100	50.00	0	50.00	50.00	59206	0	0	0	0	0	0	0	64912	1999	60858	67911	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39333	2211	36000	43000	0	0	0	0	0	0	0	0	0	0	0	0	20009	4064	12110	26244	0	0	0	0	1111	2543	0	8000	0	0	0	0	47.09	8.04	26.87	56.68	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	44423	101703	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	80167	2034	77000	84000	20824	3781	16242	28890	22474	2277	19164	27197	0	0	0	0	66	2	63	71
	1698	12	MAR	17:00	2477876	2455778	150245	2110290	2670300	50.00	0	50.00	50.00	60149	0	0	0	0	0	0	0	65928	2006	62125	69095	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39333	2211	36000	43000	0	0	0	0	0	0	0	0	0	0	0	0	21582	3860	12106	26743	0	0	0	0	552	1832	0	6629	0	0	0	0	47.10	8.03	26.89	56.69	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	22097	73288	0	265168	0	0	0	0	0	0	0	0	0	0	0	0	0	80167	2034	77000	84000	19251	4104	14371	28894	22219	2036	19164	26414	0	0	0	0	66	2	63	71
	1699	12	MAR	18:00	2495432	2442975	170850	2059178	2678750	50.00	0	50.00	50.00	59996	0	0	0	0	0	0	0	66430	2070	62302	69264	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39333	2211	36000	43000	0	0	0	0	0	0	0	0	0	0	0	0	21326	3188	14584	26502	0	0	0	0	1311	2328	0	6233	0	0	0	0	47.10	8.03	26.91	56.71	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	52457	93115	0	249333	0	0	0	0	0	0	0	0	0	0	0	0	0	80167	2034	77000	84000	19507	3770	13773	27416	22134	2089	19164	26788	0	0	0	0	66	2	63	71
	1700	12	MAR	19:00	2489818	2387492	194796	2072078	2685000	50.00	0	50.00	50.00	59330	0	0	0	0	0	0	0	66567	2148	62560	69554	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39333	2211	36000	43000	0	0	0	0	0	0	0	0	0	0	0	0	20216	4623	13902	27024	0	0	0	0	2558	3125	0	8000	0	0	0	0	47.09	8.01	26.93	56.66	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	102327	125015	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	80167	2034	77000	84000	20617	4377	14744	27158	22122	2225	19164	27197	0	0	0	0	66	2	63	71
	1701	12	MAR	20:00	2493394	2402086	163805	2019954	2587100	50.00	0	50.00	50.00	59505	0	0	0	0	0	0	0	66584	2318	61989	69837	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39333	2211	36000	43000	0	0	0	0	0	0	0	0	0	0	0	0	20508	3170	14499	26287	0	0	0	0	2283	3281	0	8000	0	0	0	0	47.09	8.01	26.95	56.68	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	91308	131242	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	80167	2034	77000	84000	20325	3189	15535	27501	22147	2243	19164	27197	0	0	0	0	66	2	63	71
	1702	12	MAR	21:00	2488970	2357875	218034	1998128	2685000	50.00	0	50.00	50.00	58974	0	0	0	0	0	0	0	66114	2409	61081	69486	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39333	2211	36000	43000	0	0	0	0	0	0	0	0	0	0	0	0	19624	4270	13346	25771	0	0	0	0	2697	3216	0	7669	0	0	0	0	47.08	8.02	26.90	56.64	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	131096	174437	0	557651	0	0	0	0	0	0	0	0	0	0	0	0	0	80167	2034	77000	84000	21209	4843	14247	28637	22244	2280	19164	27197	0	0	0	0	66	2	63	71
	1703	12	MAR	22:00	2430458	2344924	233328	1942586	2644950	50.00	0	50.00	50.00	58819	0	0	0	0	0	0	0	65296	2318	60055	68588	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39333	2211	36000	43000	0	0	0	0	0	0	0	0	0	0	0	0	19365	4951	11552	25850	0	0	0	0	2138	3057	0	7669	0	0	0	0	47.08	8.01	26.92	56.59	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	85534	122273	0	306757	0	0	0	0	0	0	0	0	0	0	0	0	0	80167	2034	77000	84000	21468	5419	15150	30448	22340	2251	19164	27197	0	0	0	0	66	2	63	71
	1704	12	MAR	23:00	2368386	2245162	211086	1850728	2610500	50.00	0	50.00	50.00	57622	0	0	0	0	0	0	0	64243	2442	58133	67899	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39333	2211	36000	43000	0	0	0	0	0	0	0	0	0	0	0	0	17370	3493	10415	23510	0	0	0	0	3081	3234	0	8000	0	0	0	0	47.06	8.01	26.94	56.61	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	123223	129369	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	80167	2034	77000	84000	23463	3938	16490	31585	22621	2436	19164	27197	0	0	0	0	66	2	63	71
	1705	13	MAR	00:00	2509235	2443943	190744	1936049	2650000	50.00	0	50.00	50.00	60007	0	0	0	0	0	0	0	66770	2562	59971	70267	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39333	1886	36000	43000	0	0	0	0	0	0	0	0	0	0	0	0	21346	3553	12121	26366	0	0	0	0	1632	2548	0	6898	0	0	0	0	47.06	8.01	26.96	56.62	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	65292	101903	0	275928	0	0	0	0	0	0	0	0	0	0	0	0	0	79917	1801	77000	83000	19238	4067	13779	29879	21903	2190	19164	27197	0	0	0	0	66	2	64	71
	1706	13	MAR	01:00	2434873	2309296	207932	1944316	2617900	50.00	0	50.00	50.00	58392	0	0	0	0	0	0	0	65585	2576	58864	68625	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39333	1886	36000	43000	0	0	0	0	0	0	0	0	0	0	0	0	18653	4675	11643	25758	0	0	0	0	3139	3731	0	8000	0	0	0	0	47.05	8.01	26.98	56.64	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	125576	149242	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79917	1801	77000	83000	21931	4813	14563	29714	22078	2162	19164	27197	0	0	0	0	66	2	64	71
	1707	13	MAR	02:00	2372593	2303463	209371	1799999	2522450	50.00	0	50.00	50.00	58322	0	0	0	0	0	0	0	64057	2651	57250	67425	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39333	1886	36000	43000	0	0	0	0	0	0	0	0	0	0	0	0	18536	4578	9400	23976	0	0	0	0	1728	3027	0	8000	0	0	0	0	47.05	7.99	27.00	56.58	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	69129	121086	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79917	1801	77000	83000	22047	4810	16328	32600	22415	2396	19164	27197	0	0	0	0	66	2	64	71
	1708	13	MAR	03:00	2324229	2145995	213690	1817316	2549950	50.00	0	50.00	50.00	56432	0	0	0	0	0	0	0	62969	2590	56263	66388	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39333	1886	36000	43000	0	0	0	0	0	0	0	0	0	0	0	0	15387	4412	8859	22999	0	0	0	0	3789	3811	0	8000	0	0	0	0	47.03	8.00	26.94	56.52	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	178234	200107	0	640000	0	0	0	0	0	0	0	0	0	0	0	0	0	79917	1801	77000	83000	25197	5048	17001	32254	22754	2602	19215	27795	0	0	0	0	66	2	64	71
	1709	13	MAR	04:00	2243350	2122200	212688	1731650	2490650	50.00	0	50.00	50.00	56146	0	0	0	0	0	0	0	61732	2759	54284	65202	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39333	1886	36000	43000	0	0	0	0	0	0	0	0	0	0	0	0	14911	4014	7333	21813	0	0	0	0	3029	3605	0	8000	0	0	0	0	47.02	8.00	26.96	56.53	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	121150	144187	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79917	1801	77000	83000	25673	4592	17747	32667	23368	2848	19920	29774	0	0	0	0	66	2	64	71
	1710	13	MAR	05:00	2180971	2010423	250817	1628199	2419050	50.00	0	50.00	50.00	54805	0	0	0	0	0	0	0	60732	2649	53814	63770	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39333	1886	36000	43000	0	0	0	0	0	0	0	0	0	0	0	0	12675	5308	5964	20541	0	0	0	0	4264	3659	0	8000	0	0	0	0	46.99	8.00	26.98	56.47	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	170548	146348	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79917	1801	77000	83000	27908	5920	18880	36036	23835	2946	19920	30244	0	0	0	0	66	2	64	71
	1711	13	MAR	06:00	2176812	2108092	240376	1596149	2403350	50.00	0	50.00	50.00	55977	0	0	0	0	0	0	0	60139	2737	53173	63456	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39333	1886	36000	43000	0	0	0	0	0	0	0	0	0	0	0	0	14629	4449	5323	20117	0	0	0	0	1718	3007	0	7926	0	0	0	0	46.99	7.99	27.00	56.49	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	68720	120295	0	317027	0	0	0	0	0	0	0	0	0	0	0	0	0	79917	1801	77000	83000	25955	5180	19794	36677	24256	3055	19933	30885	0	0	0	0	66	2	64	71
	1712	13	MAR	07:00	2158686	2018315	262788	1577949	2322200	50.00	0	50.00	50.00	54900	0	0	0	0	0	0	0	60135	2828	52809	63665	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39333	1886	36000	43000	0	0	0	0	0	0	0	0	0	0	0	0	12833	4807	4959	19844	0	0	0	0	3509	3550	0	8000	0	0	0	0	46.97	7.98	27.02	56.51	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	140371	142015	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79917	1801	77000	83000	27750	5605	20276	37041	24257	3046	19920	31249	0	0	0	0	66	2	64	71
	1713	13	MAR	08:00	2198076	2136196	167819	1868150	2440100	50.00	0	50.00	50.00	56314	0	0	0	0	0	0	0	60530	2852	52821	64191	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39333	1886	36000	43000	0	0	0	0	0	0	0	0	0	0	0	0	15191	2527	10763	20802	0	0	0	0	1547	2712	0	6898	0	0	0	0	46.97	7.99	27.04	56.52	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	61880	108465	0	275928	0	0	0	0	0	0	0	0	0	0	0	0	0	79917	1801	77000	83000	25393	3604	19198	31237	23906	3084	19920	31237	0	0	0	0	66	2	64	71
	1714	13	MAR	09:00	2225043	2179381	162594	1890250	2442500	50.00	0	50.00	50.00	56833	0	0	0	0	0	0	0	60989	2838	53263	64239	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39333	1886	36000	43000	0	0	0	0	0	0	0	0	0	0	0	0	16054	3019	10209	20850	0	0	0	0	1142	2553	0	6898	0	0	0	0	46.98	7.99	27.06	56.54	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	45662	102106	0	275928	0	0	0	0	0	0	0	0	0	0	0	0	0	79917	1801	77000	83000	24529	3802	19150	30795	23542	3029	19920	30795	0	0	0	0	66	2	64	71
	1715	13	MAR	10:00	2261019	2211444	213899	1682566	2420850	50.00	0	50.00	50.00	57217	0	0	0	0	0	0	0	61728	3163	53136	64824	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39333	1886	36000	43000	0	0	0	0	0	0	0	0	0	0	0	0	16696	3970	7051	21817	0	0	0	0	1239	2779	0	7926	0	0	0	0	46.99	7.99	27.08	56.56	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	49575	111141	0	317027	0	0	0	0	0	0	0	0	0	0	0	0	0	79917	1801	77000	83000	23888	4563	18761	34949	23095	2999	19920	30922	0	0	0	0	66	2	64	71
	1716	13	MAR	11:00	2300644	2121585	277017	1668449	2456950	50.00	0	50.00	50.00	56139	0	0	0	0	0	0	0	62501	2866	54619	65313	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39333	1886	36000	43000	0	0	0	0	0	0	0	0	0	0	0	0	14898	5631	6769	22418	0	0	0	0	3810	3853	0	8000	0	0	0	0	46.96	7.99	27.02	56.50	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	179059	201295	0	640000	0	0	0	0	0	0	0	0	0	0	0	0	0	79917	1801	77000	83000	25685	5471	18861	35231	22629	2820	19641	29439	0	0	0	0	66	2	64	71
	1717	13	MAR	12:00	2343931	2226540	216374	1777816	2488450	50.00	0	50.00	50.00	57398	0	0	0	0	0	0	0	63725	3034	55433	66863	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39333	1886	36000	43000	0	0	0	0	0	0	0	0	0	0	0	0	16997	3637	8956	20810	0	0	0	0	2935	3485	0	7926	0	0	0	0	46.95	7.99	27.04	56.51	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	117392	139391	0	317027	0	0	0	0	0	0	0	0	0	0	0	0	0	79917	1801	77000	83000	23586	4914	17190	33044	22277	2750	19164	28625	0	0	0	0	66	2	64	71
	1718	13	MAR	13:00	2424686	2378862	158529	2065100	2536850	50.00	0	50.00	50.00	59226	0	0	0	0	0	0	0	64982	3032	56760	67990	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39333	1886	36000	43000	0	0	0	0	0	0	0	0	0	0	0	0	20044	3059	14432	23799	0	0	0	0	1146	2562	0	6947	0	0	0	0	46.96	7.99	27.06	56.53	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	45824	102473	0	277873	0	0	0	0	0	0	0	0	0	0	0	0	0	79917	1801	77000	83000	20539	3626	15460	27298	22097	2531	19164	27298	0	0	0	0	66	2	64	71
	1719	13	MAR	14:00	2480013	2391467	189165	2150350	2639400	50.00	0	50.00	50.00	59378	0	0	0	0	0	0	0	66302	3001	58465	69447	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39333	1886	36000	43000	0	0	0	0	0	0	0	0	0	0	0	0	20296	3144	14648	24788	0	0	0	0	2214	3190	0	8000	0	0	0	0	46.95	8.00	27.08	56.55	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	88547	127619	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79917	1801	77000	83000	20287	3819	13916	25593	21955	2269	19164	27197	0	0	0	0	66	2	64	71
	1720	13	MAR	15:00	2563662	2411093	208346	1953016	2695100	50.00	0	50.00	50.00	59613	0	0	0	0	0	0	0	67629	2975	60317	71028	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39333	1886	36000	43000	0	0	0	0	0	0	0	0	0	0	0	0	20689	4096	12460	26091	0	0	0	0	3148	3739	0	8000	0	0	0	0	46.94	8.01	27.02	56.49	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	152569	201355	0	640000	0	0	0	0	0	0	0	0	0	0	0	0	0	79917	1801	77000	83000	19895	4431	14016	29540	21903	2190	19164	27197	0	0	0	0	66	2	64	71
	1721	13	MAR	16:00	2613342	2483994	185166	2246100	2740300	50.00	0	50.00	50.00	60488	0	0	0	0	0	0	0	68506	2948	61242	71900	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39333	1886	36000	43000	0	0	0	0	0	0	0	0	0	0	0	0	22147	3527	16222	27190	0	0	0	0	2567	3432	0	8000	0	0	0	0	46.93	8.02	26.96	56.50	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	129348	195584	0	640000	0	0	0	0	0	0	0	0	0	0	0	0	0	79917	1801	77000	83000	18437	2707	15000	22816	21830	2264	19161	27197	0	0	0	0	66	2	64	71
	1722	13	MAR	17:00	2626476	2414262	186800	2066166	2730000	50.00	0	50.00	50.00	59651	0	0	0	0	0	0	0	69183	2917	61998	72324	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39333	1886	36000	43000	0	0	0	0	0	0	0	0	0	0	0	0	20752	4206	14723	28000	0	0	0	0	4639	3585	0	8000	0	0	0	0	46.90	8.02	26.90	56.44	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	212214	188577	0	640000	0	0	0	0	0	0	0	0	0	0	0	0	0	79917	1801	77000	83000	19831	3750	14000	27277	21670	2367	18400	27197	0	0	0	0	66	2	64	71
	1723	13	MAR	18:00	2651281	2538940	196447	2073349	2762550	50.00	0	50.00	50.00	61147	0	0	0	0	0	0	0	69574	2781	62717	72401	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39333	1886	36000	43000	0	0	0	0	0	0	0	0	0	0	0	0	23245	3193	14867	27000	0	0	0	0	2536	2994	0	6947	0	0	0	0	46.89	8.02	26.89	56.46	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	112341	127627	0	277873	0	0	0	0	0	0	0	0	0	0	0	0	0	79917	1801	77000	83000	17338	4348	13000	27133	21612	2457	17730	27180	0	0	0	0	66	2	64	71
	1724	13	MAR	19:00	2679306	2569332	205789	2087049	2779700	50.00	0	50.00	50.00	61512	0	0	0	0	0	0	0	69729	2775	62991	72987	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39333	1886	36000	43000	0	0	0	0	0	0	0	0	0	0	0	0	23853	3865	15141	27951	0	0	0	0	2083	2916	0	8000	0	0	0	0	46.89	8.03	26.83	56.48	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	109975	184520	0	640000	0	0	0	0	0	0	0	0	0	0	0	0	0	79917	1801	77000	83000	16730	4153	13000	26859	21592	2448	17849	27197	0	0	0	0	66	2	64	71
	1725	13	MAR	20:00	2656835	2578757	156328	2318950	2770000	50.00	0	50.00	50.00	61625	0	0	0	0	0	0	0	69568	2737	63043	72940	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39333	1886	36000	43000	0	0	0	0	0	0	0	0	0	0	0	0	24042	2407	19079	27978	0	0	0	0	1734	2685	0	8000	0	0	0	0	46.89	8.03	26.82	56.49	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	78078	113982	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	79917	1801	77000	83000	16542	3338	13000	22313	21661	2374	18383	27197	0	0	0	0	66	2	64	71
	1726	13	MAR	21:00	2641485	2509161	224051	2075849	2770000	50.00	0	50.00	50.00	60790	0	0	0	0	0	0	0	69084	2811	62767	73339	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39333	1886	36000	43000	0	0	0	0	0	0	0	0	0	0	0	0	22650	4487	14917	27794	0	0	0	0	2641	3283	0	8000	0	0	0	0	46.88	8.05	26.76	56.51	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	132325	191049	0	640000	0	0	0	0	0	0	0	0	0	0	0	0	0	79917	1801	77000	83000	17933	4361	13000	27083	21729	2321	18740	27197	0	0	0	0	66	2	64	71
	1727	13	MAR	22:00	2595931	2445973	219843	1932666	2677250	50.00	0	50.00	50.00	60032	0	0	0	0	0	0	0	68261	2640	62931	72631	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39333	1886	36000	43000	0	0	0	0	0	0	0	0	0	0	0	0	21386	4379	12053	26575	0	0	0	0	3082	3533	0	8000	0	0	0	0	46.87	8.07	26.70	56.53	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	149958	195667	0	640000	0	0	0	0	0	0	0	0	0	0	0	0	0	79917	1801	77000	83000	19197	4624	13755	29947	21854	2237	19164	27197	0	0	0	0	66	2	64	71
	1728	13	MAR	23:00	2540102	2387612	179757	2122800	2663300	50.00	0	50.00	50.00	59331	0	0	0	0	0	0	0	67157	2785	61958	71610	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39333	1886	36000	43000	0	0	0	0	0	0	0	0	0	0	0	0	20219	4050	13756	25966	0	0	0	0	3146	3739	0	8000	0	0	0	0	46.85	8.08	26.64	56.55	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	152491	201363	0	640000	0	0	0	0	0	0	0	0	0	0	0	0	0	79917	1801	77000	83000	20364	3786	14034	26504	21903	2190	19164	27197	0	0	0	0	66	2	64	71
	1729	14	MAR	00:00	2628932	2520908	197867	2027450	2715000	50.00	0	50.00	50.00	61321	0	0	0	0	0	0	0	69262	2952	64499	74304	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39833	1572	37000	43000	0	0	0	0	0	0	0	0	0	0	0	0	22535	3897	12549	27000	0	0	0	0	2434	3170	0	8000	0	0	0	0	46.85	8.08	26.63	56.56	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	108024	134069	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	80417	1552	77000	83000	18049	4487	13000	28451	21612	2468	17805	27197	0	0	0	0	67	2	64	71
	1730	14	MAR	01:00	2570703	2504498	177643	2143750	2735000	50.00	0	50.00	50.00	61124	0	0	0	0	0	0	0	67998	2817	62577	72563	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39833	1572	37000	43000	0	0	0	0	0	0	0	0	0	0	0	0	22207	3708	14175	26350	0	0	0	0	1498	2755	0	8000	0	0	0	0	46.85	8.08	26.63	56.58	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	66205	113026	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	80417	1552	77000	83000	18377	3702	13000	24825	21827	2268	19116	27197	0	0	0	0	67	2	64	71
	1731	14	MAR	02:00	2497692	2416575	231759	1993450	2735000	50.00	0	50.00	50.00	60069	0	0	0	0	0	0	0	66756	2719	61209	71517	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39833	1572	37000	43000	0	0	0	0	0	0	0	0	0	0	0	0	20448	4556	11869	26000	0	0	0	0	2015	3456	0	8000	0	0	0	0	46.85	8.07	26.65	56.60	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	81117	137961	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	80417	1552	77000	83000	20135	4654	13000	29131	21903	2190	19164	27197	0	0	0	0	67	2	64	71
	1732	14	MAR	03:00	2446516	2292762	173684	2063400	2553500	50.00	0	50.00	50.00	58583	0	0	0	0	0	0	0	65442	2755	59562	70358	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39833	1572	37000	43000	0	0	0	0	0	0	0	0	0	0	0	0	17972	3047	14300	23770	0	0	0	0	3177	3771	0	8000	0	0	0	0	46.83	8.08	26.59	56.62	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	153754	202147	0	640000	0	0	0	0	0	0	0	0	0	0	0	0	0	80417	1552	77000	83000	22611	3686	16230	27632	21903	2190	19164	27197	0	0	0	0	67	2	64	71
	1733	14	MAR	04:00	2365690	2208685	213130	1841450	2517400	50.00	0	50.00	50.00	57574	0	0	0	0	0	0	0	64508	2915	58424	69214	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39833	1572	37000	43000	0	0	0	0	0	0	0	0	0	0	0	0	16290	4160	8829	23048	0	0	0	0	3925	3932	0	8000	0	0	0	0	46.81	8.06	26.61	56.55	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	157005	157291	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	80417	1552	77000	83000	24293	5009	14952	32171	21987	2373	19164	28099	0	0	0	0	67	2	64	71
	1734	14	MAR	05:00	2358454	2305121	216028	1911350	2590650	50.00	0	50.00	50.00	58731	0	0	0	0	0	0	0	63845	2833	57695	68607	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39833	1572	37000	43000	0	0	0	0	0	0	0	0	0	0	0	0	18219	4016	9527	23113	0	0	0	0	1333	2981	0	8000	0	0	0	0	46.81	8.07	26.63	56.57	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	53333	119257	0	320000	0	0	0	0	0	0	0	0	0	0	0	0	0	80417	1552	77000	83000	22364	4505	15837	29473	22126	2484	19164	28828	0	0	0	0	67	2	64	71
	1735	14	MAR	06:00	2333684	2157185	217942	1911900	2565500	50.00	0	50.00	50.00	56956	0	0	0	0	0	0	0	63299	2934	56161	68104	4459	910	3100	6523	0	0	0	0	0	0	0	0	0	0	0	0	39833	1572	37000	43000	0	0	0	0	0	0	0	0	0	0	0	0	15260	3909	9692	22610	0	0	0	0	3746	3783	0	8000	0	0	0	0	46.79	8.09	26.57	56.59	1734	354	1205	2537	0	0	0	0	43.33	11.06	40.00	80.00	176499	199484	0	640000	0	0	0	0	0	0	0	0	0	0	0	0	0	80417	1552	77000	83000	25323	4213	18390	30491	22344	2836	19164	30362	0	0	0	0	67	2	64	71
