C	area	id	daily
	VARIABLES	BEGIN	END
	58	1	364

C	daily			OP. COST	OP. COST	MRG. PRICE	MRG. PRICE	BALANCE	BALANCE	LOAD	LOAD	H. ROR	H. ROR	WIND	WIND	SOLAR	SOLAR	NUCLEAR	NUCLEAR	LIGNITE	LIGNITE	COAL	COAL	GAS	GAS	OIL	OIL	MIX. FUEL	MIX. FUEL	MISC. DTG	MISC. DTG	H. STOR	H. STOR	H. PUMP	H. PUMP	H. LEV	H. LEV	H. INFL	H. INFL	H. OVFL	H. OVFL	H. VAL	H. VAL	H. COST	H. COST	UNSP. ENRG	UNSP. ENRG	SPIL. ENRG	SPIL. ENRG	LOLD	LOLD	AVL DTG	AVL DTG	DTG MRG	DTG MRG	MAX MRG	MAX MRG	NP COST	NP COST	NODU	NODU
	103	13	APR	6	4	3	9	1	1	11	4	11	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	6	8	1	1	6	1	1	1	8	12	11	1	1	1	1	8	6	8	1	1	1	1	1	1	5	4	10	12	10	6	1	1	6	4
	104	14	APR	6	4	6	4	1	1	6	4	11	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	6	3	1	1	6	1	1	1	8	12	11	1	1	1	1	8	6	8	1	1	1	1	1	1	5	4	10	6	10	6	1	1	6	4
	105	15	APR	6	4	6	4	1	1	6	4	11	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	6	5	1	1	6	2	1	1	8	12	11	1	1	1	1	8	6	8	1	1	1	1	1	1	11	4	10	6	10	6	1	1	9	2
	106	16	APR	6	10	6	9	1	1	11	1	11	1	1	1	1	1	1	1	5	4	1	1	1	1	1	1	6	10	1	1	6	5	1	1	8	12	11	1	1	1	1	8	6	8	1	1	1	1	1	1	10	1	10	3	10	3	1	1	6	2
	107	17	APR	6	10	11	4	1	1	6	1	11	1	1	1	1	1	1	1	2	4	1	1	1	1	1	1	6	10	1	1	4	7	1	1	8	12	11	1	1	1	1	8	4	8	1	1	1	1	1	1	10	4	10	6	10	9	1	1	6	10
	108	18	APR	9	8	3	10	1	1	11	8	11	1	1	1	1	1	1	1	10	7	1	1	1	1	1	1	9	10	1	1	4	1	1	1	8	12	11	1	1	1	1	8	4	1	1	1	1	1	1	1	10	7	10	9	10	7	1	1	6	2
	109	19	APR	9	10	3	7	1	1	9	1	11	1	1	1	1	1	1	1	10	7	1	1	1	1	1	1	9	10	1	1	4	7	1	1	8	12	11	1	1	1	1	8	4	8	1	1	1	1	1	1	10	7	10	9	10	9	1	1	9	10
	110	20	APR	9	10	9	4	1	1	9	10	11	1	1	1	1	1	1	1	5	7	1	1	1	1	1	1	9	10	1	1	9	6	1	1	8	12	11	1	1	1	1	8	9	6	1	1	1	1	1	1	2	1	10	1	10	7	1	1	9	10
	111	21	APR	5	10	5	4	1	1	5	10	11	1	1	1	1	1	1	1	5	7	1	1	1	1	1	1	5	10	1	1	5	10	1	1	8	12	11	1	1	1	1	8	5	8	1	1	1	1	1	1	2	7	2	11	10	11	1	1	5	10
	112	22	APR	5	10	5	4	1	1	5	10	11	1	1	1	1	1	1	1	5	7	1	1	1	1	1	1	5	10	1	1	5	10	1	1	8	11	11	1	1	1	1	8	5	10	1	1	1	1	1	1	2	7	10	5	10	5	1	1	5	10
	113	23	APR	5	10	5	9	1	1	5	10	11	1	1	1	1	1	1	1	2	7	1	1	1	1	1	1	5	10	1	1	9	6	1	1	8	11	11	1	1	1	1	8	9	6	1	1	1	1	1	1	2	7	10	5	10	5	1	1	5	10
	114	24	APR	5	4	5	9	1	1	5	10	11	1	1	1	1	1	1	1	2	7	1	1	1	1	1	1	5	4	1	1	8	10	1	1	8	11	11	1	1	1	1	8	11	10	1	1	1	1	1	1	2	7	2	5	10	5	1	1	5	10
	115	25	APR	5	3	5	9	1	1	5	10	11	1	1	1	1	1	1	1	2	7	1	1	1	1	1	1	5	4	1	1	4	7	1	1	8	11	11	1	1	1	1	8	4	8	1	1	1	1	1	1	2	7	2	5	10	5	1	1	5	10
	116	26	APR	5	6	5	9	1	1	5	6	11	1	1	1	1	1	1	1	6	1	1	1	1	1	1	1	5	6	1	1	4	1	1	1	8	11	11	1	1	1	1	8	4	8	1	1	1	1	1	1	10	7	10	5	10	5	1	1	5	10
	117	27	APR	5	10	7	9	1	1	5	10	11	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	5	10	1	1	4	6	1	1	8	11	11	1	1	1	1	8	4	8	1	1	1	1	1	1	10	7	10	7	10	7	1	1	5	10
	118	28	APR	5	3	5	9	1	1	5	1	11	1	1	1	1	1	1	1	6	1	1	1	1	1	1	1	7	3	1	1	6	10	1	1	8	11	11	1	1	1	1	8	6	8	1	1	1	1	1	1	2	8	3	7	10	5	1	1	5	3
	119	29	APR	5	3	7	9	1	1	5	1	11	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	5	4	1	1	7	9	1	1	8	11	11	1	1	1	1	8	7	9	1	1	1	1	1	1	4	5	4	5	4	5	1	1	5	9
	120	30	APR	5	9	5	9	1	1	5	1	11	1	1	1	1	1	1	1	6	3	1	1	1	1	1	1	3	9	1	1	5	9	1	1	8	12	11	1	1	1	1	8	5	8	1	1	1	1	1	1	4	5	1	5	1	5	1	1	6	9
	121	01	MAY	4	11	3	9	1	1	4	9	11	10	1	1	1	1	1	1	6	3	1	1	1	1	1	1	3	11	1	1	11	10	1	1	8	7	11	10	1	1	1	8	11	8	1	1	1	1	1	1	1	3	11	5	11	5	1	1	2	9
	122	02	MAY	10	11	8	9	1	1	4	9	11	10	1	1	1	1	1	1	6	3	1	1	1	1	1	1	10	11	1	1	7	9	1	1	8	7	11	10	1	1	1	8	7	8	1	1	1	1	1	1	7	5	11	5	11	5	1	1	10	9
	123	03	MAY	10	11	10	9	1	1	3	9	11	10	1	1	1	1	1	1	6	10	1	1	1	1	1	1	10	11	1	1	11	5	1	1	8	7	11	10	1	1	1	8	11	8	1	1	1	1	1	1	7	2	7	5	11	5	1	1	10	9
	124	04	MAY	10	11	10	9	1	1	10	9	11	10	1	1	1	1	1	1	1	8	1	1	1	1	1	1	10	11	1	1	7	8	1	1	8	7	11	10	1	1	1	8	7	8	1	1	1	1	1	1	4	2	4	2	4	5	1	1	10	11
	125	05	MAY	5	11	10	6	1	1	12	9	11	10	1	1	1	1	1	1	1	3	1	1	1	1	1	1	10	11	1	1	12	6	1	1	8	7	11	10	1	1	1	8	12	8	1	1	1	1	1	1	4	2	4	12	4	12	1	1	5	11
	126	06	MAY	12	11	12	11	1	1	12	8	11	10	1	1	1	1	1	1	12	8	1	1	1	1	1	1	12	11	1	1	12	10	1	1	8	7	11	10	1	1	1	8	12	8	1	1	1	1	1	1	4	2	4	12	4	12	1	1	1	11
	127	07	MAY	3	11	3	1	1	1	12	8	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	3	11	1	1	3	10	1	1	3	12	3	10	1	1	3	1	3	10	1	1	1	1	1	1	10	2	3	12	3	12	1	1	3	11
	128	08	MAY	3	11	3	9	1	1	6	8	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	3	11	1	1	3	5	1	1	3	12	3	10	1	1	3	1	3	5	1	1	1	1	1	1	4	2	3	2	3	2	1	1	3	11
	129	09	MAY	3	11	3	9	1	1	4	11	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	3	11	1	1	3	5	1	1	3	12	3	10	1	1	3	1	3	5	1	1	1	1	1	1	1	2	3	2	3	2	1	1	3	11
	130	10	MAY	3	11	3	9	1	1	4	11	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	3	11	1	1	3	5	1	1	3	12	3	10	1	1	3	1	3	5	1	1	1	1	1	1	1	2	3	2	3	2	1	1	3	11
	131	11	MAY	3	11	3	9	1	1	4	11	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	3	11	1	1	3	9	1	1	3	12	3	10	1	1	3	1	3	9	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	11
	132	12	MAY	3	11	3	11	1	1	5	2	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	3	11	1	1	3	10	1	1	3	12	3	10	1	1	3	1	3	10	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	11
	133	13	MAY	3	2	3	9	1	1	1	3	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	3	9	1	1	3	10	1	1	3	12	3	10	1	1	3	1	3	10	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	4
	134	14	MAY	8	3	8	3	1	1	1	3	11	10	1	1	1	1	1	1	1	4	1	1	1	1	1	1	8	3	1	1	7	3	1	1	8	12	11	10	1	1	1	8	7	3	1	1	1	1	1	1	5	7	5	8	5	8	1	1	10	4
	135	15	MAY	10	4	8	4	1	1	1	5	11	10	1	1	1	1	1	1	10	4	1	1	1	1	1	1	8	3	1	1	11	5	1	1	8	12	11	10	1	1	1	8	11	8	1	1	1	1	1	1	6	2	4	8	4	8	1	1	10	4
	136	16	MAY	10	4	8	7	1	1	1	4	11	10	1	1	1	1	1	1	1	12	1	1	1	1	1	1	8	4	1	1	7	5	1	1	8	12	11	10	1	1	1	8	7	8	1	1	1	1	1	1	6	2	4	8	4	8	1	1	1	4
	137	17	MAY	8	4	8	7	1	1	8	4	11	10	1	1	1	1	1	1	1	2	1	1	1	1	1	1	8	4	1	1	11	5	1	1	8	12	11	10	1	1	1	8	11	8	1	1	1	1	1	1	6	2	4	8	4	8	1	1	8	4
	138	18	MAY	1	4	8	4	1	1	1	4	11	10	1	1	1	1	1	1	1	2	1	1	1	1	1	1	8	4	1	1	3	6	1	1	8	12	11	10	1	1	1	8	3	6	1	1	1	1	1	1	6	8	6	8	6	8	1	1	1	4
	139	19	MAY	8	4	8	12	1	1	8	12	11	10	1	1	1	1	1	1	8	4	1	1	1	1	1	1	6	12	1	1	6	5	1	1	8	12	11	10	1	1	1	8	6	5	1	1	1	1	1	1	6	2	6	8	6	8	1	1	1	4
	140	20	MAY	1	11	3	4	1	1	1	4	11	10	1	1	1	1	1	1	1	11	1	1	1	1	1	1	1	11	1	1	1	4	1	1	8	12	11	10	1	1	1	8	1	8	1	1	1	1	1	1	6	3	4	3	4	3	1	1	1	11
	141	21	MAY	8	11	10	4	1	1	8	11	11	10	1	1	1	1	1	1	8	11	1	1	1	1	1	1	2	4	1	1	7	10	1	1	8	12	11	10	1	1	1	8	7	8	1	1	1	1	1	1	6	3	4	8	4	8	1	1	5	11
	142	22	MAY	8	11	10	4	1	1	8	6	11	10	1	1	1	1	1	1	12	3	1	1	1	1	1	1	8	4	1	1	8	3	1	1	8	7	11	10	1	1	1	8	11	3	1	1	1	1	1	1	6	3	6	8	6	8	1	1	5	4
	143	23	MAY	8	11	10	4	1	1	2	11	11	10	1	1	1	1	1	1	4	3	1	1	1	1	1	1	10	11	1	1	7	5	1	1	8	7	11	10	1	1	1	8	7	8	1	1	1	1	1	1	6	2	11	2	11	2	1	1	5	11
	144	24	MAY	5	11	2	4	1	1	2	11	11	10	1	1	1	1	1	1	4	10	1	1	1	1	1	1	2	11	1	1	7	6	1	1	8	7	11	10	1	1	1	8	7	8	1	1	1	1	1	1	6	2	6	2	6	2	1	1	5	11
	145	25	MAY	2	11	2	9	1	1	2	11	11	10	1	1	1	1	1	1	2	9	1	1	1	1	1	1	2	11	1	1	7	9	1	1	8	7	11	10	1	1	1	8	7	8	1	1	1	1	1	1	6	2	11	2	6	2	1	1	5	11
	146	26	MAY	5	11	3	11	1	1	5	11	11	10	1	1	1	1	1	1	5	11	1	1	1	1	1	1	2	11	1	1	3	1	1	1	8	7	11	10	1	1	1	8	3	8	1	1	1	1	1	1	1	2	11	2	11	2	1	1	5	11
	147	27	MAY	5	11	5	11	1	1	5	9	11	10	1	1	1	1	1	1	5	11	1	1	1	1	1	1	2	11	1	1	5	10	1	1	8	7	11	10	1	1	1	8	5	8	1	1	1	1	1	1	1	2	6	2	6	5	1	1	5	11
	148	28	MAY	5	11	5	11	1	1	5	9	11	10	1	1	1	1	1	1	5	11	1	1	1	1	1	1	2	11	1	1	12	8	1	1	8	7	11	10	1	1	1	8	12	8	1	1	1	1	1	1	6	2	1	5	1	5	1	1	5	11
	149	29	MAY	5	11	5	1	1	1	5	1	11	10	1	1	1	1	1	1	5	7	1	1	1	1	1	1	5	11	1	1	12	10	1	1	8	7	11	10	1	1	1	8	12	8	1	1	1	1	1	1	1	2	1	5	1	5	1	1	6	11
	150	30	MAY	5	7	5	7	1	1	5	10	11	10	1	1	1	1	1	1	6	7	1	1	1	1	1	1	5	11	1	1	7	9	1	1	8	7	11	10	1	1	1	8	7	8	1	1	1	1	1	1	1	2	1	5	1	5	1	1	6	1
	151	31	MAY	5	7	5	7	1	1	5	10	11	10	1	1	1	1	1	1	6	4	1	1	1	1	1	1	5	7	1	1	12	10	1	1	8	7	11	10	1	1	1	8	12	8	1	1	1	1	1	1	1	10	7	5	7	5	1	1	6	7
	152	01	JUN	6	1	5	7	1	1	6	10	11	8	1	1	1	1	1	1	6	4	1	1	1	1	1	1	5	1	1	1	11	10	1	1	8	7	11	8	1	1	1	8	11	10	1	1	1	1	1	1	1	10	1	5	1	5	1	1	6	1
	153	02	JUN	5	1	5	1	1	1	5	1	11	8	1	1	1	1	1	1	5	7	1	1	1	1	1	1	2	1	1	1	2	1	1	1	8	7	11	8	1	1	1	8	2	1	1	1	1	1	1	1	1	9	1	5	1	5	1	1	6	1
	154	03	JUN	5	1	5	1	1	1	5	1	11	8	1	1	1	1	1	1	5	4	1	1	1	1	1	1	2	1	1	1	2	1	1	1	8	7	11	8	1	1	1	1	2	1	1	1	1	1	1	1	1	9	1	5	1	5	1	1	6	4
	155	04	JUN	2	4	5	4	1	1	2	10	11	8	1	1	1	1	1	1	2	4	1	1	1	1	1	1	2	4	1	1	2	10	1	1	8	7	11	8	1	1	1	1	2	10	1	1	1	1	1	1	3	9	3	5	1	5	1	1	2	4
	156	05	JUN	8	4	10	4	1	1	2	4	11	8	1	1	1	1	1	1	8	11	1	1	1	1	1	1	2	4	1	1	7	3	1	1	8	7	11	8	1	1	1	1	7	3	1	1	1	1	1	1	6	9	4	8	4	8	1	1	2	4
	157	06	JUN	9	4	9	4	1	1	7	1	11	8	1	1	1	1	1	1	2	11	1	1	1	1	1	1	9	4	1	1	7	10	1	1	8	7	11	8	1	1	1	1	7	10	1	1	1	1	1	1	6	9	4	9	4	9	1	1	2	4
	158	07	JUN	9	12	9	4	1	1	9	12	11	8	1	1	1	1	1	1	9	11	1	1	1	1	1	1	9	4	1	1	11	6	1	1	8	7	11	8	1	1	1	1	11	6	1	1	1	1	1	1	6	10	4	9	4	9	1	1	5	12
	159	08	JUN	5	4	3	4	1	1	3	12	11	8	1	1	1	1	1	1	5	4	1	1	1	1	1	1	3	4	1	1	3	5	1	1	8	7	11	8	1	1	1	1	3	5	1	1	1	1	1	1	5	10	4	10	4	9	1	1	5	4
	160	09	JUN	3	4	10	4	1	1	3	8	11	8	1	1	1	1	1	1	3	4	1	1	1	1	1	1	3	1	1	1	7	2	1	1	8	7	11	8	1	1	1	1	7	2	1	1	1	1	1	1	5	7	6	10	6	10	1	1	5	9
	161	10	JUN	9	1	10	4	1	1	3	8	11	8	1	1	1	1	1	1	9	1	1	1	1	1	1	1	2	4	1	1	2	9	1	1	8	7	11	8	1	1	1	1	2	9	1	1	1	1	1	1	6	7	6	11	6	11	1	1	5	7
	162	11	JUN	9	1	10	4	1	1	9	8	11	8	1	1	1	1	1	1	9	1	1	1	1	1	1	1	1	12	1	1	7	10	1	1	8	7	11	8	1	1	1	1	7	10	1	1	1	1	1	1	6	7	6	11	6	11	1	1	5	7
	163	12	JUN	9	1	9	2	1	1	9	8	11	8	1	1	1	1	1	1	9	1	1	1	1	1	1	1	1	12	1	1	3	8	1	1	8	7	11	8	1	1	1	1	3	8	1	1	1	1	1	1	6	7	6	10	6	10	1	1	2	1
	164	13	JUN	5	12	10	6	1	1	11	8	11	8	1	1	1	1	1	1	5	1	1	1	1	1	1	1	9	12	1	1	11	8	1	1	8	7	11	8	1	1	1	1	11	8	1	1	1	1	1	1	6	10	6	10	6	10	1	1	5	12
	165	14	JUN	4	12	10	6	1	1	4	8	11	8	1	1	1	1	1	1	4	7	1	1	1	1	1	1	9	12	1	1	11	5	1	1	8	7	11	8	1	1	1	1	11	5	1	1	1	1	1	1	6	10	6	10	6	10	1	1	4	7
	166	15	JUN	4	12	10	12	1	1	4	12	11	8	1	1	1	1	1	1	4	5	1	1	1	1	1	1	1	12	1	1	4	5	1	1	8	7	11	8	1	1	1	1	4	5	1	1	1	1	1	1	6	10	12	10	12	10	1	1	6	12
	167	16	JUN	4	12	10	12	1	1	4	8	11	8	1	1	1	1	1	1	4	12	1	1	1	1	1	1	1	12	1	1	2	9	1	1	8	7	11	8	1	1	1	1	2	9	1	1	1	1	1	1	6	10	12	10	12	10	1	1	4	1
	168	17	JUN	10	12	10	12	1	1	4	5	11	8	1	1	1	1	1	1	10	12	1	1	1	1	1	1	1	12	1	1	2	5	1	1	8	7	11	8	1	1	1	1	2	5	1	1	1	1	1	1	6	7	12	10	12	10	1	1	4	5
	169	18	JUN	6	5	10	12	1	1	4	5	11	8	1	1	1	1	1	1	6	5	1	1	1	1	1	1	2	12	1	1	7	10	1	1	8	7	11	8	1	1	7	1	7	10	1	1	1	1	1	1	6	7	12	10	12	10	1	1	4	5
	170	19	JUN	10	11	10	7	1	1	4	5	11	8	1	1	1	1	1	1	10	11	1	1	1	1	1	1	2	11	1	1	3	5	1	1	8	7	11	8	1	1	7	1	3	5	1	1	1	1	1	1	6	7	12	10	12	10	1	1	4	11
	171	20	JUN	10	11	10	11	1	1	4	11	11	8	1	1	1	1	1	1	10	11	1	1	1	1	1	1	2	11	1	1	7	5	1	1	8	7	11	8	1	1	7	1	7	5	1	1	1	1	1	1	8	5	9	10	1	10	1	1	8	11
	172	21	JUN	10	1	10	12	1	1	10	8	11	8	1	1	1	1	1	1	10	11	1	1	1	1	1	1	2	1	1	1	7	5	1	1	8	7	11	8	1	1	7	1	7	5	1	1	1	1	1	1	8	5	1	2	1	10	1	1	10	11
	173	22	JUN	10	1	3	1	1	1	10	8	11	8	1	1	1	1	1	1	10	11	1	1	1	1	1	1	2	1	1	1	11	8	1	1	8	7	11	8	1	1	7	1	7	8	1	1	1	1	1	1	1	11	1	2	1	2	1	1	8	11
	174	23	JUN	10	1	10	1	1	1	2	9	11	8	1	1	1	1	1	1	10	12	1	1	1	1	1	1	2	1	1	1	11	1	1	1	8	7	11	8	1	1	7	1	11	1	1	1	1	1	1	1	1	11	1	2	1	2	1	1	8	9
	175	24	JUN	8	1	10	1	1	1	2	1	11	8	1	1	1	1	1	1	8	1	1	1	1	1	1	1	2	1	1	1	6	9	1	1	8	7	11	8	1	1	7	1	6	9	1	1	1	1	1	1	1	11	1	11	1	11	1	1	8	9
	176	25	JUN	8	1	3	1	1	1	7	1	11	8	1	1	1	1	1	1	8	1	1	1	1	1	1	1	2	1	1	1	2	9	1	1	8	7	11	8	1	1	7	1	2	9	1	1	1	1	1	1	1	11	1	12	1	12	1	1	8	9
	177	26	JUN	8	1	9	1	1	1	8	1	11	8	1	1	1	1	1	1	8	1	1	1	1	1	1	1	5	1	1	1	6	5	1	1	8	7	11	8	1	1	7	1	7	5	1	1	1	1	1	1	1	11	1	12	1	12	1	1	8	1
	178	27	JUN	8	1	9	2	1	1	12	1	11	8	1	1	1	1	1	1	8	9	1	1	1	1	1	1	5	2	1	1	11	10	1	1	8	7	11	8	1	1	7	1	11	10	1	1	1	1	1	1	1	11	1	12	1	12	1	1	8	11
	179	28	JUN	8	1	4	2	1	1	12	9	11	8	1	1	1	1	1	1	8	9	1	1	1	1	1	1	4	2	1	1	12	6	1	1	8	7	11	8	1	1	7	1	12	6	1	1	1	1	1	1	1	12	1	12	1	12	1	1	8	9
	180	29	JUN	8	1	4	2	1	1	4	10	11	8	1	1	1	1	1	1	8	9	1	1	1	1	1	1	4	2	1	1	7	10	1	1	8	7	11	8	1	1	7	1	7	10	1	1	1	1	1	1	1	5	1	12	1	12	1	1	8	9
	181	30	JUN	8	2	4	2	1	1	4	10	11	8	1	1	1	1	1	1	8	10	1	1	1	1	1	1	3	2	1	1	7	8	1	1	8	7	11	8	1	1	7	1	7	8	1	1	1	1	1	1	1	9	1	12	1	12	1	1	2	12
	182	01	JUL	5	2	10	2	1	1	12	2	7	5	1	1	1	1	1	1	5	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	8	7	7	5	1	1	6	1	1	2	1	1	1	1	1	1	2	9	2	9	2	9	1	1	3	12
	183	02	JUL	5	2	10	2	1	1	12	2	7	5	1	1	1	1	1	1	5	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	8	7	7	5	1	1	6	2	1	2	1	1	1	1	1	1	2	9	2	5	2	5	1	1	3	12
	184	03	JUL	5	2	4	2	1	1	4	2	7	5	1	1	1	1	1	1	5	11	1	1	1	1	1	1	1	2	1	1	1	2	1	1	8	7	7	5	1	1	5	2	1	2	1	1	1	1	1	1	2	9	2	5	2	5	1	1	3	2
	185	04	JUL	5	7	5	2	1	1	4	6	7	5	1	1	1	1	1	1	3	7	1	1	1	1	1	1	4	2	1	1	4	6	1	1	8	7	7	5	1	1	1	2	7	6	1	1	1	1	1	1	6	9	2	5	6	5	1	1	3	7
	186	05	JUL	12	7	5	2	1	1	12	8	7	5	1	1	1	1	1	1	12	7	1	1	1	1	1	1	5	2	1	1	5	8	1	1	8	7	7	5	1	1	5	2	5	8	1	1	1	1	1	1	6	7	2	12	2	5	1	1	3	7
	187	06	JUL	12	7	10	6	1	1	12	6	7	5	1	1	1	1	1	1	12	7	1	1	1	1	1	1	3	1	1	1	3	6	1	1	8	7	7	5	1	1	5	2	3	10	1	1	1	1	1	1	6	7	6	5	6	5	1	1	3	7
	188	07	JUL	12	6	10	11	1	1	12	6	7	5	1	1	1	1	1	1	12	6	1	1	1	1	1	1	1	11	1	1	2	5	1	1	8	7	7	5	1	1	5	2	2	10	1	1	1	1	1	1	6	5	6	5	6	5	1	1	1	5
	189	08	JUL	12	7	10	7	1	1	12	7	7	5	1	1	1	1	1	1	12	7	1	1	1	1	1	1	1	7	1	1	2	10	1	1	8	7	7	5	1	1	1	2	2	10	1	1	1	1	1	1	6	10	7	12	7	12	1	1	9	5
	190	09	JUL	12	7	10	7	1	1	12	7	7	5	1	1	1	1	1	1	12	7	1	1	1	1	1	1	1	7	1	1	1	5	1	1	8	12	7	5	1	1	1	2	1	5	1	1	1	1	1	1	9	10	3	12	3	12	1	1	9	5
	191	10	JUL	5	7	5	7	1	1	12	6	7	5	1	1	1	1	1	1	5	6	1	1	1	1	1	1	2	11	1	1	11	5	1	1	8	12	7	5	1	1	1	2	11	3	1	1	1	1	1	1	9	10	6	5	6	5	1	1	9	4
	192	11	JUL	12	4	5	4	1	1	12	10	7	5	1	1	1	1	1	1	9	3	1	1	1	1	1	1	5	11	1	1	12	10	1	1	8	12	7	5	1	1	1	2	12	10	1	1	1	1	1	1	6	2	6	5	6	5	1	1	9	4
	193	12	JUL	5	11	5	4	1	1	12	6	7	5	1	1	1	1	1	1	5	3	1	1	1	1	1	1	5	11	1	1	12	10	1	1	8	12	7	5	1	1	1	2	12	10	1	1	1	1	1	1	6	5	6	5	6	5	1	1	9	3
	194	13	JUL	5	3	5	4	1	1	12	6	7	5	1	1	1	1	1	1	5	3	1	1	1	1	1	1	2	11	1	1	7	6	1	1	8	12	7	5	1	1	1	2	7	10	1	1	1	1	1	1	9	5	6	5	6	5	1	1	9	3
	195	14	JUL	5	1	10	1	1	1	12	6	7	5	1	1	1	1	1	1	5	1	1	1	1	1	1	1	2	7	1	1	3	5	1	1	8	12	7	5	1	1	1	2	3	2	1	1	1	1	1	1	9	5	6	5	6	5	1	1	9	3
	196	15	JUL	5	1	10	7	1	1	4	8	7	5	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	7	1	1	1	8	1	1	8	12	7	5	1	1	1	2	1	8	1	1	1	1	1	1	9	5	9	5	9	5	1	1	11	3
	197	16	JUL	5	7	10	7	1	1	4	8	7	5	1	1	1	1	1	1	5	7	1	1	1	1	1	1	1	7	1	1	12	7	1	1	8	12	7	5	1	1	1	2	12	4	1	1	1	1	1	1	4	5	9	5	7	5	1	1	11	3
	198	17	JUL	5	7	10	7	1	1	11	8	7	5	1	1	1	1	1	1	5	7	1	1	1	1	1	1	1	7	1	1	11	6	1	1	8	12	7	5	1	1	1	2	11	2	1	1	1	1	1	1	4	3	7	5	7	5	1	1	11	7
	199	18	JUL	6	8	5	1	1	1	11	8	7	5	1	1	1	1	1	1	6	8	1	1	1	1	1	1	2	9	1	1	11	8	1	1	8	5	7	5	1	1	1	2	11	8	1	1	1	1	1	1	11	7	12	5	12	5	1	1	11	7
	200	19	JUL	6	8	3	12	1	1	11	8	7	5	1	1	1	1	1	1	6	8	1	1	1	1	1	1	2	12	1	1	7	8	1	1	8	5	7	5	1	1	1	2	7	8	1	1	1	1	1	1	1	3	12	6	12	6	1	1	11	3
	201	20	JUL	6	8	4	12	1	1	4	8	7	5	1	1	1	1	1	1	6	8	1	1	1	1	1	1	1	12	1	1	7	8	1	1	8	5	7	5	1	1	1	2	7	8	1	1	1	1	1	1	11	3	12	6	12	6	1	1	1	3
	202	21	JUL	6	12	10	12	1	1	4	8	7	5	1	1	1	1	1	1	6	12	1	1	1	1	1	1	1	1	1	1	8	5	1	1	8	5	7	5	1	1	1	2	8	10	1	1	1	1	1	1	11	6	9	6	9	6	1	1	1	4
	203	22	JUL	4	12	10	12	1	1	4	12	7	5	1	1	1	1	1	1	4	12	1	1	1	1	1	1	1	1	1	1	7	12	1	1	8	5	7	5	1	1	1	2	7	12	1	1	1	1	1	1	11	7	12	7	12	7	1	1	1	4
	204	23	JUL	4	12	10	12	1	1	4	3	7	5	1	1	1	1	1	1	4	12	1	1	1	1	1	1	1	3	1	1	8	6	1	1	8	5	7	5	1	1	1	3	8	2	1	1	1	1	1	1	11	5	12	4	12	4	1	1	1	4
	205	24	JUL	6	3	4	12	1	1	4	3	7	5	1	1	1	1	1	1	6	3	1	1	1	1	1	1	1	3	1	1	8	10	1	1	8	5	7	5	1	1	1	3	8	9	1	1	1	1	1	1	11	5	11	4	11	4	1	1	1	3
	206	25	JUL	6	3	4	12	1	1	7	3	7	5	1	1	1	1	1	1	6	11	1	1	1	1	1	1	1	3	1	1	2	5	1	1	8	5	7	5	1	1	1	3	2	8	1	1	1	1	1	1	11	4	11	4	11	4	1	1	8	3
	207	26	JUL	4	3	4	3	1	1	7	3	7	5	1	1	1	1	1	1	4	11	1	1	1	1	1	1	1	3	1	1	7	5	1	1	8	5	7	5	1	1	1	3	7	8	1	1	1	1	1	1	11	4	3	4	11	4	1	1	8	3
	208	27	JUL	7	3	4	3	1	1	7	3	7	5	1	1	1	1	1	1	7	3	1	1	1	1	1	1	1	3	1	1	11	3	1	1	8	5	7	5	1	1	1	3	11	3	1	1	1	1	1	1	11	4	3	4	3	4	1	1	5	3
	209	28	JUL	9	3	4	3	1	1	7	10	7	5	1	1	1	1	1	1	9	3	1	1	1	1	1	1	1	3	1	1	11	8	1	1	8	5	7	5	1	1	1	3	11	8	1	1	1	1	1	1	8	4	3	4	3	4	1	1	8	7
	210	29	JUL	6	3	10	3	1	1	4	10	7	5	1	1	1	1	1	1	6	3	1	1	1	1	1	1	1	3	1	1	12	10	1	1	8	5	7	5	1	1	1	3	12	10	1	1	1	1	1	1	8	5	8	4	8	4	1	1	8	7
