C	area	va	daily
	VARIABLES	BEGIN	END
	122	1	364

C	daily			OV. COST	OP. COST	OP. COST	OP. COST	OP. COST	MRG. PRICE	MRG. PRICE	MRG. PRICE	MRG. PRICE	CO2 EMIS.	BALANCE	BALANCE	BALANCE	BALANCE	ROW BAL.	PSP	MISC. NDG	LOAD	LOAD	LOAD	LOAD	H. ROR	H. ROR	H. ROR	H. ROR	WIND	WIND	WIND	WIND	SOLAR	SOLAR	SOLAR	SOLAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	LIGNITE	LIGNITE	LIGNITE	LIGNITE	COAL	COAL	COAL	COAL	GAS	GAS	GAS	GAS	OIL	OIL	OIL	OIL	MIX. FUEL	MIX. FUEL	MIX. FUEL	MIX. FUEL	MISC. DTG	MISC. DTG	MISC. DTG	MISC. DTG	H. STOR	H. STOR	H. STOR	H. STOR	H. PUMP	H. PUMP	H. PUMP	H. PUMP	H. LEV	H. LEV	H. LEV	H. LEV	H. INFL	H. INFL	H. INFL	H. INFL	H. OVFL	H. OVFL	H. OVFL	H. OVFL	H. VAL	H. VAL	H. VAL	H. VAL	H. COST	H. COST	H. COST	H. COST	UNSP. ENRG	UNSP. ENRG	UNSP. ENRG	UNSP. ENRG	SPIL. ENRG	SPIL. ENRG	SPIL. ENRG	SPIL. ENRG	LOLD	LOLD	LOLD	LOLD	LOLP	AVL DTG	AVL DTG	AVL DTG	AVL DTG	DTG MRG	DTG MRG	DTG MRG	DTG MRG	MAX MRG	MAX MRG	MAX MRG	MAX MRG	NP COST	NP COST	NP COST	NP COST	NODU	NODU	NODU	NODU
	85	26	MAR	49946104	48205887	2902134	40641299	51095507	50.00	0	50.00	50.00	1317911	0	0	0	0	0	0	0	1396424	48120	1313183	1453287	107025	21839	74388	156552	0	0	0	0	0	0	0	0	0	0	0	0	948000	26833	888000	984000	0	0	0	0	0	0	0	0	0	0	0	0	300518	59798	140826	361027	0	0	0	0	40882	11530	29018	61049	0	0	0	0	45.56	8.04	25.14	54.57	41621	8492	28931	60882	0	0	0	0	43.33	11.06	40.00	80.00	1740217	504968	1160715	2518884	0	0	0	0	0	0	0	0	0	0	0	0	0	1904000	66693	1752000	1992000	655482	82923	529005	867174	627701	75093	502622	811369	0	0	0	0	1532	119	1157	1632
	86	27	MAR	54930166	52763816	3347397	44146086	55870582	50.00	0	50.00	50.00	1377286	0	0	0	0	0	0	0	1497971	55972	1369628	1541572	107026	21841	74388	156562	0	0	0	0	0	0	0	0	0	0	0	0	954000	48125	840000	1008000	0	0	0	0	0	0	0	0	0	0	0	0	387476	78002	227722	508285	0	0	0	0	49469	11998	28787	64696	0	0	0	0	45.50	8.05	25.13	54.53	41621	8492	28932	60882	0	0	0	0	43.33	11.06	40.00	80.00	2166350	848339	1151495	4502392	0	0	0	0	0	0	0	0	0	0	0	0	0	1908000	74940	1704000	1992000	566524	91920	355715	756278	568221	69281	416877	719991	0	0	0	0	1553	95	1291	1656
	87	28	MAR	59530573	56777915	3335818	47749836	60841900	50.00	0	50.00	50.00	1416095	0	0	0	0	0	0	0	1587335	57519	1455144	1665385	107027	21841	74388	156564	0	0	0	0	0	0	0	0	0	0	0	0	942000	39345	864000	984000	0	0	0	0	0	0	0	0	0	0	0	0	476158	69078	282997	533926	0	0	0	0	62150	14010	35234	88655	0	0	0	0	45.41	8.01	25.10	54.19	41621	8492	28931	60882	0	0	0	0	43.33	11.06	40.00	80.00	2752658	1215348	1409370	6400000	0	0	0	0	0	0	0	0	0	0	0	0	0	1904000	59867	1728000	1968000	485842	83471	359962	677003	527834	64042	423668	678972	0	0	0	0	1554	63	1392	1629
	88	29	MAR	59465922	56696111	3414375	46943312	61884813	50.00	0	50.00	50.00	1410433	0	0	0	0	0	0	0	1586327	70185	1400669	1675768	107027	21841	74388	156564	0	0	0	0	0	0	0	0	0	0	0	0	936000	37947	864000	984000	0	0	0	0	0	0	0	0	0	0	0	0	478722	65777	283666	548896	0	0	0	0	64579	24108	24439	113958	0	0	0	0	45.19	8.04	24.84	53.93	41621	8493	28932	60883	0	0	0	0	43.33	11.06	40.00	80.00	2769812	1088609	977550	4558320	0	0	0	0	0	0	0	0	0	0	0	0	0	1894000	59967	1728000	1968000	479278	67151	358350	652334	524772	65916	425178	694010	0	0	0	0	1558	68	1375	1608
	89	30	MAR	55510702	53032585	3438118	45300986	58434605	50.00	0	50.00	50.00	1369591	0	0	0	0	0	0	0	1505545	59084	1390886	1585161	107026	21842	74388	156564	0	0	0	0	0	0	0	0	0	0	0	0	940000	40200	888000	1008000	0	0	0	0	0	0	0	0	0	0	0	0	402652	71820	250820	509003	0	0	0	0	55867	9339	46212	73030	0	0	0	0	45.00	8.09	24.70	53.71	41621	8492	28931	60882	0	0	0	0	43.33	11.06	40.00	80.00	2478118	1060959	1848478	5842370	0	0	0	0	0	0	0	0	0	0	0	0	0	1900000	48826	1800000	1944000	557348	52374	480108	621816	560091	49560	492998	661892	0	0	0	0	1543	72	1374	1608
	90	31	MAR	50080503	48149960	3920010	39202201	52188321	50.00	0	50.00	50.00	1304760	0	0	0	0	0	0	0	1392370	70331	1263217	1462288	107026	21842	74388	156564	0	0	0	0	0	0	0	0	0	0	0	0	932000	37736	888000	1008000	0	0	0	0	0	0	0	0	0	0	0	0	310599	74543	128844	412928	0	0	0	0	42745	17157	13450	72546	0	0	0	0	44.90	8.17	24.35	53.54	41621	8493	28932	60883	0	0	0	0	43.33	11.06	40.00	80.00	1930542	1192337	537992	5298018	0	0	0	0	0	0	0	0	0	0	0	0	0	1888000	52154	1776000	1968000	645401	45436	576084	722831	619329	43516	560349	711059	0	0	0	0	1465	154	1086	1632
	91	01	APR	46266068	44411496	3896331	38291888	50690697	50.00	0	50.00	50.00	1255218	0	0	0	0	0	0	0	1333619	78315	1223706	1456464	124446	17800	93768	156408	0	0	0	0	0	0	0	0	0	0	0	0	926000	43220	840000	1008000	0	0	0	0	0	0	0	0	0	0	0	0	240030	75123	110638	375414	0	0	0	0	43144	11937	23302	58316	0	0	0	0	44.92	8.18	24.31	53.48	46027	6583	34684	57848	0	0	0	0	43.33	11.06	40.00	80.00	1854572	603500	932090	3091812	0	0	0	0	0	0	0	0	0	0	0	0	0	1884000	51381	1776000	1944000	717970	50964	608586	822706	679897	45825	604522	766800	0	0	0	0	1398	205	1068	1632
	92	02	APR	47696568	45248863	3572800	38429493	51373900	49.90	0.35	48.75	50.00	1260555	0	0	0	0	0	0	0	1360625	67893	1228100	1475454	124445	17800	93768	156408	0	0	0	0	0	0	0	0	0	0	0	0	919960	44167	840000	984000	0	0	0	0	0	0	0	0	0	0	0	0	261005	69356	113723	371768	0	0	0	0	55214	18821	22445	92140	0	0	0	0	44.90	8.18	24.28	53.48	46027	6583	34684	57848	0	0	0	0	43.33	11.06	40.00	80.00	2447705	1229650	897797	5739348	0	0	0	0	0	0	0	0	0	0	0	0	0	1880000	49315	1776000	1992000	699035	38928	657225	777176	675307	47735	613094	782935	0	0	0	0	1413	179	1082	1584
	93	03	APR	52300747	49416216	3918341	40914273	54858072	50.00	0	50.00	50.00	1318395	0	0	0	0	0	0	0	1457216	66616	1299377	1546832	124445	17800	93768	156408	0	0	0	0	0	0	0	0	0	0	0	0	930000	32680	864000	960000	0	0	0	0	0	0	0	0	0	0	0	0	337324	88118	163085	492361	0	0	0	0	65447	20932	30082	96000	0	0	0	0	44.74	8.15	24.04	53.00	46027	6583	34684	57848	0	0	0	0	43.33	11.06	40.00	80.00	2884531	1339295	1203263	6400000	0	0	0	0	0	0	0	0	0	0	0	0	0	1894000	43220	1824000	1992000	626676	67493	511074	724915	634060	62738	521237	742541	0	0	0	0	1459	138	1134	1584
	94	04	APR	56029848	52701723	4154851	43867013	59250114	50.00	0	50.00	50.00	1362501	0	0	0	0	0	0	0	1534483	65045	1393123	1629870	124445	17800	93768	156408	0	0	0	0	0	0	0	0	0	0	0	0	936000	32496	888000	984000	0	0	0	0	0	0	0	0	0	0	0	0	398834	100676	188540	563402	0	0	0	0	75203	17596	47108	112000	0	0	0	0	44.50	8.19	23.57	52.71	46027	6583	34684	57848	0	0	0	0	43.33	11.06	40.00	80.00	3328125	1467721	1884309	7680000	0	0	0	0	0	0	0	0	0	0	0	0	0	1902000	34117	1848000	1968000	567166	88334	396598	699460	608204	72212	474146	730158	0	0	0	0	1506	102	1208	1608
	95	05	APR	56071387	53301385	4014869	43364450	58744009	50.00	0	50.00	50.00	1365017	0	0	0	0	0	0	0	1535341	55074	1413961	1615474	124445	17800	93768	156408	0	0	0	0	0	0	0	0	0	0	0	0	930000	26153	888000	984000	0	0	0	0	0	0	0	0	0	0	0	0	415028	94991	178489	534549	0	0	0	0	65868	21830	36044	96000	0	0	0	0	44.22	8.17	23.38	52.62	46027	6583	34685	57848	0	0	0	0	43.33	11.06	40.00	80.00	2770002	830712	1441774	3840000	0	0	0	0	0	0	0	0	0	0	0	0	0	1908000	26833	1872000	1944000	562972	81142	440320	709511	612998	63790	489929	721262	0	0	0	0	1507	97	1220	1606
	96	06	APR	51405173	48443647	3287443	41591439	53723046	50.00	0	50.00	50.00	1303604	0	0	0	0	0	0	0	1437156	50299	1360459	1549016	124445	17800	93768	156408	0	0	0	0	0	0	0	0	0	0	0	0	926000	31686	888000	1008000	0	0	0	0	0	0	0	0	0	0	0	0	320673	80884	126229	437984	0	0	0	0	66038	24704	21938	104000	0	0	0	0	44.05	8.18	23.17	52.45	46027	6583	34684	57848	0	0	0	0	43.33	11.06	40.00	80.00	2961525	1694072	877523	7680000	0	0	0	0	0	0	0	0	0	0	0	0	0	1890000	26153	1848000	1944000	643327	72618	516739	761771	641693	62099	535168	752856	0	0	0	0	1439	109	1169	1584
	97	07	APR	45534066	43484381	2952100	37139643	46939136	49.79	0.69	47.50	50.00	1251716	0	0	0	0	0	0	0	1321344	50817	1228726	1394797	124445	17800	93768	156408	0	0	0	0	0	0	0	0	0	0	0	0	935774	27129	912000	1005286	0	0	0	0	0	0	0	0	0	0	0	0	214646	71787	39093	283583	0	0	0	0	46479	16057	19338	73890	0	0	0	0	43.94	8.26	22.79	52.07	46027	6583	34685	57848	0	0	0	0	43.33	11.06	40.00	80.00	2049684	987256	773519	4572849	0	0	0	0	0	0	0	0	0	0	0	0	0	1898000	24900	1848000	1944000	747580	59957	676417	875621	712073	57218	634240	832204	0	0	0	0	1348	173	1063	1608
	98	08	APR	43177434	41332279	2605995	35761863	46125089	49.22	1.86	43.75	50.00	1224076	0	0	0	0	0	0	0	1271473	49767	1159040	1334508	124444	17799	93768	156408	0	0	0	0	0	0	0	0	0	0	0	0	933447	29783	888000	1006276	0	0	0	0	0	0	0	0	0	0	0	0	173233	60660	53357	267302	0	0	0	0	40349	15262	15926	69354	0	0	0	0	43.98	8.30	22.66	51.88	46027	6583	34684	57848	0	0	0	0	43.33	11.06	40.00	80.00	1845155	1223507	637044	5548289	0	0	0	0	0	0	0	0	0	0	0	0	0	1890000	41713	1824000	1968000	783320	58959	668698	908367	745740	62817	636829	892441	0	0	0	0	1261	197	1020	1584
	99	09	APR	44611887	42588194	2478654	38492855	47890214	49.74	0.86	46.87	50.00	1236267	0	0	0	0	0	0	0	1302727	37947	1220601	1367900	124444	17800	93769	156408	0	0	0	0	0	0	0	0	0	0	0	0	929755	46591	864000	1029062	0	0	0	0	0	0	0	0	0	0	0	0	200935	67239	84140	302604	0	0	0	0	47593	12069	30008	70103	0	0	0	0	44.00	8.32	22.65	51.76	46027	6583	34685	57848	0	0	0	0	43.33	11.06	40.00	80.00	2023693	529218	1200308	2879454	0	0	0	0	0	0	0	0	0	0	0	0	0	1890000	64343	1776000	2016000	759310	71395	631238	902798	731400	67573	623789	870939	0	0	0	0	1297	173	1087	1608
	100	10	APR	48921221	46742143	3632836	41448109	52993948	50.00	0	50.00	50.00	1292546	0	0	0	0	0	0	0	1391111	66743	1271007	1467081	124444	17798	93780	156408	0	0	0	0	0	0	0	0	0	0	0	0	938000	40939	864000	1008000	0	0	0	0	0	0	0	0	0	0	0	0	278243	80975	158448	404679	0	0	0	0	50424	16896	25586	80000	0	0	0	0	43.97	8.32	22.73	51.62	46027	6583	34684	57848	0	0	0	0	43.33	11.06	40.00	80.00	2179078	850082	1023441	3890694	0	0	0	0	0	0	0	0	0	0	0	0	0	1894000	58344	1776000	1992000	677757	77194	524409	777552	690730	59952	589569	772423	0	0	0	0	1349	155	1138	1632
	101	11	APR	53030011	49745106	4430927	42712142	57813454	50.00	0	50.00	50.00	1334821	0	0	0	0	0	0	0	1477935	75720	1366404	1602984	124444	17798	93780	156408	0	0	0	0	0	0	0	0	0	0	0	0	946000	42095	864000	1032000	0	0	0	0	0	0	0	0	0	0	0	0	332702	93252	165443	484269	0	0	0	0	74789	18826	41199	103340	0	0	0	0	43.80	8.29	22.47	51.15	46027	6583	34685	57848	0	0	0	0	43.33	11.06	40.00	80.00	3284905	1350396	1647952	7040000	0	0	0	0	0	0	0	0	0	0	0	0	0	1898000	58344	1800000	1968000	619298	67792	523731	724298	655266	52618	582781	745698	0	0	0	0	1421	123	1197	1614
	102	12	APR	52144827	49078535	3828850	42727805	56276172	50.00	0	50.00	50.00	1333062	0	0	0	0	0	0	0	1462205	76548	1345656	1593609	124444	17798	93780	156408	0	0	0	0	0	0	0	0	0	0	0	0	954000	46087	864000	1032000	0	0	0	0	0	0	0	0	0	0	0	0	313771	78533	148956	453523	0	0	0	0	69991	15931	43029	90486	0	0	0	0	43.53	8.32	22.14	50.74	46027	6583	34684	57848	0	0	0	0	43.33	11.06	40.00	80.00	3066292	1183998	1721144	6400000	0	0	0	0	0	0	0	0	0	0	0	0	0	1902000	67971	1800000	1992000	634229	52152	578477	763044	664152	53833	595721	773527	0	0	0	0	1442	106	1199	1624
	103	13	APR	47613879	45574113	3186332	41130006	52759166	50.00	0	50.00	50.00	1291009	0	0	0	0	0	0	0	1368454	72596	1264858	1516657	124444	17798	93780	156408	0	0	0	0	0	0	0	0	0	0	0	0	954000	59699	816000	1032000	0	0	0	0	0	0	0	0	0	0	0	0	243682	80220	117000	356887	0	0	0	0	46327	16043	16225	66572	0	0	0	0	43.42	8.35	21.95	50.69	46027	6583	34685	57848	0	0	0	0	43.33	11.06	40.00	80.00	2039767	969309	648995	4480000	0	0	0	0	0	0	0	0	0	0	0	0	0	1900000	71218	1800000	2016000	702318	64735	586168	799544	703178	55991	605159	805508	0	0	0	0	1315	118	1145	1551
	104	14	APR	42949116	41286201	2635094	36475380	46132470	49.27	1.80	43.75	50.00	1227885	0	0	0	0	0	0	0	1268945	63742	1154006	1357821	124444	17798	93780	156408	0	0	0	0	0	0	0	0	0	0	0	0	939039	59032	792000	1008000	0	0	0	0	0	0	0	0	0	0	0	0	168396	57986	46337	249880	0	0	0	0	37066	17998	4595	65647	0	0	0	0	43.45	8.39	21.75	50.66	46027	6583	34684	57848	0	0	0	0	43.33	11.06	40.00	80.00	1662914	1058918	183800	4326945	0	0	0	0	0	0	0	0	0	0	0	0	0	1896000	80200	1776000	2016000	788564	65527	681226	945705	763776	67572	663181	941110	0	0	0	0	1190	95	1062	1362
	105	15	APR	40010230	38651423	2622130	33673805	43927028	48.70	2.96	40.00	50.00	1192808	0	0	0	0	0	0	0	1208650	65882	1089014	1298326	124444	17798	93780	156408	0	0	0	0	0	0	0	0	0	0	0	0	934604	49617	816000	1008000	0	0	0	0	0	0	0	0	0	0	0	0	118806	51289	11561	189109	0	0	0	0	30796	11518	4744	43514	0	0	0	0	43.59	8.37	21.84	50.64	46027	6583	34685	57848	0	0	0	0	43.33	11.06	40.00	80.00	1358806	680846	189760	3046816	0	0	0	0	0	0	0	0	0	0	0	0	0	1894000	72305	1776000	2016000	840590	67228	745770	986846	813565	71316	711145	982102	0	0	0	0	1121	101	1022	1320
	106	16	APR	41960050	40317212	2046870	37208125	44217528	49.64	1.21	45.63	50.00	1214460	0	0	0	0	0	0	0	1249071	50463	1168203	1330107	124443	17798	93780	156408	0	0	0	0	0	0	0	0	0	0	0	0	936735	49765	864000	1008000	0	0	0	0	0	0	0	0	0	0	0	0	150630	58848	49187	262751	0	0	0	0	37263	13263	20506	64804	0	0	0	0	43.70	8.37	21.88	50.52	46027	6583	34684	57848	0	0	0	0	43.33	11.06	40.00	80.00	1642838	799564	820236	3655355	0	0	0	0	0	0	0	0	0	0	0	0	0	1892000	64125	1776000	1968000	804635	73132	625249	910691	784580	69309	614202	885920	0	0	0	0	1149	67	1080	1272
	107	17	APR	46086841	43685137	2841702	38967071	48137200	50.00	0	50.00	50.00	1252742	0	0	0	0	0	0	0	1332828	59869	1237655	1425885	124443	17798	93780	156408	0	0	0	0	0	0	0	0	0	0	0	0	934000	50398	864000	1008000	0	0	0	0	0	0	0	0	0	0	0	0	219903	72893	90541	357944	0	0	0	0	54483	15707	30464	76260	0	0	0	0	43.69	8.41	21.79	50.58	46027	6583	34685	57848	0	0	0	0	43.33	11.06	40.00	80.00	2401703	1075415	1218572	5337594	0	0	0	0	0	0	0	0	0	0	0	0	0	1892000	61838	1752000	1968000	738097	80583	530056	821459	739559	71783	559236	809288	0	0	0	0	1242	87	1104	1353
	108	18	APR	49142621	46743405	2639869	42048336	51317600	50.00	0	50.00	50.00	1295681	0	0	0	0	0	0	0	1398558	59258	1282613	1466984	124443	17798	93780	156408	0	0	0	0	0	0	0	0	0	0	0	0	942000	51029	840000	1032000	0	0	0	0	0	0	0	0	0	0	0	0	275468	73634	185767	411970	0	0	0	0	56647	18698	25670	88000	0	0	0	0	43.59	8.40	21.70	50.54	46027	6583	34684	57848	0	0	0	0	43.33	11.06	40.00	80.00	2399216	759844	1026784	3520000	0	0	0	0	0	0	0	0	0	0	0	0	0	1906000	60762	1752000	1992000	688532	81049	500030	774233	719432	69648	547154	789115	0	0	0	0	1339	59	1260	1426
	109	19	APR	48960002	46158029	2363382	40863728	50487100	50.00	0	50.00	50.00	1287096	0	0	0	0	0	0	0	1393282	58385	1254769	1467862	124443	17798	93780	156408	0	0	0	0	0	0	0	0	0	0	0	0	940000	30725	888000	1008000	0	0	0	0	0	0	0	0	0	0	0	0	265161	58859	162075	388142	0	0	0	0	63679	21719	35480	104000	0	0	0	0	43.48	8.37	21.70	50.34	46027	6583	34685	57848	0	0	0	0	43.33	11.06	40.00	80.00	2801973	1315036	1419202	6115741	0	0	0	0	0	0	0	0	0	0	0	0	0	1898000	40939	1824000	1968000	692839	64742	547858	773925	718718	62764	567396	795471	0	0	0	0	1355	91	1119	1464
	110	20	APR	44758766	42777696	2944583	37241187	47827400	49.79	0.69	47.50	50.00	1247886	0	0	0	0	0	0	0	1309157	69556	1174042	1421624	124442	17798	93780	156408	0	0	0	0	0	0	0	0	0	0	0	0	941736	32546	888000	1008000	0	0	0	0	0	0	0	0	0	0	0	0	196339	61754	75041	318148	0	0	0	0	46641	18019	22198	80265	0	0	0	0	43.35	8.34	21.51	50.07	46027	6583	34684	57848	0	0	0	0	43.33	11.06	40.00	80.00	1981070	745101	887934	3210604	0	0	0	0	0	0	0	0	0	0	0	0	0	1902000	61286	1824000	2016000	763925	82653	593852	871835	760324	70038	595180	833607	0	0	0	0	1248	141	1061	1488
	111	21	APR	40581262	39230669	3594904	32806864	44704814	48.07	2.81	43.12	50.00	1198982	0	0	0	0	0	0	0	1219932	80081	1076457	1349651	124441	17798	93780	156402	0	0	0	0	0	0	0	0	0	0	0	0	933608	29744	875480	985801	0	0	0	0	0	0	0	0	0	0	0	0	131088	72822	43301	255696	0	0	0	0	30796	13806	7172	54479	0	0	0	0	43.45	8.30	21.63	49.97	46027	6583	34685	57848	0	0	0	0	43.33	11.06	40.00	80.00	1350593	711353	286868	2850227	0	0	0	0	0	0	0	0	0	0	0	0	0	1902000	59699	1800000	1992000	837304	106013	636774	961501	822290	99481	623518	936302	0	0	0	0	1150	155	965	1488
	112	22	APR	38274631	37255902	3090543	30417856	42197034	46.77	3.22	40.00	50.00	1168718	0	0	0	0	0	0	0	1170652	72704	1018349	1297576	124440	17797	93780	156396	0	0	0	0	0	0	0	0	0	0	0	0	925189	38581	848834	1002469	0	0	0	0	0	0	0	0	0	0	0	0	97486	60537	14173	222341	0	0	0	0	23537	14289	4838	59759	0	0	0	0	43.65	8.33	21.84	50.11	46027	6583	34684	57848	0	0	0	0	43.33	11.06	40.00	80.00	1018729	624572	193508	2390373	0	0	0	0	0	0	0	0	0	0	0	0	0	1908000	62354	1800000	2040000	885325	96250	713659	1032993	865755	105997	660323	1028155	0	0	0	0	1111	155	931	1464
	113	23	APR	40133633	38790862	3050644	32048807	44984526	47.92	2.76	41.25	50.00	1190491	0	0	0	0	0	0	0	1210495	63323	1091785	1340130	124441	17798	93780	156396	0	0	0	0	0	0	0	0	0	0	0	0	929489	39727	864000	1024788	0	0	0	0	0	0	0	0	0	0	0	0	125175	72827	6049	278091	0	0	0	0	31391	13057	17166	64420	0	0	0	0	43.84	8.34	22.09	50.29	46027	6583	34685	57848	0	0	0	0	43.33	11.06	40.00	80.00	1342771	565457	686622	2576804	0	0	0	0	0	0	0	0	0	0	0	0	0	1906000	66061	1776000	2040000	851336	106083	657909	1030912	830625	102165	650491	1004985	0	0	0	0	1131	136	968	1464
	114	24	APR	44413023	42487339	2854736	35646417	46467932	49.48	1.27	45.62	50.00	1250186	0	0	0	0	0	0	0	1305338	50395	1208267	1394110	124441	17798	93780	156396	0	0	0	0	0	0	0	0	0	0	0	0	949151	36461	888000	1031081	0	0	0	0	0	0	0	0	0	0	0	0	185341	76069	30615	290959	0	0	0	0	46405	18955	20846	83384	0	0	0	0	43.90	8.32	22.31	50.42	46027	6583	34684	57849	0	0	0	0	43.33	11.06	40.00	80.00	1925684	697055	853779	3335361	0	0	0	0	0	0	0	0	0	0	0	0	0	1910000	64591	1776000	2040000	775508	97507	638466	962651	772256	93794	639530	938206	0	0	0	0	1226	122	1024	1488
	115	25	APR	48116794	45529704	3128146	36656018	49017735	49.74	0.86	46.87	50.00	1279350	0	0	0	0	0	0	0	1376521	55509	1231225	1445803	124441	17798	93780	156396	0	0	0	0	0	0	0	0	0	0	0	0	939735	38697	888000	1008000	0	0	0	0	0	0	0	0	0	0	0	0	252779	80889	46543	346281	0	0	0	0	59565	18625	29679	104000	0	0	0	0	43.82	8.31	22.40	50.30	46027	6583	34685	57848	0	0	0	0	43.33	11.06	40.00	80.00	2587090	1021839	1187152	4907720	0	0	0	0	0	0	0	0	0	0	0	0	0	1892000	66332	1752000	2016000	699485	102507	557713	916632	736776	89036	613133	912800	0	0	0	0	1312	93	1064	1488
	116	26	APR	48026283	45156230	3455215	37310400	50473150	49.84	0.52	48.12	50.00	1287418	0	0	0	0	0	0	0	1379612	60043	1232012	1466979	124441	17798	93780	156396	0	0	0	0	0	0	0	0	0	0	0	0	955825	37722	888000	1008000	0	0	0	0	0	0	0	0	0	0	0	0	234047	86839	75681	387863	0	0	0	0	65299	19423	38921	104253	0	0	0	0	43.66	8.30	22.16	49.95	46027	6583	34684	57849	0	0	0	0	43.33	11.06	40.00	80.00	2870053	1259621	1556847	6194058	0	0	0	0	0	0	0	0	0	0	0	0	0	1910000	54074	1800000	1992000	720128	96733	531178	862424	742461	85549	597602	897252	0	0	0	0	1336	117	1061	1484
	117	27	APR	45109183	43055580	2698707	36307304	46492593	49.74	0.60	48.13	50.00	1265339	0	0	0	0	0	0	0	1319497	52055	1195841	1390772	124441	17798	93780	156396	0	0	0	0	0	0	0	0	0	0	0	0	959836	32339	912000	1008000	0	0	0	0	0	0	0	0	0	0	0	0	189226	60237	71260	274652	0	0	0	0	45993	13943	28189	74075	0	0	0	0	43.56	8.36	21.83	49.92	46027	6583	34685	57848	0	0	0	0	43.33	11.06	40.00	80.00	2053603	1060762	1127554	5133231	0	0	0	0	0	0	0	0	0	0	0	0	0	1914000	51029	1848000	2016000	764938	81899	637348	927335	768534	83905	647247	921995	0	0	0	0	1248	102	1038	1386
	118	28	APR	40108525	38811902	3004916	33109082	42684416	48.02	2.67	43.12	50.00	1211269	0	0	0	0	0	0	0	1216854	69512	1102392	1312607	124442	17797	93780	156396	0	0	0	0	0	0	0	0	0	0	0	0	955802	36783	900554	1031276	0	0	0	0	0	0	0	0	0	0	0	0	107176	51381	16915	181688	0	0	0	0	29434	10274	15432	49580	0	0	0	0	43.67	8.41	21.88	49.89	46027	6583	34684	57849	0	0	0	0	43.33	11.06	40.00	80.00	1296623	621293	617263	2862734	0	0	0	0	0	0	0	0	0	0	0	0	0	1922000	37256	1872000	1992000	859021	69345	754312	969103	838764	73561	724405	962378	0	0	0	0	1090	65	979	1176
	119	29	APR	37904659	36985338	2799364	31881674	40465527	46.72	3.16	40.63	50.00	1175223	0	0	0	0	0	0	0	1167395	66492	1073791	1274074	124442	17797	93780	156396	0	0	0	0	0	0	0	0	0	0	0	0	937691	29941	899805	1006742	0	0	0	0	0	0	0	0	0	0	0	0	83323	48014	7770	158929	0	0	0	0	21939	10499	9391	39477	0	0	0	0	43.87	8.43	22.05	49.88	46027	6583	34685	57848	0	0	0	0	43.33	11.06	40.00	80.00	919321	405115	375640	1579065	0	0	0	0	0	0	0	0	0	0	0	0	0	1916000	36442	1848000	1992000	894986	78318	777071	1084425	875986	82955	767515	1068725	0	0	0	0	1057	53	971	1128
	120	30	APR	39030965	37678102	1898678	34386559	40695365	48.18	2.62	42.50	50.00	1180236	0	0	0	0	0	0	0	1189099	45828	1131584	1269082	124443	17797	93780	156396	0	0	0	0	0	0	0	0	0	0	0	0	933461	36883	864000	1003991	0	0	0	0	0	0	0	0	0	0	0	0	100140	44887	44597	175507	0	0	0	0	31055	11473	17973	52393	0	0	0	0	44.06	8.46	22.31	50.07	46027	6583	34684	57849	0	0	0	0	43.33	11.06	40.00	80.00	1352863	603493	718900	2655552	0	0	0	0	0	0	0	0	0	0	0	0	0	1904000	46303	1848000	1992000	870400	59198	789068	1028905	856113	62979	786172	1027582	0	0	0	0	1076	58	1010	1229
	121	01	MAY	43008404	40896829	3342824	38176307	47417799	49.79	0.69	47.50	50.00	1220631	0	0	0	0	0	0	0	1279332	58663	1181327	1404895	133333	22751	77904	161774	0	0	0	0	0	0	0	0	0	0	0	0	935730	38702	864000	1004754	0	0	0	0	0	0	0	0	0	0	0	0	162926	84515	62999	309956	0	0	0	0	47343	19237	19908	91035	0	0	0	0	44.19	8.49	22.49	50.31	59904	10222	35000	72680	0	0	0	0	43.33	11.06	40.00	80.00	2111575	1195030	796321	5228533	0	0	0	0	0	0	0	0	0	0	0	0	0	1906000	50398	1848000	1992000	807345	78911	674044	936084	806876	70183	689009	940004	0	0	0	0	1157	86	1077	1308
	122	02	MAY	45924653	42659421	2851283	38645525	50164982	50.00	0	50.00	50.00	1243553	0	0	0	0	0	0	0	1344146	43086	1278242	1437793	133333	22751	77904	161772	0	0	0	0	0	0	0	0	0	0	0	0	938000	49437	864000	1008000	0	0	0	0	0	0	0	0	0	0	0	0	196588	85580	67311	381700	0	0	0	0	76224	33865	20986	128000	0	0	0	0	44.16	8.54	22.57	50.71	59904	10222	35000	72680	0	0	0	0	43.33	11.06	40.00	80.00	3265232	1467349	839448	5190362	0	0	0	0	0	0	0	0	0	0	0	0	0	1898000	47455	1824000	1992000	763412	70244	626300	911186	776596	67607	669958	910780	0	0	0	0	1238	87	1101	1392
