C	area	id	hourly
	VARIABLES	BEGIN	END
	58	1	8736

C	hourly				OP. COST	OP. COST	MRG. PRICE	MRG. PRICE	BALANCE	BALANCE	LOAD	LOAD	H. ROR	H. ROR	WIND	WIND	SOLAR	SOLAR	NUCLEAR	NUCLEAR	LIGNITE	LIGNITE	COAL	COAL	GAS	GAS	OIL	OIL	MIX. FUEL	MIX. FUEL	MISC. DTG	MISC. DTG	H. STOR	H. STOR	H. PUMP	H. PUMP	H. LEV	H. LEV	H. INFL	H. INFL	H. OVFL	H. OVFL	H. VAL	H. VAL	H. COST	H. COST	UNSP. ENRG	UNSP. ENRG	SPIL. ENRG	SPIL. ENRG	LOLD	LOLD	AVL DTG	AVL DTG	DTG MRG	DTG MRG	MAX MRG	MAX MRG	NP COST	NP COST	NODU	NODU
	2311	07	APR	06:00	10	6	1	9	1	1	7	8	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	6	1	1	1	8	1	1	8	12	11	1	1	1	1	8	1	8	1	1	1	1	1	1	11	3	6	10	8	1	1	1	7	12
	2312	07	APR	07:00	1	8	1	9	1	1	7	8	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	8	1	1	1	4	1	1	8	12	11	1	1	1	1	8	1	4	1	1	1	1	1	1	11	3	8	1	4	1	1	1	1	12
	2313	07	APR	08:00	10	2	1	9	1	1	11	6	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	6	1	1	8	12	11	1	1	1	1	8	1	8	1	1	1	1	1	1	11	3	2	10	4	1	1	1	1	12
	2314	07	APR	09:00	5	6	1	9	1	1	7	6	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	6	1	1	2	5	1	1	8	12	11	1	1	1	1	8	2	5	1	1	1	1	1	1	11	3	8	5	8	1	1	1	5	12
	2315	07	APR	10:00	10	6	3	9	1	1	7	6	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	6	1	1	1	8	1	1	8	12	11	1	1	1	1	8	1	8	1	1	1	1	1	1	11	3	6	12	8	1	1	1	1	12
	2316	07	APR	11:00	5	2	1	9	1	1	7	6	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	3	1	1	2	6	1	1	8	12	11	1	1	1	1	8	2	8	1	1	1	1	1	1	11	3	2	5	4	1	1	1	1	12
	2317	07	APR	12:00	5	6	3	9	1	1	1	6	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	6	1	1	1	5	1	1	8	12	11	1	1	1	1	8	1	5	1	1	1	1	1	1	11	3	4	5	4	1	1	1	1	12
	2318	07	APR	13:00	1	6	3	9	1	1	1	6	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	6	1	1	1	12	1	1	8	12	11	1	1	1	1	8	1	12	1	1	1	1	1	1	11	3	2	12	4	1	1	1	1	12
	2319	07	APR	14:00	1	6	3	9	1	1	7	6	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	6	1	1	1	1	1	1	8	12	11	1	1	1	1	8	1	1	1	1	1	1	1	1	11	3	2	1	2	1	1	1	1	12
	2320	07	APR	15:00	1	6	3	9	1	1	1	6	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	6	1	1	2	10	1	1	8	12	11	1	1	1	1	8	2	10	1	1	1	1	1	1	11	3	2	1	2	1	1	1	1	12
	2321	07	APR	16:00	1	4	3	9	1	1	1	6	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	4	1	1	2	6	1	1	8	12	11	1	1	1	1	8	2	6	1	1	1	1	1	1	11	3	2	1	4	1	1	1	1	12
	2322	07	APR	17:00	7	6	3	9	1	1	1	6	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	7	6	1	1	1	5	1	1	8	12	11	1	1	1	1	8	1	5	1	1	1	1	1	1	11	3	4	7	4	1	1	1	1	12
	2323	07	APR	18:00	1	4	3	9	1	1	7	6	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	4	1	1	1	8	1	1	8	12	11	1	1	1	1	8	1	8	1	1	1	1	1	1	11	3	4	1	4	1	1	1	1	12
	2324	07	APR	19:00	1	4	3	9	1	1	7	6	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	4	1	1	3	8	1	1	8	12	11	1	1	1	1	8	3	8	1	1	1	1	1	1	11	3	4	1	4	1	1	1	1	12
	2325	07	APR	20:00	1	12	3	9	1	1	7	6	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	8	1	1	2	6	1	1	8	12	11	1	1	1	1	8	2	6	1	1	1	1	1	1	11	3	8	1	4	1	1	1	1	12
	2326	07	APR	21:00	1	6	3	9	1	1	7	6	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	6	1	1	3	5	1	1	8	12	11	1	1	1	1	8	3	5	1	1	1	1	1	1	11	3	4	1	4	1	1	1	1	12
	2327	07	APR	22:00	1	6	3	9	1	1	7	6	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	6	1	1	2	5	1	1	8	12	11	1	1	1	1	8	2	5	1	1	1	1	1	1	11	3	4	1	4	1	1	1	1	12
	2328	07	APR	23:00	7	6	3	9	1	1	7	6	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	6	1	1	2	5	1	1	8	12	11	1	1	1	1	8	2	5	1	1	1	1	1	1	11	3	6	7	4	1	1	1	7	12
	2329	08	APR	00:00	7	6	3	9	1	1	7	6	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	7	4	1	1	1	8	1	1	8	12	11	1	1	1	1	8	1	8	1	1	1	1	1	1	11	1	4	7	4	1	1	1	7	4
	2330	08	APR	01:00	7	4	3	9	1	1	7	6	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	7	3	1	1	1	5	1	1	8	12	11	1	1	1	1	8	1	8	1	1	1	1	1	1	11	1	4	5	4	1	1	1	7	4
	2331	08	APR	02:00	7	6	1	9	1	1	7	6	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	6	1	1	1	5	1	1	8	12	11	1	1	1	1	8	1	5	1	1	1	1	1	1	11	1	4	1	4	1	1	1	7	4
	2332	08	APR	03:00	5	12	1	9	1	1	7	6	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	3	1	1	1	6	1	1	8	12	11	1	1	1	1	8	1	6	1	1	1	1	1	1	11	1	10	1	4	1	1	1	5	4
	2333	08	APR	04:00	7	6	1	9	1	1	7	6	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	6	1	1	1	8	1	1	8	12	11	1	1	1	1	8	1	8	1	1	1	1	1	1	11	1	4	1	4	1	1	1	5	4
	2334	08	APR	05:00	7	6	1	9	1	1	7	6	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	10	1	1	1	8	1	1	8	12	11	1	1	1	1	8	1	8	1	1	1	1	1	1	11	1	10	1	4	1	1	1	7	4
	2335	08	APR	06:00	7	6	1	4	1	1	7	6	11	1	1	1	1	1	1	1	3	6	1	1	1	1	1	1	1	3	1	1	1	10	1	1	8	12	11	1	1	1	1	8	1	10	1	1	1	1	1	1	11	1	8	1	10	1	1	1	9	4
	2336	08	APR	07:00	2	6	1	9	1	1	7	6	11	1	1	1	1	1	1	1	3	6	1	1	1	1	1	1	1	3	1	1	1	8	1	1	8	12	11	1	1	1	1	8	1	8	1	1	1	1	1	1	11	1	10	1	4	1	1	1	2	4
	2337	08	APR	08:00	7	10	1	9	1	1	7	8	11	1	1	1	1	1	1	1	3	6	1	1	1	1	1	1	1	3	1	1	1	12	1	1	8	12	11	1	1	1	1	8	1	12	1	1	1	1	1	1	11	1	10	1	10	1	1	1	7	4
	2338	08	APR	09:00	9	4	1	7	1	1	7	10	11	1	1	1	1	1	1	1	3	6	1	1	1	1	1	1	1	10	1	1	1	5	1	1	8	12	11	1	1	1	1	8	1	8	1	1	1	1	1	1	11	1	10	1	10	1	1	1	9	4
	2339	08	APR	10:00	5	4	1	9	1	1	7	8	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	4	1	1	1	5	1	1	8	12	11	1	1	1	1	8	1	5	1	1	1	1	1	1	11	1	4	1	4	1	1	1	5	4
	2340	08	APR	11:00	7	6	1	9	1	1	7	8	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	10	1	1	1	8	1	1	8	12	11	1	1	1	1	8	1	8	1	1	1	1	1	1	11	1	10	1	4	1	1	1	7	4
	2341	08	APR	12:00	7	4	3	9	1	1	7	5	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	4	1	1	2	10	1	1	8	12	11	1	1	1	1	8	2	10	1	1	1	1	1	1	11	1	4	1	4	1	1	1	7	4
	2342	08	APR	13:00	7	4	3	9	1	1	7	4	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	4	1	1	1	10	1	1	8	12	11	1	1	1	1	8	1	10	1	1	1	1	1	1	11	1	4	1	4	1	1	1	7	4
	2343	08	APR	14:00	5	4	3	9	1	1	7	4	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	5	4	1	1	1	5	1	1	8	12	11	1	1	1	1	8	1	8	1	1	1	1	1	1	11	1	4	5	4	1	1	1	7	4
	2344	08	APR	15:00	11	6	3	9	1	1	7	4	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	3	1	1	1	11	1	1	8	12	11	1	1	1	1	8	1	11	1	1	1	1	1	1	11	1	10	1	4	1	1	1	7	4
	2345	08	APR	16:00	1	4	3	9	1	1	7	4	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	4	1	1	3	5	1	1	8	12	11	1	1	1	1	8	3	8	1	1	1	1	1	1	11	1	4	1	4	1	1	1	7	4
	2346	08	APR	17:00	11	12	3	9	1	1	7	4	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	6	10	1	1	1	6	1	1	8	12	11	1	1	1	1	8	1	8	1	1	1	1	1	1	11	1	10	6	4	1	1	1	7	4
	2347	08	APR	18:00	7	4	3	9	1	1	7	4	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	7	4	1	1	1	5	1	1	8	12	11	1	1	1	1	8	1	5	1	1	1	1	1	1	11	1	4	7	4	1	1	1	7	4
	2348	08	APR	19:00	7	4	3	9	1	1	7	4	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	4	1	1	2	5	1	1	8	12	11	1	1	1	1	8	2	8	1	1	1	1	1	1	11	1	4	1	4	1	1	1	7	4
	2349	08	APR	20:00	7	4	3	9	1	1	7	4	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	4	1	1	2	10	1	1	8	12	11	1	1	1	1	8	2	10	1	1	1	1	1	1	11	1	4	1	4	1	1	1	7	4
	2350	08	APR	21:00	12	4	3	9	1	1	7	4	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	4	1	1	1	12	1	1	8	12	11	1	1	1	1	8	1	12	1	1	1	1	1	1	11	1	4	12	4	1	1	1	7	4
	2351	08	APR	22:00	7	4	3	9	1	1	7	4	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	7	4	1	1	1	10	1	1	8	12	11	1	1	1	1	8	1	10	1	1	1	1	1	1	11	1	4	7	4	1	1	1	7	4
	2352	08	APR	23:00	5	4	3	9	1	1	7	4	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	4	1	1	1	5	1	1	8	12	11	1	1	1	1	8	1	8	1	1	1	1	1	1	11	1	4	5	4	1	1	1	7	4
	2353	09	APR	00:00	7	2	3	9	1	1	11	4	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	7	5	1	1	1	10	1	1	8	12	11	1	1	1	1	8	1	10	1	1	1	1	1	1	10	1	11	7	10	1	1	1	7	12
	2354	09	APR	01:00	7	3	1	9	1	1	11	4	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	3	1	1	3	5	1	1	8	12	11	1	1	1	1	8	3	5	1	1	1	1	1	1	10	1	10	1	10	1	1	1	1	12
	2355	09	APR	02:00	7	4	3	9	1	1	7	4	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	7	4	1	1	1	7	1	1	8	12	11	1	1	1	1	8	1	7	1	1	1	1	1	1	10	1	10	7	10	1	1	1	7	12
	2356	09	APR	03:00	6	4	1	9	1	1	7	4	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	4	1	1	2	10	1	1	8	12	11	1	1	1	1	8	2	10	1	1	1	1	1	1	10	1	4	1	10	1	1	1	6	12
	2357	09	APR	04:00	5	4	1	9	1	1	7	4	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	3	1	1	1	5	1	1	8	12	11	1	1	1	1	8	1	5	1	1	1	1	1	1	10	1	10	1	10	1	1	1	7	12
	2358	09	APR	05:00	7	4	1	9	1	1	7	4	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	4	1	1	1	8	1	1	8	12	11	1	1	1	1	8	1	8	1	1	1	1	1	1	10	1	10	1	10	1	1	1	7	12
	2359	09	APR	06:00	5	4	1	9	1	1	7	4	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	4	1	1	1	10	1	1	8	12	11	1	1	1	1	8	1	10	1	1	1	1	1	1	10	1	4	1	10	1	1	1	5	12
	2360	09	APR	07:00	7	4	1	9	1	1	7	4	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	10	1	1	1	6	1	1	8	12	11	1	1	1	1	8	1	6	1	1	1	1	1	1	10	1	10	1	10	1	1	1	7	12
	2361	09	APR	08:00	5	4	1	9	1	1	7	4	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	4	1	1	1	10	1	1	8	12	11	1	1	1	1	8	1	10	1	1	1	1	1	1	10	1	4	12	10	1	1	1	7	12
	2362	09	APR	09:00	5	4	3	9	1	1	7	4	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	4	1	1	4	10	1	1	8	12	11	1	1	1	1	8	4	10	1	1	1	1	1	1	10	1	4	1	10	1	1	1	6	12
	2363	09	APR	10:00	5	4	3	9	1	1	7	4	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	6	4	1	1	1	10	1	1	8	12	11	1	1	1	1	8	1	10	1	1	1	1	1	1	10	1	4	6	10	1	1	1	6	12
	2364	09	APR	11:00	6	4	3	9	1	1	7	4	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	6	10	1	1	1	8	1	1	8	12	11	1	1	1	1	8	1	8	1	1	1	1	1	1	10	1	10	6	10	1	1	1	6	12
	2365	09	APR	12:00	6	4	1	9	1	1	7	4	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	10	1	1	2	5	1	1	8	12	11	1	1	1	1	8	2	8	1	1	1	1	1	1	10	1	10	1	10	1	1	1	6	12
	2366	09	APR	13:00	1	4	1	9	1	1	7	4	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	10	1	1	3	8	1	1	8	12	11	1	1	1	1	8	3	8	1	1	1	1	1	1	10	1	10	1	10	1	1	1	1	12
	2367	09	APR	14:00	1	10	3	9	1	1	7	4	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	10	1	1	2	1	1	1	8	12	11	1	1	1	1	8	2	1	1	1	1	1	1	1	10	1	10	1	10	1	1	1	1	12
	2368	09	APR	15:00	5	4	3	9	1	1	7	10	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	5	4	1	1	1	10	1	1	8	12	11	1	1	1	1	8	1	10	1	1	1	1	1	1	10	1	11	5	10	1	1	1	7	12
	2369	09	APR	16:00	1	4	3	9	1	1	7	10	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	3	1	1	3	10	1	1	8	12	11	1	1	1	1	8	3	8	1	1	1	1	1	1	10	1	4	1	4	1	1	1	7	12
	2370	09	APR	17:00	5	10	3	9	1	1	7	4	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	5	10	1	1	1	5	1	1	8	12	11	1	1	1	1	8	1	5	1	1	1	1	1	1	10	1	10	5	4	6	1	1	7	12
	2371	09	APR	18:00	8	4	3	9	1	1	7	10	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	3	1	1	3	10	1	1	8	12	11	1	1	1	1	8	3	8	1	1	1	1	1	1	10	1	11	1	4	6	1	1	7	12
	2372	09	APR	19:00	11	10	3	9	1	1	7	10	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	7	10	1	1	1	9	1	1	8	12	11	1	1	1	1	8	1	9	1	1	1	1	1	1	10	1	10	1	4	6	1	1	7	12
	2373	09	APR	20:00	7	2	3	9	1	1	7	10	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	7	10	1	1	1	12	1	1	8	12	11	1	1	1	1	8	1	12	1	1	1	1	1	1	10	1	10	7	4	6	1	1	7	12
	2374	09	APR	21:00	6	4	3	9	1	1	6	10	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	4	1	1	4	10	1	1	8	12	11	1	1	1	1	8	4	10	1	1	1	1	1	1	10	1	9	1	4	6	1	1	7	12
	2375	09	APR	22:00	5	10	3	9	1	1	7	10	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	7	10	1	1	1	5	1	1	8	12	11	1	1	1	1	8	1	5	1	1	1	1	1	1	10	1	10	5	10	6	1	1	5	12
	2376	09	APR	23:00	6	10	3	9	1	1	5	10	11	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	6	10	1	1	1	6	1	1	8	12	11	1	1	1	1	8	1	6	1	1	1	1	1	1	10	1	10	6	10	1	1	1	5	12
	2377	10	APR	00:00	5	4	3	9	1	1	5	10	11	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	5	3	1	1	1	10	1	1	8	12	11	1	1	1	1	8	1	10	1	1	1	1	1	1	10	12	3	5	4	6	1	1	5	12
	2378	10	APR	01:00	5	10	3	9	1	1	5	10	11	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	7	10	1	1	1	3	1	1	8	12	11	1	1	1	1	8	1	3	1	1	1	1	1	1	10	12	10	5	4	6	1	1	5	12
	2379	10	APR	02:00	9	4	3	9	1	1	5	4	11	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	9	10	1	1	1	9	1	1	8	12	11	1	1	1	1	8	1	9	1	1	1	1	1	1	10	12	10	9	4	5	1	1	5	12
	2380	10	APR	03:00	9	2	3	9	1	1	5	10	11	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	12	2	1	1	2	10	1	1	8	12	11	1	1	1	1	8	2	10	1	1	1	1	1	1	10	12	10	12	10	5	1	1	5	12
	2381	10	APR	04:00	7	9	3	9	1	1	7	10	11	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	7	9	1	1	1	10	1	1	8	12	11	1	1	1	1	8	1	10	1	1	1	1	1	1	10	12	11	12	10	5	1	1	7	12
	2382	10	APR	05:00	6	10	3	9	1	1	7	10	11	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	6	10	1	1	1	3	1	1	8	12	11	1	1	1	1	8	1	3	1	1	1	1	1	1	10	12	10	6	10	5	1	1	6	12
	2383	10	APR	06:00	5	4	5	9	1	1	7	10	11	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	3	1	1	2	10	1	1	8	12	11	1	1	1	1	8	2	8	1	1	1	1	1	1	10	12	4	5	10	7	1	1	5	12
	2384	10	APR	07:00	6	10	8	9	1	1	7	4	11	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	6	10	1	1	1	12	1	1	8	12	11	1	1	1	1	8	1	8	1	1	1	1	1	1	10	12	10	8	10	7	1	1	6	12
	2385	10	APR	08:00	6	3	3	9	1	1	7	12	11	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	6	3	1	1	1	10	1	1	8	12	11	1	1	1	1	8	1	10	1	1	1	1	1	1	10	12	3	6	10	5	1	1	6	12
	2386	10	APR	09:00	7	4	3	9	1	1	7	4	11	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	7	3	1	1	1	1	1	1	8	12	11	1	1	1	1	8	1	1	1	1	1	1	1	1	10	12	10	8	10	8	1	1	7	12
	2387	10	APR	10:00	5	4	3	9	1	1	7	3	11	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	8	12	11	1	1	1	1	8	2	1	1	1	1	1	1	1	10	12	10	5	10	7	1	1	7	12
	2388	10	APR	11:00	5	4	3	9	1	1	7	3	11	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	6	3	1	1	2	1	1	1	8	12	11	1	1	1	1	8	2	8	1	1	1	1	1	1	10	12	10	8	10	8	1	1	5	12
	2389	10	APR	12:00	5	4	3	9	1	1	7	4	11	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	5	10	1	1	1	12	1	1	8	12	11	1	1	1	1	8	1	12	1	1	1	1	1	1	10	12	10	5	4	6	1	1	5	12
	2390	10	APR	13:00	6	4	3	9	1	1	7	4	11	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	6	10	1	1	1	3	1	1	8	12	11	1	1	1	1	8	1	3	1	1	1	1	1	1	10	12	10	6	4	6	1	1	7	12
	2391	10	APR	14:00	6	4	3	9	1	1	7	4	11	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	6	4	1	1	1	12	1	1	8	12	11	1	1	1	1	8	1	8	1	1	1	1	1	1	10	12	10	8	4	6	1	1	7	12
	2392	10	APR	15:00	6	12	3	9	1	1	7	12	11	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	6	3	1	1	2	1	1	1	8	12	11	1	1	1	1	8	2	1	1	1	1	1	1	1	10	12	3	6	4	6	1	1	6	12
	2393	10	APR	16:00	7	4	3	9	1	1	7	12	11	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	7	3	1	1	2	1	1	1	8	12	11	1	1	1	1	8	2	1	1	1	1	1	1	1	10	12	10	7	4	6	1	1	6	12
	2394	10	APR	17:00	6	12	3	9	1	1	7	12	11	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	6	4	1	1	1	3	1	1	8	12	11	1	1	1	1	8	1	3	1	1	1	1	1	1	10	12	10	6	10	6	1	1	6	12
	2395	10	APR	18:00	7	12	3	9	1	1	7	12	11	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	7	3	1	1	1	8	1	1	8	12	11	1	1	1	1	8	1	8	1	1	1	1	1	1	10	12	10	8	10	6	1	1	7	12
	2396	10	APR	19:00	7	12	3	9	1	1	7	12	11	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	7	3	1	1	1	6	1	1	8	12	11	1	1	1	1	8	1	6	1	1	1	1	1	1	10	12	10	6	10	6	1	1	7	12
	2397	10	APR	20:00	7	4	3	9	1	1	7	12	11	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	7	4	1	1	1	3	1	1	8	12	11	1	1	1	1	8	1	3	1	1	1	1	1	1	10	12	10	2	10	6	1	1	7	12
	2398	10	APR	21:00	5	4	3	9	1	1	7	12	11	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	5	4	1	1	1	12	1	1	8	12	11	1	1	1	1	8	1	8	1	1	1	1	1	1	10	12	10	5	10	6	1	1	7	12
	2399	10	APR	22:00	6	4	3	9	1	1	7	12	11	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	6	4	1	1	2	1	1	1	8	12	11	1	1	1	1	8	2	8	1	1	1	1	1	1	10	12	10	6	4	6	1	1	6	12
	2400	10	APR	23:00	11	4	3	9	1	1	7	12	11	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	11	4	1	1	1	10	1	1	8	12	11	1	1	1	1	8	1	10	1	1	1	1	1	1	10	12	4	12	4	6	1	1	6	12
	2401	11	APR	00:00	5	4	3	9	1	1	7	12	11	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	6	4	1	1	4	1	1	1	8	12	11	1	1	1	1	8	4	8	1	1	1	1	1	1	11	1	9	5	4	6	1	1	7	12
	2402	11	APR	01:00	11	12	3	9	1	1	7	12	11	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	11	3	1	1	1	4	1	1	8	12	11	1	1	1	1	8	1	4	1	1	1	1	1	1	11	1	9	4	4	6	1	1	7	12
	2403	11	APR	02:00	7	12	3	9	1	1	7	12	11	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	7	3	1	1	2	1	1	1	8	12	11	1	1	1	1	8	2	1	1	1	1	1	1	1	11	1	12	1	4	6	1	1	6	12
	2404	11	APR	03:00	6	4	3	9	1	1	7	12	11	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	6	3	1	1	2	1	1	1	8	12	11	1	1	1	1	8	2	1	1	1	1	1	1	1	11	1	9	6	4	6	1	1	6	12
	2405	11	APR	04:00	6	3	3	9	1	1	6	12	11	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	6	3	1	1	1	2	1	1	8	12	11	1	1	1	1	8	1	8	1	1	1	1	1	1	11	1	9	6	4	6	1	1	6	12
	2406	11	APR	05:00	6	12	3	9	1	1	7	12	11	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	6	4	1	1	1	2	1	1	8	12	11	1	1	1	1	8	1	8	1	1	1	1	1	1	11	1	12	6	4	6	1	1	6	12
	2407	11	APR	06:00	1	2	1	9	1	1	6	12	11	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	2	1	1	2	12	1	1	8	12	11	1	1	1	1	8	2	12	1	1	1	1	1	1	11	1	9	1	4	6	1	1	1	12
	2408	11	APR	07:00	7	4	1	9	1	1	6	12	11	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	4	1	1	3	2	1	1	8	12	11	1	1	1	1	8	3	2	1	1	1	1	1	1	11	1	4	1	4	6	1	1	1	12
	2409	11	APR	08:00	6	4	1	9	1	1	11	12	11	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	3	1	1	3	2	1	1	8	12	11	1	1	1	1	8	3	8	1	1	1	1	1	1	11	1	3	1	4	6	1	1	6	12
	2410	11	APR	09:00	7	12	3	9	1	1	6	12	11	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	12	1	1	2	1	1	1	8	12	11	1	1	1	1	8	2	8	1	1	1	1	1	1	11	1	12	1	4	6	1	1	1	12
	2411	11	APR	10:00	9	12	3	9	1	1	6	12	11	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	9	12	1	1	1	2	1	1	8	12	11	1	1	1	1	8	1	2	1	1	1	1	1	1	11	1	12	2	4	6	1	1	6	12
	2412	11	APR	11:00	7	4	3	9	1	1	7	12	11	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	7	4	1	1	1	5	1	1	8	12	11	1	1	1	1	8	1	5	1	1	1	1	1	1	11	1	9	7	4	6	1	1	6	12
	2413	11	APR	12:00	1	12	3	9	1	1	7	12	11	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	12	1	1	3	1	1	1	8	12	11	1	1	1	1	8	3	1	1	1	1	1	1	1	11	1	12	1	4	6	1	1	6	12
	2414	11	APR	13:00	7	4	3	9	1	1	7	12	11	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	7	4	1	1	1	5	1	1	8	12	11	1	1	1	1	8	1	8	1	1	1	1	1	1	11	1	11	7	4	6	1	1	7	12
	2415	11	APR	14:00	7	12	3	9	1	1	7	12	11	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	7	12	1	1	1	5	1	1	8	12	11	1	1	1	1	8	1	5	1	1	1	1	1	1	11	1	12	7	4	6	1	1	7	12
