C	area	de	hourly
	VARIABLES	BEGIN	END
	9	169	8736

C	hourly				BASE	INT	PEAK	BASE	INT	PEAK	BASE	INT	PEAK
	1534	05	MAR	21:00	39111	19522	0	0	0	0	39	25	0
	1535	05	MAR	22:00	39111	21665	0	0	0	0	39	25	0
	1536	05	MAR	23:00	39111	19312	0	0	0	0	39	25	0
	1537	06	MAR	00:00	39333	22255	62	0	0	0	39	25	0
	1538	06	MAR	01:00	39333	21179	0	0	0	0	39	25	0
	1539	06	MAR	02:00	39333	20054	0	0	0	0	39	25	0
	1540	06	MAR	03:00	39333	18461	0	0	0	0	39	25	0
	1541	06	MAR	04:00	39333	19191	0	0	0	0	39	25	0
	1542	06	MAR	05:00	39333	16948	0	0	0	0	39	25	0
	1543	06	MAR	06:00	39333	16918	0	0	0	0	39	25	0
	1544	06	MAR	07:00	39333	16645	0	0	0	0	39	25	0
	1545	06	MAR	08:00	39333	15956	0	0	0	0	39	25	0
	1546	06	MAR	09:00	39333	16173	0	0	0	0	39	25	0
	1547	06	MAR	10:00	39333	18531	0	0	0	0	39	25	0
	1548	06	MAR	11:00	39333	20100	0	0	0	0	39	25	0
	1549	06	MAR	12:00	39333	19363	65	0	0	0	39	25	0
	1550	06	MAR	13:00	39333	20459	204	0	0	0	39	25	0
	1551	06	MAR	14:00	39333	19923	0	0	0	0	39	25	0
	1552	06	MAR	15:00	39333	22086	453	0	0	0	39	26	1
	1553	06	MAR	16:00	39333	22466	0	0	0	0	39	26	0
	1554	06	MAR	17:00	39333	24175	69	0	0	0	39	26	0
	1555	06	MAR	18:00	39333	22707	137	0	0	0	39	26	0
	1556	06	MAR	19:00	39333	23951	157	0	0	0	39	26	0
	1557	06	MAR	20:00	39333	23356	124	0	0	0	39	26	0
	1558	06	MAR	21:00	39333	21873	60	0	0	0	39	26	0
	1559	06	MAR	22:00	39333	23522	0	0	0	0	39	26	0
	1560	06	MAR	23:00	39333	22203	0	0	0	0	39	26	0
	1561	07	MAR	00:00	39222	25010	428	0	0	0	39	26	0
	1562	07	MAR	01:00	39222	23128	557	0	0	0	39	26	1
	1563	07	MAR	02:00	39222	24296	346	0	0	0	39	26	0
	1564	07	MAR	03:00	39222	21061	0	0	0	0	39	26	0
	1565	07	MAR	04:00	39222	21177	0	0	0	0	39	26	0
	1566	07	MAR	05:00	39222	20487	0	0	0	0	39	26	0
	1567	07	MAR	06:00	39222	17911	0	0	0	0	39	26	0
	1568	07	MAR	07:00	39222	21366	0	0	0	0	39	26	0
	1569	07	MAR	08:00	39222	21436	0	0	0	0	39	26	0
	1570	07	MAR	09:00	39222	21702	11	0	0	0	39	26	0
	1571	07	MAR	10:00	39222	19711	126	0	0	0	39	26	0
	1572	07	MAR	11:00	39222	22354	0	0	0	0	39	26	0
	1573	07	MAR	12:00	39222	22324	383	0	0	0	39	26	0
	1574	07	MAR	13:00	39222	23887	0	0	0	0	39	26	0
	1575	07	MAR	14:00	39222	24198	1149	0	0	0	39	26	1
	1576	07	MAR	15:00	39222	25419	19	0	0	0	39	26	1
	1577	07	MAR	16:00	39222	23971	966	0	0	0	39	26	2
	1578	07	MAR	17:00	39222	25203	465	0	0	0	39	26	2
	1579	07	MAR	18:00	39222	25171	1649	0	0	0	39	26	2
	1580	07	MAR	19:00	39222	24376	768	0	0	0	39	26	2
	1581	07	MAR	20:00	39222	24246	1631	0	0	0	39	26	3
	1582	07	MAR	21:00	39222	24978	567	0	0	0	39	26	2
	1583	07	MAR	22:00	39222	25689	1004	0	0	0	39	26	2
	1584	07	MAR	23:00	39222	24584	654	0	0	0	39	26	1
	1585	08	MAR	00:00	38889	24070	717	0	0	0	39	26	1
	1586	08	MAR	01:00	38889	23793	571	0	0	0	39	26	1
	1587	08	MAR	02:00	38889	23427	0	0	0	0	39	26	0
	1588	08	MAR	03:00	38889	21516	0	0	0	0	39	26	0
	1589	08	MAR	04:00	38889	21314	293	0	0	0	39	26	0
	1590	08	MAR	05:00	38889	21547	0	0	0	0	39	26	0
	1591	08	MAR	06:00	38889	20531	205	0	0	0	39	26	0
	1592	08	MAR	07:00	38889	21178	155	0	0	0	39	26	0
	1593	08	MAR	08:00	38889	17721	0	0	0	0	39	26	0
	1594	08	MAR	09:00	38889	21155	272	0	0	0	39	26	0
	1595	08	MAR	10:00	38889	21714	0	0	0	0	39	26	0
	1596	08	MAR	11:00	38889	22957	499	0	0	0	39	26	1
	1597	08	MAR	12:00	38889	23909	684	0	0	0	39	26	1
	1598	08	MAR	13:00	38889	21994	552	0	0	0	39	26	1
	1599	08	MAR	14:00	38889	22784	1001	0	0	0	39	27	1
	1600	08	MAR	15:00	38889	24806	1157	0	0	0	39	27	1
	1601	08	MAR	16:00	38889	24286	470	0	0	0	39	27	1
	1602	08	MAR	17:00	38889	25618	571	0	0	0	39	27	1
	1603	08	MAR	18:00	38889	25145	1350	0	0	0	39	27	1
	1604	08	MAR	19:00	38889	25602	1363	0	0	0	39	27	2
	1605	08	MAR	20:00	38889	24048	1008	0	0	0	39	27	2
	1606	08	MAR	21:00	38889	25156	1334	0	0	0	39	27	2
	1607	08	MAR	22:00	38889	25213	2023	0	0	0	39	27	2
	1608	08	MAR	23:00	38889	24742	374	0	0	0	39	27	0
	1609	09	MAR	00:00	38444	22182	0	0	0	0	38	27	0
	1610	09	MAR	01:00	38444	20313	579	0	0	0	38	27	1
	1611	09	MAR	02:00	38444	19244	432	0	0	0	38	27	0
	1612	09	MAR	03:00	38444	18272	0	0	0	0	38	27	0
	1613	09	MAR	04:00	38444	16604	0	0	0	0	38	27	0
	1614	09	MAR	05:00	38444	18013	0	0	0	0	38	27	0
	1615	09	MAR	06:00	38444	16916	0	0	0	0	38	27	0
	1616	09	MAR	07:00	38444	17284	0	0	0	0	38	27	0
	1617	09	MAR	08:00	38444	15722	0	0	0	0	38	27	0
	1618	09	MAR	09:00	38444	16034	17	0	0	0	38	27	0
	1619	09	MAR	10:00	38444	16834	0	0	0	0	38	27	0
	1620	09	MAR	11:00	38444	16727	176	0	0	0	38	27	0
	1621	09	MAR	12:00	38444	20502	321	0	0	0	38	27	0
	1622	09	MAR	13:00	38444	20008	431	0	0	0	38	27	0
	1623	09	MAR	14:00	38444	20747	0	0	0	0	38	27	0
	1624	09	MAR	15:00	38444	24208	699	0	0	0	38	27	1
	1625	09	MAR	16:00	38444	24194	274	0	0	0	38	27	1
	1626	09	MAR	17:00	38444	21941	165	0	0	0	38	27	1
	1627	09	MAR	18:00	38444	22764	298	0	0	0	38	27	1
	1628	09	MAR	19:00	38444	22509	267	0	0	0	38	27	1
	1629	09	MAR	20:00	38444	22424	1019	0	0	0	38	27	1
	1630	09	MAR	21:00	38444	24113	190	0	0	0	38	27	1
	1631	09	MAR	22:00	38444	21931	880	0	0	0	38	27	1
	1632	09	MAR	23:00	38444	21194	7	0	0	0	38	27	0
	1633	10	MAR	00:00	38000	17144	0	0	0	0	38	27	0
	1634	10	MAR	01:00	38000	17880	0	0	0	0	38	27	0
	1635	10	MAR	02:00	38000	15222	0	0	0	0	38	27	0
	1636	10	MAR	03:00	38000	15439	0	0	0	0	38	27	0
	1637	10	MAR	04:00	38000	12932	0	0	0	0	38	27	0
	1638	10	MAR	05:00	38000	10948	0	0	0	0	38	27	0
	1639	10	MAR	06:00	38000	11588	0	0	0	0	38	27	0
	1640	10	MAR	07:00	38000	13064	0	0	0	0	38	27	0
	1641	10	MAR	08:00	38000	12411	0	0	0	0	38	27	0
	1642	10	MAR	09:00	38000	13970	0	0	0	0	38	27	0
	1643	10	MAR	10:00	38000	12256	0	0	0	0	38	27	0
	1644	10	MAR	11:00	38000	14014	0	0	0	0	38	27	0
	1645	10	MAR	12:00	38000	17755	0	0	0	0	38	27	0
	1646	10	MAR	13:00	38000	17315	0	0	0	0	38	27	0
	1647	10	MAR	14:00	38000	17141	0	0	0	0	38	27	0
	1648	10	MAR	15:00	38000	18724	0	0	0	0	38	27	0
	1649	10	MAR	16:00	38000	22232	0	0	0	0	38	27	0
	1650	10	MAR	17:00	38000	19884	0	0	0	0	38	27	0
	1651	10	MAR	18:00	38000	20748	0	0	0	0	38	27	0
	1652	10	MAR	19:00	38000	21293	0	0	0	0	38	27	0
	1653	10	MAR	20:00	38000	21676	0	0	0	0	38	27	0
	1654	10	MAR	21:00	38000	21699	0	0	0	0	38	27	0
	1655	10	MAR	22:00	38000	21778	0	0	0	0	38	27	0
	1656	10	MAR	23:00	38000	19952	0	0	0	0	38	27	0
	1657	11	MAR	00:00	38111	15956	0	0	0	0	38	27	0
	1658	11	MAR	01:00	38111	16154	0	0	0	0	38	27	0
	1659	11	MAR	02:00	38111	13243	0	0	0	0	38	27	0
	1660	11	MAR	03:00	38111	14166	0	0	0	0	38	27	0
	1661	11	MAR	04:00	38111	11163	0	0	0	0	38	27	0
	1662	11	MAR	05:00	38111	10381	0	0	0	0	38	27	0
	1663	11	MAR	06:00	38111	8608	0	0	0	0	38	27	0
	1664	11	MAR	07:00	38111	9315	0	0	0	0	38	27	0
	1665	11	MAR	08:00	38111	9125	0	0	0	0	38	27	0
	1666	11	MAR	09:00	38111	10617	0	0	0	0	38	27	0
	1667	11	MAR	10:00	38111	11120	0	0	0	0	38	27	0
	1668	11	MAR	11:00	38111	11511	0	0	0	0	38	27	0
	1669	11	MAR	12:00	38111	12029	0	0	0	0	38	27	0
	1670	11	MAR	13:00	38111	16864	0	0	0	0	38	27	0
	1671	11	MAR	14:00	38111	17462	0	0	0	0	38	27	0
	1672	11	MAR	15:00	38111	18560	0	0	0	0	38	27	0
	1673	11	MAR	16:00	38111	19376	0	0	0	0	38	27	0
	1674	11	MAR	17:00	38111	17699	0	0	0	0	38	27	0
	1675	11	MAR	18:00	38111	21192	0	0	0	0	38	27	0
	1676	11	MAR	19:00	38111	19601	0	0	0	0	38	27	0
	1677	11	MAR	20:00	38111	21792	0	0	0	0	38	27	0
	1678	11	MAR	21:00	38111	19558	0	0	0	0	38	27	0
	1679	11	MAR	22:00	38111	19608	0	0	0	0	38	27	0
	1680	11	MAR	23:00	38111	18418	0	0	0	0	38	27	0
	1681	12	MAR	00:00	38556	18538	0	0	0	0	39	26	0
	1682	12	MAR	01:00	38556	16163	0	0	0	0	39	26	0
	1683	12	MAR	02:00	38556	14778	0	0	0	0	39	26	0
	1684	12	MAR	03:00	38556	14591	0	0	0	0	39	26	0
	1685	12	MAR	04:00	38556	13246	0	0	0	0	39	26	0
	1686	12	MAR	05:00	38556	13214	0	0	0	0	39	26	0
	1687	12	MAR	06:00	38556	10381	0	0	0	0	39	26	0
	1688	12	MAR	07:00	38556	11255	0	0	0	0	39	26	0
	1689	12	MAR	08:00	38556	12741	0	0	0	0	39	26	0
	1690	12	MAR	09:00	38556	11716	0	0	0	0	39	26	0
	1691	12	MAR	10:00	38556	13905	0	0	0	0	39	26	0
	1692	12	MAR	11:00	38556	13928	0	0	0	0	39	26	0
	1693	12	MAR	12:00	38556	15188	0	0	0	0	39	26	0
	1694	12	MAR	13:00	38556	15029	0	0	0	0	39	26	0
	1695	12	MAR	14:00	38556	17443	0	0	0	0	39	26	0
	1696	12	MAR	15:00	38556	16514	0	0	0	0	39	26	0
	1697	12	MAR	16:00	38556	20584	0	0	0	0	39	26	0
	1698	12	MAR	17:00	38556	20497	0	0	0	0	39	26	0
	1699	12	MAR	18:00	38556	21029	0	0	0	0	39	26	0
	1700	12	MAR	19:00	38556	21483	0	0	0	0	39	26	0
	1701	12	MAR	20:00	38556	22726	0	0	0	0	39	26	0
	1702	12	MAR	21:00	38556	20061	0	0	0	0	39	26	0
	1703	12	MAR	22:00	38556	18117	0	0	0	0	39	26	0
	1704	12	MAR	23:00	38556	18643	0	0	0	0	39	26	0
	1705	13	MAR	00:00	38222	21122	528	0	0	0	38	27	1
	1706	13	MAR	01:00	38222	22536	0	0	0	0	38	27	0
	1707	13	MAR	02:00	38222	18755	266	0	0	0	38	27	0
	1708	13	MAR	03:00	38222	18138	164	0	0	0	38	27	0
	1709	13	MAR	04:00	38222	17289	0	0	0	0	38	27	0
	1710	13	MAR	05:00	38222	15407	0	0	0	0	38	27	0
	1711	13	MAR	06:00	38222	15630	0	0	0	0	38	27	0
	1712	13	MAR	07:00	38222	15007	0	0	0	0	38	27	0
	1713	13	MAR	08:00	38222	15038	0	0	0	0	38	27	0
	1714	13	MAR	09:00	38222	16223	0	0	0	0	38	27	0
	1715	13	MAR	10:00	38222	18037	0	0	0	0	38	27	0
	1716	13	MAR	11:00	38222	17419	0	0	0	0	38	27	0
	1717	13	MAR	12:00	38222	20122	0	0	0	0	38	27	0
	1718	13	MAR	13:00	38222	22127	0	0	0	0	38	27	0
	1719	13	MAR	14:00	38222	20048	489	0	0	0	38	27	1
	1720	13	MAR	15:00	38222	23860	0	0	0	0	38	27	0
	1721	13	MAR	16:00	38222	24671	718	0	0	0	38	27	1
	1722	13	MAR	17:00	38222	23617	828	0	0	0	38	27	1
	1723	13	MAR	18:00	38222	24143	60	0	0	0	38	27	0
	1724	13	MAR	19:00	38222	26383	84	0	0	0	38	27	0
	1725	13	MAR	20:00	38222	24615	168	0	0	0	38	27	0
	1726	13	MAR	21:00	38222	23178	96	0	0	0	38	27	0
	1727	13	MAR	22:00	38222	25103	35	0	0	0	38	27	0
	1728	13	MAR	23:00	38222	23639	0	0	0	0	38	27	0
	1729	14	MAR	00:00	37556	24927	0	0	0	0	38	27	0
	1730	14	MAR	01:00	37556	26687	0	0	0	0	38	27	0
	1731	14	MAR	02:00	37556	24219	519	0	0	0	38	27	1
	1732	14	MAR	03:00	37556	22796	423	0	0	0	38	27	0
	1733	14	MAR	04:00	37556	20814	0	0	0	0	38	27	0
	1734	14	MAR	05:00	37556	20848	335	0	0	0	38	27	0
	1735	14	MAR	06:00	37556	20400	0	0	0	0	38	27	0
	1736	14	MAR	07:00	37556	19948	0	0	0	0	38	27	0
	1737	14	MAR	08:00	37556	20531	217	0	0	0	38	27	0
	1738	14	MAR	09:00	37556	23221	297	0	0	0	38	27	0
	1739	14	MAR	10:00	37556	23135	376	0	0	0	38	27	0
	1740	14	MAR	11:00	37556	24027	484	0	0	0	38	27	1
	1741	14	MAR	12:00	37556	23600	0	0	0	0	38	27	0
	1742	14	MAR	13:00	37556	25700	0	0	0	0	38	27	0
	1743	14	MAR	14:00	37556	24835	864	0	0	0	38	27	1
	1744	14	MAR	15:00	37556	27296	1020	0	0	0	38	27	1
	1745	14	MAR	16:00	37556	26591	237	0	0	0	38	27	1
	1746	14	MAR	17:00	37556	26205	1346	0	0	0	38	27	2
	1747	14	MAR	18:00	37556	25650	519	0	0	0	38	27	2
	1748	14	MAR	19:00	37556	25789	1229	0	0	0	38	27	2
	1749	14	MAR	20:00	37556	26209	1304	0	0	0	38	27	1
	1750	14	MAR	21:00	37556	26103	242	0	0	0	38	27	0
	1751	14	MAR	22:00	37556	26800	128	0	0	0	38	27	0
	1752	14	MAR	23:00	37556	26447	19	0	0	0	38	27	0
	1753	15	MAR	00:00	37667	24649	0	0	0	0	38	28	0
	1754	15	MAR	01:00	37667	25015	0	0	0	0	38	28	0
	1755	15	MAR	02:00	37667	22229	0	0	0	0	38	28	0
	1756	15	MAR	03:00	37667	23344	0	0	0	0	38	28	0
	1757	15	MAR	04:00	37667	21753	0	0	0	0	38	28	0
	1758	15	MAR	05:00	37667	19183	0	0	0	0	38	28	0
	1759	15	MAR	06:00	37667	21384	0	0	0	0	38	28	0
	1760	15	MAR	07:00	37667	21267	0	0	0	0	38	28	0
	1761	15	MAR	08:00	37667	19478	0	0	0	0	38	28	0
	1762	15	MAR	09:00	37667	21633	0	0	0	0	38	28	0
	1763	15	MAR	10:00	37667	22268	0	0	0	0	38	28	0
	1764	15	MAR	11:00	37667	24794	0	0	0	0	38	28	0
	1765	15	MAR	12:00	37667	22882	0	0	0	0	38	28	0
	1766	15	MAR	13:00	37667	25776	0	0	0	0	38	28	0
	1767	15	MAR	14:00	37667	26019	0	0	0	0	38	28	0
	1768	15	MAR	15:00	37667	24651	503	0	0	0	38	28	1
	1769	15	MAR	16:00	37667	27628	48	0	0	0	38	28	0
	1770	15	MAR	17:00	37667	27506	0	0	0	0	38	28	0
	1771	15	MAR	18:00	37667	25891	0	0	0	0	38	28	0
	1772	15	MAR	19:00	37667	25961	0	0	0	0	38	28	0
	1773	15	MAR	20:00	37667	26823	0	0	0	0	38	28	0
	1774	15	MAR	21:00	37667	26488	0	0	0	0	38	28	0
	1775	15	MAR	22:00	37667	27667	0	0	0	0	38	28	0
	1776	15	MAR	23:00	37667	26270	0	0	0	0	38	28	0
	1777	16	MAR	00:00	37778	23117	0	0	0	0	38	27	0
	1778	16	MAR	01:00	37778	20541	0	0	0	0	38	27	0
	1779	16	MAR	02:00	37778	18186	0	0	0	0	38	27	0
	1780	16	MAR	03:00	37778	16249	0	0	0	0	38	27	0
	1781	16	MAR	04:00	37778	19351	0	0	0	0	38	27	0
	1782	16	MAR	05:00	37778	17693	0	0	0	0	38	27	0
	1783	16	MAR	06:00	37778	16786	0	0	0	0	38	27	0
	1784	16	MAR	07:00	37778	15354	0	0	0	0	38	27	0
	1785	16	MAR	08:00	37778	17429	0	0	0	0	38	27	0
	1786	16	MAR	09:00	37778	16677	0	0	0	0	38	27	0
	1787	16	MAR	10:00	37778	17174	0	0	0	0	38	27	0
	1788	16	MAR	11:00	37778	17413	0	0	0	0	38	27	0
	1789	16	MAR	12:00	37778	20772	0	0	0	0	38	27	0
	1790	16	MAR	13:00	37778	19371	0	0	0	0	38	27	0
	1791	16	MAR	14:00	37778	22463	0	0	0	0	38	27	0
	1792	16	MAR	15:00	37778	23288	0	0	0	0	38	27	0
	1793	16	MAR	16:00	37778	24206	0	0	0	0	38	27	0
	1794	16	MAR	17:00	37778	24885	0	0	0	0	38	27	0
	1795	16	MAR	18:00	37778	23999	0	0	0	0	38	27	0
	1796	16	MAR	19:00	37778	23970	0	0	0	0	38	27	0
	1797	16	MAR	20:00	37778	23774	0	0	0	0	38	27	0
	1798	16	MAR	21:00	37778	24762	0	0	0	0	38	27	0
	1799	16	MAR	22:00	37778	22613	0	0	0	0	38	27	0
	1800	16	MAR	23:00	37778	20574	0	0	0	0	38	26	0
	1801	17	MAR	00:00	38111	17450	0	0	0	0	38	26	0
	1802	17	MAR	01:00	38111	14963	0	0	0	0	38	26	0
	1803	17	MAR	02:00	38111	15419	0	0	0	0	38	26	0
	1804	17	MAR	03:00	38111	12319	0	0	0	0	38	26	0
	1805	17	MAR	04:00	38111	11824	0	0	0	0	38	26	0
	1806	17	MAR	05:00	38111	11977	0	0	0	0	38	26	0
	1807	17	MAR	06:00	38111	10794	0	0	0	0	38	26	0
	1808	17	MAR	07:00	38111	13423	0	0	0	0	38	26	0
	1809	17	MAR	08:00	38111	13484	0	0	0	0	38	26	0
	1810	17	MAR	09:00	38111	13664	0	0	0	0	38	26	0
	1811	17	MAR	10:00	38111	11127	0	0	0	0	38	26	0
	1812	17	MAR	11:00	38111	14939	0	0	0	0	38	26	0
	1813	17	MAR	12:00	38111	14771	0	0	0	0	38	26	0
	1814	17	MAR	13:00	38111	17495	0	0	0	0	38	26	0
	1815	17	MAR	14:00	38111	15962	0	0	0	0	38	26	0
	1816	17	MAR	15:00	38111	19268	0	0	0	0	38	26	0
	1817	17	MAR	16:00	38111	18644	0	0	0	0	38	26	0
	1818	17	MAR	17:00	38111	19623	0	0	0	0	38	26	0
	1819	17	MAR	18:00	38111	20746	0	0	0	0	38	26	0
	1820	17	MAR	19:00	38111	23224	0	0	0	0	38	26	0
	1821	17	MAR	20:00	38111	22109	0	0	0	0	38	26	0
	1822	17	MAR	21:00	38111	20777	0	0	0	0	38	26	0
	1823	17	MAR	22:00	38111	20846	0	0	0	0	38	26	0
	1824	17	MAR	23:00	38111	20328	0	0	0	0	38	26	0
	1825	18	MAR	00:00	38444	17290	0	0	0	0	38	26	0
	1826	18	MAR	01:00	38444	16672	0	0	0	0	38	26	0
	1827	18	MAR	02:00	38444	15054	0	0	0	0	38	25	0
	1828	18	MAR	03:00	38444	12566	0	0	0	0	38	25	0
	1829	18	MAR	04:00	38444	10561	0	0	0	0	38	25	0
	1830	18	MAR	05:00	38444	11276	0	0	0	0	38	25	0
	1831	18	MAR	06:00	38444	8583	0	0	0	0	38	24	0
	1832	18	MAR	07:00	38444	10440	0	0	0	0	38	25	0
	1833	18	MAR	08:00	38444	9814	0	0	0	0	38	24	0
	1834	18	MAR	09:00	38444	11052	0	0	0	0	38	25	0
	1835	18	MAR	10:00	38444	12127	0	0	0	0	38	25	0
	1836	18	MAR	11:00	38444	11920	0	0	0	0	38	25	0
	1837	18	MAR	12:00	38444	11724	0	0	0	0	38	25	0
	1838	18	MAR	13:00	38444	12716	0	0	0	0	38	25	0
	1839	18	MAR	14:00	38444	16072	0	0	0	0	38	25	0
	1840	18	MAR	15:00	38444	16957	0	0	0	0	38	25	0
	1841	18	MAR	16:00	38444	17628	0	0	0	0	38	25	0
	1842	18	MAR	17:00	38444	17729	0	0	0	0	38	25	0
	1843	18	MAR	18:00	38444	18657	0	0	0	0	38	25	0
	1844	18	MAR	19:00	38444	17997	0	0	0	0	38	25	0
	1845	18	MAR	20:00	38444	16232	0	0	0	0	38	25	0
	1846	18	MAR	21:00	38444	16598	0	0	0	0	38	26	0
	1847	18	MAR	22:00	38444	16160	0	0	0	0	38	25	0
	1848	18	MAR	23:00	38444	16986	0	0	0	0	38	25	0
	1849	19	MAR	00:00	38556	16770	0	0	0	0	39	25	0
	1850	19	MAR	01:00	38556	14884	0	0	0	0	39	25	0
	1851	19	MAR	02:00	38556	14696	0	0	0	0	39	25	0
	1852	19	MAR	03:00	38556	11241	0	0	0	0	39	24	0
	1853	19	MAR	04:00	38556	12617	0	0	0	0	39	25	0
	1854	19	MAR	05:00	38556	10511	0	0	0	0	39	24	0
	1855	19	MAR	06:00	38556	10629	0	0	0	0	39	25	0
	1856	19	MAR	07:00	38556	8574	0	0	0	0	39	24	0
	1857	19	MAR	08:00	38556	11308	0	0	0	0	39	25	0
	1858	19	MAR	09:00	38556	9567	0	0	0	0	39	25	0
	1859	19	MAR	10:00	38556	11547	0	0	0	0	39	25	0
	1860	19	MAR	11:00	38556	13181	0	0	0	0	39	25	0
	1861	19	MAR	12:00	38556	12844	0	0	0	0	39	25	0
	1862	19	MAR	13:00	38556	15609	0	0	0	0	39	25	0
	1863	19	MAR	14:00	38556	15944	0	0	0	0	39	25	0
	1864	19	MAR	15:00	38556	16872	0	0	0	0	39	26	0
	1865	19	MAR	16:00	38556	20116	0	0	0	0	39	26	0
	1866	19	MAR	17:00	38556	16861	0	0	0	0	39	26	0
	1867	19	MAR	18:00	38556	17339	0	0	0	0	39	26	0
	1868	19	MAR	19:00	38556	18587	0	0	0	0	39	26	0
	1869	19	MAR	20:00	38556	19930	0	0	0	0	39	26	0
	1870	19	MAR	21:00	38556	21215	0	0	0	0	39	26	0
	1871	19	MAR	22:00	38556	19730	0	0	0	0	39	26	0
	1872	19	MAR	23:00	38556	18320	0	0	0	0	39	26	0
	1873	20	MAR	00:00	39000	17855	0	0	0	0	39	26	0
	1874	20	MAR	01:00	39000	20532	0	0	0	0	39	26	0
	1875	20	MAR	02:00	39000	16442	0	0	0	0	39	26	0
	1876	20	MAR	03:00	39000	14571	0	0	0	0	39	26	0
	1877	20	MAR	04:00	39000	15249	0	0	0	0	39	26	0
	1878	20	MAR	05:00	39000	11637	0	0	0	0	39	26	0
	1879	20	MAR	06:00	39000	13041	0	0	0	0	39	26	0
	1880	20	MAR	07:00	39000	14385	0	0	0	0	39	26	0
	1881	20	MAR	08:00	39000	13433	0	0	0	0	39	26	0
	1882	20	MAR	09:00	39000	13319	0	0	0	0	39	26	0
	1883	20	MAR	10:00	39000	15054	0	0	0	0	39	26	0
	1884	20	MAR	11:00	39000	15695	0	0	0	0	39	26	0
	1885	20	MAR	12:00	39000	19815	0	0	0	0	39	26	0
	1886	20	MAR	13:00	39000	19343	0	0	0	0	39	26	0
	1887	20	MAR	14:00	39000	20977	0	0	0	0	39	26	0
	1888	20	MAR	15:00	39000	20964	0	0	0	0	39	26	0
	1889	20	MAR	16:00	39000	21816	0	0	0	0	39	26	0
	1890	20	MAR	17:00	39000	23442	0	0	0	0	39	26	0
	1891	20	MAR	18:00	39000	23795	0	0	0	0	39	26	0
	1892	20	MAR	19:00	39000	22822	0	0	0	0	39	26	0
	1893	20	MAR	20:00	39000	24309	0	0	0	0	39	26	0
	1894	20	MAR	21:00	39000	22346	0	0	0	0	39	26	0
	1895	20	MAR	22:00	39000	21690	0	0	0	0	39	26	0
	1896	20	MAR	23:00	39000	18540	0	0	0	0	39	26	0
	1897	21	MAR	00:00	38889	24598	193	0	0	0	39	26	0
	1898	21	MAR	01:00	38889	21046	160	0	0	0	39	26	0
	1899	21	MAR	02:00	38889	21265	0	0	0	0	39	26	0
	1900	21	MAR	03:00	38889	20077	0	0	0	0	39	26	0
	1901	21	MAR	04:00	38889	18221	0	0	0	0	39	26	0
	1902	21	MAR	05:00	38889	17177	0	0	0	0	39	26	0
	1903	21	MAR	06:00	38889	17626	0	0	0	0	39	26	0
	1904	21	MAR	07:00	38889	17166	0	0	0	0	39	26	0
	1905	21	MAR	08:00	38889	15700	0	0	0	0	39	26	0
	1906	21	MAR	09:00	38889	18398	0	0	0	0	39	26	0
	1907	21	MAR	10:00	38889	16462	0	0	0	0	39	26	0
	1908	21	MAR	11:00	38889	19671	0	0	0	0	39	26	0
	1909	21	MAR	12:00	38889	21082	0	0	0	0	39	26	0
	1910	21	MAR	13:00	38889	21794	0	0	0	0	39	26	0
	1911	21	MAR	14:00	38889	23452	393	0	0	0	39	26	0
	1912	21	MAR	15:00	38889	24118	0	0	0	0	39	26	0
	1913	21	MAR	16:00	38889	23749	25	0	0	0	39	26	0
	1914	21	MAR	17:00	38889	24582	723	0	0	0	39	26	1
	1915	21	MAR	18:00	38889	24418	37	0	0	0	39	26	0
	1916	21	MAR	19:00	38889	24915	14	0	0	0	39	26	0
	1917	21	MAR	20:00	38889	24475	40	0	0	0	39	26	0
	1918	21	MAR	21:00	38889	22779	12	0	0	0	39	26	0
	1919	21	MAR	22:00	38889	23892	0	0	0	0	39	26	0
	1920	21	MAR	23:00	38889	21178	0	0	0	0	39	26	0
	1921	22	MAR	00:00	39111	23460	0	0	0	0	39	26	0
	1922	22	MAR	01:00	39111	21166	0	0	0	0	39	26	0
	1923	22	MAR	02:00	39111	20125	0	0	0	0	39	26	0
	1924	22	MAR	03:00	39111	18956	0	0	0	0	39	26	0
	1925	22	MAR	04:00	39111	18983	0	0	0	0	39	26	0
	1926	22	MAR	05:00	39111	18703	0	0	0	0	39	26	0
	1927	22	MAR	06:00	39111	16879	0	0	0	0	39	26	0
	1928	22	MAR	07:00	39111	16664	0	0	0	0	39	26	0
	1929	22	MAR	08:00	39111	13314	0	0	0	0	39	26	0
	1930	22	MAR	09:00	39111	16519	0	0	0	0	39	26	0
	1931	22	MAR	10:00	39111	15590	0	0	0	0	39	26	0
	1932	22	MAR	11:00	39111	18900	0	0	0	0	39	26	0
	1933	22	MAR	12:00	39111	21189	0	0	0	0	39	26	0
	1934	22	MAR	13:00	39111	20550	0	0	0	0	39	26	0
	1935	22	MAR	14:00	39111	24271	0	0	0	0	39	26	0
	1936	22	MAR	15:00	39111	21252	0	0	0	0	39	26	0
	1937	22	MAR	16:00	39111	23861	0	0	0	0	39	26	0
	1938	22	MAR	17:00	39111	24266	0	0	0	0	39	26	0
	1939	22	MAR	18:00	39111	24490	463	0	0	0	39	26	1
	1940	22	MAR	19:00	39111	24285	28	0	0	0	39	26	0
	1941	22	MAR	20:00	39111	23121	68	0	0	0	39	26	0
	1942	22	MAR	21:00	39111	22416	0	0	0	0	39	26	0
